session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Yobe,North East,Yobe,,,,0,212,282,58,53,7,0,0,278,5,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Jigawa,North West,Jigawa,,,,0,540,734,28,27,0,0,0,622,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Kaduna,North West,Kaduna,,,,0,679,914,283,256,45,0,0,856,27,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Kano,North West,Kano,,,,0,1100,1470,129,116,45,0,0,2073,15,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Katsina,North West,Katsina,,,,0,529,715,212,211,0,0,0,311,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Kebbi,North West,Kebbi,,,,0,185,254,4,3,0,0,0,309,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Sokoto,North West,Sokoto,,,,0,286,384,16,13,15,0,0,302,2,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Zamfara,North West,Zamfara,,,,0,246,328,9,8,0,0,0,400,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Abia,South East,Abia,,,,0,7,8,188,178,0,0,0,0,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Anambra,South East,Anambra,,,,0,0,0,975,904,3,0,0,0,5,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Ebonyi,South East,Ebonyi,,,,0,114,153,23,21,0,0,0,100,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Enugu,South East,Enugu,,,,0,310,413,78,69,5,0,0,369,7,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Imo,South East,Imo,,,,0,366,487,57,52,5,0,0,679,6,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Akwa Ibom,South South,Akwa Ibom,,,,0,341,456,64,57,4,0,0,380,5,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Bayelsa,South South,Bayelsa,,,,0,223,300,3,2,0,0,0,532,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Cross River,South South,Cross River,,,,0,0,0,198,189,0,0,0,0,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Delta,South South,Delta,,,,0,210,280,309,284,3,0,0,8,4,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Edo,South South,Edo,,,,0,322,427,40,39,0,0,0,290,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Rivers,South South,Rivers,,,,0,462,628,40,35,7,0,0,445,3,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Ekiti,South West,Ekiti,,,,0,288,388,29,27,3,0,0,625,3,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Lagos,South West,Lagos,,,,0,591,790,68,61,28,0,0,827,6,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Ogun,South West,Ogun,,,,0,470,644,108,99,7,0,0,927,11,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Ondo,South West,Ondo,,,,0,241,318,190,188,0,0,0,88,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Osun,South West,Osun,,,,0,85,112,1372,1224,11,0,0,0,18,1.5
2023/2024,Female,ALL,WAEC,3-5-year,College of Education,state,Oyo,South West,Oyo,,,,0,711,957,217,204,11,0,0,1164,16,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Benue,North Central,Benue,,,,0,375,500,227,225,0,0,0,190,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,184,250,18,16,0,0,0,242,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Kogi,North Central,Kogi,,,,0,177,235,551,521,7,0,0,0,12,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Kwara,North Central,Kwara,,,,0,279,380,115,107,7,0,0,477,10,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Nasarawa,North Central,Nasarawa,,,,0,120,160,156,144,4,0,0,16,4,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Niger,North Central,Niger,,,,0,274,361,124,122,0,0,0,158,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Plateau,North Central,Plateau,,,,0,244,326,224,198,20,0,0,87,12,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Adamawa,North East,Adamawa,,,,0,263,354,32,28,12,0,0,813,8,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Bauchi,North East,Bauchi,,,,0,337,449,91,76,41,0,0,285,9,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Borno,North East,Borno,,,,0,385,512,74,61,23,0,0,453,10,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Gombe,North East,Gombe,,,,0,202,270,37,33,4,0,0,268,4,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Taraba,North East,Taraba,,,,0,169,224,136,118,9,0,0,48,6,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Yobe,North East,Yobe,,,,0,257,345,33,32,0,0,0,375,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Jigawa,North West,Jigawa,,,,0,470,615,67,62,17,0,0,492,3,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Kaduna,North West,Kaduna,,,,0,293,399,239,232,11,0,0,264,7,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Kano,North West,Kano,,,,0,881,1153,113,104,34,0,0,1612,11,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Katsina,North West,Katsina,,,,0,463,635,201,199,0,0,0,271,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Kebbi,North West,Kebbi,,,,0,224,297,17,16,0,0,0,350,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Sokoto,North West,Sokoto,,,,0,202,275,8,6,0,0,0,219,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Zamfara,North West,Zamfara,,,,0,186,252,5,4,0,0,0,309,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Abia,South East,Abia,,,,0,0,0,711,661,3,0,0,0,5,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Anambra,South East,Anambra,,,,0,0,0,1725,1642,6,0,0,0,6,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Ebonyi,South East,Ebonyi,,,,0,168,227,117,100,13,0,0,101,10,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Enugu,South East,Enugu,,,,0,441,587,147,136,8,0,0,495,9,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Imo,South East,Imo,,,,0,396,525,119,108,10,0,0,664,13,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Akwa Ibom,South South,Akwa Ibom,,,,0,320,426,106,99,8,0,0,321,6,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Bayelsa,South South,Bayelsa,,,,0,166,220,9,7,4,0,0,381,2,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Cross River,South South,Cross River,,,,0,0,0,367,358,0,0,0,0,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Delta,South South,Delta,,,,0,306,413,730,647,13,0,0,0,13,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Edo,South South,Edo,,,,0,207,282,275,242,17,0,0,51,19,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Rivers,South South,Rivers,,,,0,568,756,80,78,0,0,0,518,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Ekiti,South West,Ekiti,,,,0,136,179,79,74,5,0,0,201,8,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Lagos,South West,Lagos,,,,0,1274,1731,117,112,14,0,0,1839,5,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Ogun,South West,Ogun,,,,0,352,471,246,247,0,0,0,464,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Ondo,South West,Ondo,,,,0,313,425,435,435,0,0,0,45,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Osun,South West,Osun,,,,0,119,158,2447,2285,13,0,0,0,20,1.5
2023/2024,Female,ALL,WAEC,3-5-year,Polytechnic,state,Oyo,South West,Oyo,,,,0,301,394,279,250,28,0,0,263,34,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Benue,North Central,Benue,,,,0,335,447,927,928,0,0,0,0,1,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,144,191,77,67,41,0,0,135,8,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Kogi,North Central,Kogi,,,,0,244,321,1830,1710,28,0,0,0,48,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Kwara,North Central,Kwara,,,,0,230,307,384,337,41,0,0,15,62,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Nasarawa,North Central,Nasarawa,,,,0,123,164,737,696,18,0,0,0,14,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Niger,North Central,Niger,,,,0,277,371,345,300,66,0,0,62,21,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Plateau,North Central,Plateau,,,,0,301,409,272,252,20,0,0,113,9,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Adamawa,North East,Adamawa,,,,0,309,414,110,109,6,0,0,813,4,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Bauchi,North East,Bauchi,,,,0,538,722,259,246,27,0,0,393,8,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Borno,North East,Borno,,,,0,402,537,385,355,53,0,0,238,24,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Gombe,North East,Gombe,,,,0,130,174,218,186,35,0,0,6,28,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Taraba,North East,Taraba,,,,0,93,125,977,943,14,0,0,0,12,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Yobe,North East,Yobe,,,,0,191,255,126,119,14,0,0,184,7,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Jigawa,North West,Jigawa,,,,0,466,631,198,194,17,0,0,417,3,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Kaduna,North West,Kaduna,,,,0,847,1128,350,323,45,0,0,1056,27,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Kano,North West,Kano,,,,0,1134,1562,345,320,101,0,0,1958,31,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Katsina,North West,Katsina,,,,0,445,595,555,532,37,0,0,93,11,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Kebbi,North West,Kebbi,,,,0,311,416,112,106,25,0,0,405,6,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Sokoto,North West,Sokoto,,,,0,377,505,167,159,15,0,0,306,5,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Zamfara,North West,Zamfara,,,,0,151,202,71,66,52,0,0,183,6,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Abia,South East,Abia,,,,0,0,8,5667,5027,62,0,0,0,63,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Anambra,South East,Anambra,,,,0,0,0,12346,11897,28,0,0,0,33,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Ebonyi,South East,Ebonyi,,,,0,307,419,565,515,34,0,0,0,30,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Enugu,South East,Enugu,,,,0,259,354,785,671,67,0,0,0,94,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Imo,South East,Imo,,,,0,368,488,838,765,65,0,0,0,91,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Akwa Ibom,South South,Akwa Ibom,,,,0,444,588,891,762,113,0,0,0,96,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Bayelsa,South South,Bayelsa,,,,0,73,99,166,164,4,0,0,0,4,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Cross River,South South,Cross River,,,,0,0,0,3905,3593,35,0,0,0,33,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Delta,South South,Delta,,,,0,210,280,5808,5507,44,0,0,0,49,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Edo,South South,Edo,,,,0,340,447,960,861,55,0,0,0,58,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Rivers,South South,Rivers,,,,0,457,624,1019,933,101,0,0,0,52,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Ekiti,South West,Ekiti,,,,0,221,298,278,251,26,0,0,141,36,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Lagos,South West,Lagos,,,,0,1132,1519,376,340,126,0,0,1376,33,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Ogun,South West,Ogun,,,,0,278,368,608,532,62,0,0,0,101,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Ondo,South West,Ondo,,,,0,255,345,1138,1010,53,0,0,0,53,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Osun,South West,Osun,,,,0,108,145,5933,5553,28,0,0,0,47,1.5
2023/2024,Female,ALL,WAEC,3-5-year,University,state,Oyo,South West,Oyo,,,,0,590,784,725,674,47,0,0,327,61,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Benue,North Central,Benue,,,,0,189,258,44,38,5,0,0,131,3,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,133,178,14,13,0,0,0,171,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Kogi,North Central,Kogi,,,,0,104,143,103,95,2,0,0,31,3,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Kwara,North Central,Kwara,,,,0,109,151,52,51,2,0,0,181,2,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Nasarawa,North Central,Nasarawa,,,,0,79,104,134,132,0,0,0,0,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Niger,North Central,Niger,,,,0,190,259,33,30,0,0,0,139,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Plateau,North Central,Plateau,,,,0,134,179,193,186,7,0,0,17,3,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Adamawa,North East,Adamawa,,,,0,152,205,7,6,6,0,0,493,2,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Bauchi,North East,Bauchi,,,,0,392,524,36,34,0,0,0,374,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Borno,North East,Borno,,,,0,190,257,8,7,0,0,0,250,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Gombe,North East,Gombe,,,,0,130,177,75,68,9,0,0,132,7,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Taraba,North East,Taraba,,,,0,103,140,13,10,0,0,0,53,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Yobe,North East,Yobe,,,,0,121,164,31,30,0,0,0,164,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Jigawa,North West,Jigawa,,,,0,316,431,18,16,0,0,0,364,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Kaduna,North West,Kaduna,,,,0,357,488,137,134,6,0,0,470,4,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Kano,North West,Kano,,,,0,633,846,78,78,0,0,0,1188,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Katsina,North West,Katsina,,,,0,286,380,135,131,12,0,0,156,2,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Kebbi,North West,Kebbi,,,,0,109,149,3,2,0,0,0,181,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Sokoto,North West,Sokoto,,,,0,160,218,10,8,0,0,0,171,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Zamfara,North West,Zamfara,,,,0,132,173,5,4,0,0,0,210,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Abia,South East,Abia,,,,0,0,0,105,94,0,0,0,0,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Anambra,South East,Anambra,,,,0,0,0,585,497,6,0,0,0,6,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Ebonyi,South East,Ebonyi,,,,0,61,85,14,12,0,0,0,55,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Enugu,South East,Enugu,,,,0,181,246,46,38,5,0,0,220,6,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Imo,South East,Imo,,,,0,202,262,29,28,0,0,0,368,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Akwa Ibom,South South,Akwa Ibom,,,,0,185,252,35,33,0,0,0,210,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Bayelsa,South South,Bayelsa,,,,0,114,152,1,1,0,0,0,270,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Cross River,South South,Cross River,,,,0,0,0,109,100,0,0,0,0,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Delta,South South,Delta,,,,0,123,168,178,158,3,0,0,6,3,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Edo,South South,Edo,,,,0,187,250,25,23,0,0,0,169,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Rivers,South South,Rivers,,,,0,248,333,17,16,0,0,0,238,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Ekiti,South West,Ekiti,,,,0,170,232,15,14,0,0,0,376,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Lagos,South West,Lagos,,,,0,325,428,36,35,0,0,0,449,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Ogun,South West,Ogun,,,,0,262,348,57,56,0,0,0,503,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Ondo,South West,Ondo,,,,0,135,180,118,108,4,0,0,46,4,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Osun,South West,Osun,,,,0,51,66,784,710,6,0,0,0,9,1.5
2023/2024,Female,ALL,WAEC,5+-year,College of Education,state,Oyo,South West,Oyo,,,,0,434,594,138,117,19,0,0,719,25,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Benue,North Central,Benue,,,,0,201,271,145,119,15,0,0,93,12,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,106,141,10,9,0,0,0,136,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Kogi,North Central,Kogi,,,,0,109,147,359,312,11,0,0,0,18,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Kwara,North Central,Kwara,,,,0,151,198,68,62,5,0,0,239,8,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Nasarawa,North Central,Nasarawa,,,,0,62,87,78,75,0,0,0,11,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Niger,North Central,Niger,,,,0,151,208,74,63,11,0,0,90,5,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Plateau,North Central,Plateau,,,,0,139,181,122,116,7,0,0,49,3,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Adamawa,North East,Adamawa,,,,0,137,188,17,14,12,0,0,433,6,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Bauchi,North East,Bauchi,,,,0,183,246,45,43,0,0,0,159,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Borno,North East,Borno,,,,0,224,304,43,38,8,0,0,270,4,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Gombe,North East,Gombe,,,,0,103,139,17,16,0,0,0,140,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Taraba,North East,Taraba,,,,0,89,118,60,57,0,0,0,29,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Yobe,North East,Yobe,,,,0,136,181,16,15,0,0,0,197,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Jigawa,North West,Jigawa,,,,0,283,364,37,30,17,0,0,293,5,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Kaduna,North West,Kaduna,,,,0,169,229,135,122,23,0,0,153,13,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Kano,North West,Kano,,,,0,501,661,62,61,11,0,0,927,2,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Katsina,North West,Katsina,,,,0,263,356,126,110,25,0,0,146,7,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Kebbi,North West,Kebbi,,,,0,121,161,8,7,0,0,0,190,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Sokoto,North West,Sokoto,,,,0,106,144,3,2,0,0,0,115,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Zamfara,North West,Zamfara,,,,0,99,132,3,2,0,0,0,162,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Abia,South East,Abia,,,,0,0,0,418,399,3,0,0,0,2,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Anambra,South East,Anambra,,,,0,0,0,975,904,3,0,0,0,5,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Ebonyi,South East,Ebonyi,,,,0,95,124,66,65,0,0,0,54,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Enugu,South East,Enugu,,,,0,250,332,86,83,3,0,0,277,3,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Imo,South East,Imo,,,,0,210,272,60,58,3,0,0,346,2,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Akwa Ibom,South South,Akwa Ibom,,,,0,178,246,61,51,8,0,0,186,7,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Bayelsa,South South,Bayelsa,,,,0,82,108,4,4,0,0,0,188,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Cross River,South South,Cross River,,,,0,0,0,218,199,4,0,0,0,2,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Delta,South South,Delta,,,,0,166,219,382,350,3,0,0,0,5,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Edo,South South,Edo,,,,0,114,150,141,140,0,0,0,30,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Rivers,South South,Rivers,,,,0,295,385,43,36,7,0,0,262,4,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Ekiti,South West,Ekiti,,,,0,78,104,42,40,3,0,0,123,2,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Lagos,South West,Lagos,,,,0,710,950,67,64,14,0,0,1007,3,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Ogun,South West,Ogun,,,,0,182,250,119,117,2,0,0,260,4,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Ondo,South West,Ondo,,,,0,176,242,238,236,0,0,0,30,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Osun,South West,Osun,,,,0,68,92,1449,1224,17,0,0,0,27,1.5
2023/2024,Female,ALL,WAEC,5+-year,Polytechnic,state,Oyo,South West,Oyo,,,,0,184,251,171,164,8,0,0,175,9,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Benue,North Central,Benue,,,,0,192,256,603,552,35,0,0,0,24,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,80,105,42,35,21,0,0,75,5,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Kogi,North Central,Kogi,,,,0,135,172,1005,868,33,0,0,0,53,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Kwara,North Central,Kwara,,,,0,129,173,217,207,10,0,0,7,14,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Nasarawa,North Central,Nasarawa,,,,0,71,94,434,376,22,0,0,0,19,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Niger,North Central,Niger,,,,0,143,195,191,170,33,0,0,28,10,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Plateau,North Central,Plateau,,,,0,181,244,163,148,13,0,0,67,7,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Adamawa,North East,Adamawa,,,,0,175,233,70,58,43,0,0,441,24,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Bauchi,North East,Bauchi,,,,0,324,429,158,141,41,0,0,231,10,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Borno,North East,Borno,,,,0,221,290,210,182,45,0,0,127,22,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Gombe,North East,Gombe,,,,0,73,97,116,100,18,0,0,8,14,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Taraba,North East,Taraba,,,,0,46,61,542,382,66,0,0,0,51,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Yobe,North East,Yobe,,,,0,107,144,76,67,14,0,0,100,8,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Jigawa,North West,Jigawa,,,,0,269,352,118,105,52,0,0,227,9,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Kaduna,North West,Kaduna,,,,0,493,660,208,205,6,0,0,614,4,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Kano,North West,Kano,,,,0,662,872,211,198,45,0,0,1073,16,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Katsina,North West,Katsina,,,,0,245,322,340,307,50,0,0,33,15,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Kebbi,North West,Kebbi,,,,0,173,233,62,61,0,0,0,228,1,1.5
2023/2024,Female,ALL,WAEC,5+-year,University,state,Sokoto,North West,Sokoto,,,,0,216,289,100,97,15,0,0,172,2,1.5
