session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2023/2024,South South,Delta,Oshimili South,University,Other University Admissions - Delta 5,Female,disabled,STEMM,Health Sciences,Public Health,24,22
2023/2024,South South,Delta,Oshimili South,University,Other University Admissions - Delta 5,Female,disabled,STEMM,Physical Sciences,Chemistry,3,3
2023/2024,South South,Delta,Oshimili South,University,Other University Admissions - Delta 5,Male,all,Non-STEMM,Social Sciences,Economics,376,344
2023/2024,South South,Delta,Oshimili South,University,Other University Admissions - Delta 5,Male,all,STEMM,Computing / ICT,Computer Science,1383,1267
2023/2024,South South,Delta,Oshimili South,University,Other University Admissions - Delta 5,Male,all,STEMM,Environmental Sciences,Estate Management,2,2
2023/2024,South South,Delta,Oshimili South,University,Other University Admissions - Delta 5,Male,all,STEMM,Health Sciences,Public Health,224,205
2023/2024,South South,Delta,Oshimili South,University,Other University Admissions - Delta 5,Male,all,STEMM,Physical Sciences,Chemistry,61,56
2023/2024,South South,Delta,Oshimili South,University,Other University Admissions - Delta 5,Male,disabled,Non-STEMM,Social Sciences,Economics,30,27
2023/2024,South South,Delta,Oshimili South,University,Other University Admissions - Delta 5,Male,disabled,STEMM,Computing / ICT,Computer Science,115,105
2023/2024,South South,Delta,Oshimili South,University,Other University Admissions - Delta 5,Male,disabled,STEMM,Health Sciences,Public Health,18,16
2023/2024,South South,Delta,Oshimili South,University,Other University Admissions - Delta 5,Male,disabled,STEMM,Physical Sciences,Chemistry,4,4
2023/2024,South South,Delta,Warri North,Polytechnic,Other Polytechnic Admissions - Delta 1,Female,all,STEMM,Engineering,Chemical Engineering,733,671
2023/2024,South South,Delta,Warri North,Polytechnic,Other Polytechnic Admissions - Delta 1,Female,all,STEMM,Medicine / Health Sciences,Anatomy,143,131
2023/2024,South South,Delta,Warri North,Polytechnic,Other Polytechnic Admissions - Delta 1,Female,disabled,STEMM,Engineering,Chemical Engineering,58,53
2023/2024,South South,Delta,Warri North,Polytechnic,Other Polytechnic Admissions - Delta 1,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,11,10
2023/2024,South South,Delta,Warri North,Polytechnic,Other Polytechnic Admissions - Delta 1,Male,all,STEMM,Engineering,Chemical Engineering,1014,929
2023/2024,South South,Delta,Warri North,Polytechnic,Other Polytechnic Admissions - Delta 1,Male,all,STEMM,Medicine / Health Sciences,Anatomy,102,93
2023/2024,South South,Delta,Warri North,Polytechnic,Other Polytechnic Admissions - Delta 1,Male,disabled,STEMM,Engineering,Chemical Engineering,81,74
2023/2024,South South,Delta,Warri North,Polytechnic,Other Polytechnic Admissions - Delta 1,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,8,7
2023/2024,South South,Delta,Warri North,School of Health,Other School of Health Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,10,9
2023/2024,South South,Delta,Warri North,School of Health,Other School of Health Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,13,12
2023/2024,South South,Delta,Warri North,School of Health,Other School of Health Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2023/2024,South South,Delta,Warri North,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,11,10
2023/2024,South South,Delta,Warri North,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,15,14
2023/2024,South South,Delta,Warri North,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2023/2024,South South,Delta,Warri North,University,"Rivers State University, Port Harcourt, Rivers State",Female,all,STEMM,Agriculture,Agricultural Science,590,540
2023/2024,South South,Delta,Warri North,University,"Rivers State University, Port Harcourt, Rivers State",Female,all,STEMM,Medicine / Health Sciences,Anatomy,55,50
2023/2024,South South,Delta,Warri North,University,"Rivers State University, Port Harcourt, Rivers State",Female,disabled,STEMM,Agriculture,Agricultural Science,47,43
2023/2024,South South,Delta,Warri North,University,"Rivers State University, Port Harcourt, Rivers State",Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,4,4
2023/2024,South South,Delta,Warri North,University,"Rivers State University, Port Harcourt, Rivers State",Male,all,STEMM,Agriculture,Agricultural Science,753,690
2023/2024,South South,Delta,Warri North,University,"Rivers State University, Port Harcourt, Rivers State",Male,all,STEMM,Medicine / Health Sciences,Anatomy,39,36
2023/2024,South South,Delta,Warri North,University,"Rivers State University, Port Harcourt, Rivers State",Male,disabled,STEMM,Agriculture,Agricultural Science,60,55
2023/2024,South South,Delta,Warri North,University,"Rivers State University, Port Harcourt, Rivers State",Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,3,3
2023/2024,South South,Delta,Warri North,University,"Western Delta University, Oghara, Delta State",Female,all,STEMM,Medicine / Health Sciences,Radiography,78,71
2023/2024,South South,Delta,Warri North,University,"Western Delta University, Oghara, Delta State",Female,disabled,STEMM,Medicine / Health Sciences,Radiography,6,5
2023/2024,South South,Delta,Warri North,University,"Western Delta University, Oghara, Delta State",Male,all,STEMM,Medicine / Health Sciences,Radiography,56,51
2023/2024,South South,Delta,Warri North,University,"Western Delta University, Oghara, Delta State",Male,disabled,STEMM,Medicine / Health Sciences,Radiography,4,4
2023/2024,South South,Delta,Warri South,College of Education,Other College of Education Admissions - Delta 1,Female,all,Non-STEMM,Education,Mathematics Education,544,498
2023/2024,South South,Delta,Warri South,College of Education,Other College of Education Admissions - Delta 1,Female,all,STEMM,Environmental Sciences,Estate Management,44,40
2023/2024,South South,Delta,Warri South,College of Education,Other College of Education Admissions - Delta 1,Female,disabled,Non-STEMM,Education,Mathematics Education,43,39
2023/2024,South South,Delta,Warri South,College of Education,Other College of Education Admissions - Delta 1,Female,disabled,STEMM,Environmental Sciences,Estate Management,3,3
2023/2024,South South,Delta,Warri South,College of Education,Other College of Education Admissions - Delta 1,Male,all,Non-STEMM,Education,Mathematics Education,444,407
2023/2024,South South,Delta,Warri South,College of Education,Other College of Education Admissions - Delta 1,Male,all,STEMM,Environmental Sciences,Estate Management,57,52
2023/2024,South South,Delta,Warri South,College of Education,Other College of Education Admissions - Delta 1,Male,disabled,Non-STEMM,Education,Mathematics Education,35,32
2023/2024,South South,Delta,Warri South,College of Education,Other College of Education Admissions - Delta 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,4,4
2023/2024,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Environmental Sciences,Estate Management,1,1
2023/2024,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,72,66
2023/2024,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,6,5
2023/2024,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Environmental Sciences,Estate Management,3,3
2023/2024,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,91,83
2023/2024,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,7,6
2023/2024,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Environmental Sciences,Estate Management,2,2
2023/2024,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Environmental Sciences,Urban and Regional Planning,71,65
2023/2024,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,5,4
2023/2024,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Environmental Sciences,Estate Management,3,3
2023/2024,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Environmental Sciences,Urban and Regional Planning,91,83
2023/2024,South South,Delta,Warri South,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,7,6
2023/2024,South South,Edo,Esan Central,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Medicine / Health Sciences,Physiology,64,59
2023/2024,South South,Edo,Esan Central,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,5,4
2023/2024,South South,Edo,Esan Central,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Medicine / Health Sciences,Physiology,46,42
2023/2024,South South,Edo,Esan Central,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,4,4
2023/2024,South South,Edo,Esan Central,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Medicine / Health Sciences,Physiology,64,59
2023/2024,South South,Edo,Esan Central,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,5,4
2023/2024,South South,Edo,Esan Central,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Medicine / Health Sciences,Physiology,46,42
2023/2024,South South,Edo,Esan Central,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,3,3
2023/2024,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Female,all,Non-STEMM,ART,Philosophy,315,289
2023/2024,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Female,all,Non-STEMM,Social Sciences,Criminology and Security Studies,1892,1733
2023/2024,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Female,all,STEMM,Health Sciences,Medical Laboratory Science,2090,1914
2023/2024,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Female,disabled,Non-STEMM,ART,Philosophy,25,23
2023/2024,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Female,disabled,Non-STEMM,Social Sciences,Criminology and Security Studies,152,138
2023/2024,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Female,disabled,STEMM,Health Sciences,Medical Laboratory Science,169,154
2023/2024,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Male,all,Non-STEMM,ART,Philosophy,278,255
2023/2024,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Male,all,Non-STEMM,Social Sciences,Criminology and Security Studies,1816,1663
2023/2024,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Male,all,STEMM,Health Sciences,Medical Laboratory Science,1512,1385
2023/2024,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Male,disabled,Non-STEMM,ART,Philosophy,22,20
2023/2024,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Male,disabled,Non-STEMM,Social Sciences,Criminology and Security Studies,146,133
2023/2024,South South,Edo,Etsako West,University,"University of Benin, Benin City, Edo State",Male,disabled,STEMM,Health Sciences,Medical Laboratory Science,121,110
2023/2024,South South,Edo,Oredo,Polytechnic,Other Polytechnic Admissions - Edo 1,Female,all,Non-STEMM,Social Sciences,Entrepreneurship,1091,999
2023/2024,South South,Edo,Oredo,Polytechnic,Other Polytechnic Admissions - Edo 1,Female,all,STEMM,Medicine / Health Sciences,Radiography,335,307
2023/2024,South South,Edo,Oredo,Polytechnic,Other Polytechnic Admissions - Edo 1,Female,disabled,Non-STEMM,Social Sciences,Entrepreneurship,88,80
2023/2024,South South,Edo,Oredo,Polytechnic,Other Polytechnic Admissions - Edo 1,Female,disabled,STEMM,Medicine / Health Sciences,Radiography,26,24
2023/2024,South South,Edo,Oredo,Polytechnic,Other Polytechnic Admissions - Edo 1,Male,all,Non-STEMM,Social Sciences,Entrepreneurship,1047,959
2023/2024,South South,Edo,Oredo,Polytechnic,Other Polytechnic Admissions - Edo 1,Male,all,STEMM,Medicine / Health Sciences,Radiography,241,221
2023/2024,South South,Edo,Oredo,Polytechnic,Other Polytechnic Admissions - Edo 1,Male,disabled,Non-STEMM,Social Sciences,Entrepreneurship,83,76
2023/2024,South South,Edo,Oredo,Polytechnic,Other Polytechnic Admissions - Edo 1,Male,disabled,STEMM,Medicine / Health Sciences,Radiography,19,17
2023/2024,South South,Edo,Oredo,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,7,6
2023/2024,South South,Edo,Oredo,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,10,9
2023/2024,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Female,all,STEMM,Medicine / Health Sciences,Anatomy,44,40
2023/2024,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Female,all,STEMM,Medicine / Health Sciences,Medicine and Surgery,2090,1914
2023/2024,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Female,all,STEMM,Physical Sciences,Chemistry,209,191
2023/2024,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,3,3
2023/2024,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Female,disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,169,154
2023/2024,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Female,disabled,STEMM,Physical Sciences,Chemistry,16,15
2023/2024,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Male,all,STEMM,Medicine / Health Sciences,Anatomy,31,28
2023/2024,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Male,all,STEMM,Medicine / Health Sciences,Medicine and Surgery,1512,1385
2023/2024,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Male,all,STEMM,Physical Sciences,Chemistry,267,245
2023/2024,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,2,2
2023/2024,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Male,disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,121,110
2023/2024,South South,Edo,Oredo,University,Other University Admissions - Edo 1,Male,disabled,STEMM,Physical Sciences,Chemistry,21,19
2023/2024,South South,Edo,Owan East,College of Education,Other College of Education Admissions - Edo 1,Female,all,STEMM,Environmental Sciences,Estate Management,19,17
2023/2024,South South,Edo,Owan East,College of Education,Other College of Education Admissions - Edo 1,Female,all,STEMM,Physical Sciences,Industrial Chemistry,232,212
2023/2024,South South,Edo,Owan East,College of Education,Other College of Education Admissions - Edo 1,Female,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2023/2024,South South,Edo,Owan East,College of Education,Other College of Education Admissions - Edo 1,Female,disabled,STEMM,Physical Sciences,Industrial Chemistry,18,16
2023/2024,South South,Edo,Owan East,College of Education,Other College of Education Admissions - Edo 1,Male,all,STEMM,Environmental Sciences,Estate Management,26,24
2023/2024,South South,Edo,Owan East,College of Education,Other College of Education Admissions - Edo 1,Male,all,STEMM,Physical Sciences,Industrial Chemistry,297,272
2023/2024,South South,Edo,Owan East,College of Education,Other College of Education Admissions - Edo 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,2,2
2023/2024,South South,Edo,Owan East,College of Education,Other College of Education Admissions - Edo 1,Male,disabled,STEMM,Physical Sciences,Industrial Chemistry,23,21
2023/2024,South South,Edo,Owan East,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,18,16
2023/2024,South South,Edo,Owan East,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2023/2024,South South,Edo,Owan East,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,23,21
2023/2024,South South,Edo,Owan East,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2023/2024,South South,Edo,Owan East,School of Health,"School of Nursing, University of Benin, Edo State",Female,all,STEMM,Environmental Sciences,Estate Management,7,6
2023/2024,South South,Edo,Owan East,School of Health,"School of Nursing, University of Benin, Edo State",Male,all,STEMM,Environmental Sciences,Estate Management,9,8
2023/2024,South South,Rivers,Bonny,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Medicine / Health Sciences,Physiology,65,60
2023/2024,South South,Rivers,Bonny,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,5,4
2023/2024,South South,Rivers,Bonny,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Medicine / Health Sciences,Physiology,47,43
2023/2024,South South,Rivers,Bonny,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,4,4
2023/2024,South South,Rivers,Bonny,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Medicine / Health Sciences,Physiology,66,60
2023/2024,South South,Rivers,Bonny,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,5,4
2023/2024,South South,Rivers,Bonny,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Medicine / Health Sciences,Physiology,47,43
2023/2024,South South,Rivers,Bonny,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,3,3
2023/2024,South South,Rivers,Bonny,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,7,6
2023/2024,South South,Rivers,Bonny,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,10,9
2023/2024,South South,Rivers,Bonny,University,"University of Port Harcourt, Rivers State",Female,all,Non-STEMM,Social Sciences,Business Administration,4041,3701
2023/2024,South South,Rivers,Bonny,University,"University of Port Harcourt, Rivers State",Female,all,STEMM,Physical Sciences,Chemistry,171,157
2023/2024,South South,Rivers,Bonny,University,"University of Port Harcourt, Rivers State",Female,disabled,Non-STEMM,Social Sciences,Business Administration,330,300
2023/2024,South South,Rivers,Bonny,University,"University of Port Harcourt, Rivers State",Female,disabled,STEMM,Physical Sciences,Chemistry,13,12
2023/2024,South South,Rivers,Bonny,University,"University of Port Harcourt, Rivers State",Male,all,Non-STEMM,Social Sciences,Business Administration,3882,3556
2023/2024,South South,Rivers,Bonny,University,"University of Port Harcourt, Rivers State",Male,all,STEMM,Physical Sciences,Chemistry,218,200
2023/2024,South South,Rivers,Bonny,University,"University of Port Harcourt, Rivers State",Male,disabled,Non-STEMM,Social Sciences,Business Administration,316,288
2023/2024,South South,Rivers,Bonny,University,"University of Port Harcourt, Rivers State",Male,disabled,STEMM,Physical Sciences,Chemistry,17,15
2023/2024,South South,Rivers,Eleme,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,18,16
2023/2024,South South,Rivers,Eleme,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2023/2024,South South,Rivers,Eleme,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,24,22
2023/2024,South South,Rivers,Eleme,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,STEMM,Environmental Sciences,Estate Management,1,1
2023/2024,South South,Rivers,Obio/Akpor,Polytechnic,Other Polytechnic Admissions - Rivers 1,Female,all,STEMM,Agriculture,Animal Science,373,342
2023/2024,South South,Rivers,Obio/Akpor,Polytechnic,Other Polytechnic Admissions - Rivers 1,Female,all,STEMM,Environmental Sciences,Quantity Surveying,30,27
2023/2024,South South,Rivers,Obio/Akpor,Polytechnic,Other Polytechnic Admissions - Rivers 1,Female,disabled,STEMM,Agriculture,Animal Science,29,26
2023/2024,South South,Rivers,Obio/Akpor,Polytechnic,Other Polytechnic Admissions - Rivers 1,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,2,2
2023/2024,South South,Rivers,Obio/Akpor,Polytechnic,Other Polytechnic Admissions - Rivers 1,Male,all,STEMM,Agriculture,Animal Science,475,435
2023/2024,South South,Rivers,Obio/Akpor,Polytechnic,Other Polytechnic Admissions - Rivers 1,Male,all,STEMM,Environmental Sciences,Quantity Surveying,40,37
2023/2024,South South,Rivers,Obio/Akpor,Polytechnic,Other Polytechnic Admissions - Rivers 1,Male,disabled,STEMM,Agriculture,Animal Science,37,34
2023/2024,South South,Rivers,Obio/Akpor,Polytechnic,Other Polytechnic Admissions - Rivers 1,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,3,3
2023/2024,South South,Rivers,Obio/Akpor,School of Health,Other School of Health Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,7,6
2023/2024,South South,Rivers,Obio/Akpor,School of Health,Other School of Health Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,9,8
2023/2024,South South,Rivers,Obio/Akpor,University,"Rivers State University, Port Harcourt, Rivers State",Female,all,Non-STEMM,ART,History and International Studies,2051,1879
2023/2024,South South,Rivers,Obio/Akpor,University,"Rivers State University, Port Harcourt, Rivers State",Female,all,Non-STEMM,ART,Linguistics,1177,1078
2023/2024,South South,Rivers,Obio/Akpor,University,"Rivers State University, Port Harcourt, Rivers State",Female,all,STEMM,Medicine / Health Sciences,Radiography,72,66
2023/2024,South South,Rivers,Obio/Akpor,University,"Rivers State University, Port Harcourt, Rivers State",Female,disabled,Non-STEMM,ART,History and International Studies,166,151
2023/2024,South South,Rivers,Obio/Akpor,University,"Rivers State University, Port Harcourt, Rivers State",Female,disabled,Non-STEMM,ART,Linguistics,95,86
2023/2024,South South,Rivers,Obio/Akpor,University,"Rivers State University, Port Harcourt, Rivers State",Female,disabled,STEMM,Medicine / Health Sciences,Radiography,5,4
2023/2024,South South,Rivers,Obio/Akpor,University,"Rivers State University, Port Harcourt, Rivers State",Male,all,Non-STEMM,ART,History and International Studies,1817,1664
2023/2024,South South,Rivers,Obio/Akpor,University,"Rivers State University, Port Harcourt, Rivers State",Male,all,Non-STEMM,ART,Linguistics,1043,955
2023/2024,South South,Rivers,Obio/Akpor,University,"Rivers State University, Port Harcourt, Rivers State",Male,all,STEMM,Medicine / Health Sciences,Radiography,51,47
2023/2024,South South,Rivers,Obio/Akpor,University,"Rivers State University, Port Harcourt, Rivers State",Male,disabled,Non-STEMM,ART,History and International Studies,146,133
2023/2024,South South,Rivers,Obio/Akpor,University,"Rivers State University, Port Harcourt, Rivers State",Male,disabled,Non-STEMM,ART,Linguistics,83,76
2023/2024,South South,Rivers,Obio/Akpor,University,"Rivers State University, Port Harcourt, Rivers State",Male,disabled,STEMM,Medicine / Health Sciences,Radiography,4,4
2023/2024,South South,Rivers,Okrika,College of Education,Other College of Education Admissions - Rivers 1,Female,all,STEMM,Physical Sciences,Industrial Chemistry,252,231
2023/2024,South South,Rivers,Okrika,College of Education,Other College of Education Admissions - Rivers 1,Female,disabled,STEMM,Physical Sciences,Industrial Chemistry,20,18
2023/2024,South South,Rivers,Okrika,College of Education,Other College of Education Admissions - Rivers 1,Male,all,STEMM,Physical Sciences,Industrial Chemistry,321,294
2023/2024,South South,Rivers,Okrika,College of Education,Other College of Education Admissions - Rivers 1,Male,disabled,STEMM,Physical Sciences,Industrial Chemistry,25,23
2023/2024,South West,Ekiti,Ado-Ekiti,School of Health,Other School of Health Admissions,Female,all,STEMM,Environmental Sciences,Estate Management,5,5
2023/2024,South West,Ekiti,Ado-Ekiti,School of Health,Other School of Health Admissions,Male,all,STEMM,Environmental Sciences,Estate Management,7,6
2023/2024,South West,Ekiti,Ado-Ekiti,University,Other University Admissions - Ekiti 1,Female,all,Non-STEMM,ART,Philosophy,371,340
2023/2024,South West,Ekiti,Ado-Ekiti,University,Other University Admissions - Ekiti 1,Female,all,STEMM,Medicine / Health Sciences,Anatomy,32,29
2023/2024,South West,Ekiti,Ado-Ekiti,University,Other University Admissions - Ekiti 1,Female,disabled,Non-STEMM,ART,Philosophy,29,26
2023/2024,South West,Ekiti,Ado-Ekiti,University,Other University Admissions - Ekiti 1,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,2,2
2023/2024,South West,Ekiti,Ado-Ekiti,University,Other University Admissions - Ekiti 1,Male,all,Non-STEMM,ART,Philosophy,328,300
2023/2024,South West,Ekiti,Ado-Ekiti,University,Other University Admissions - Ekiti 1,Male,all,STEMM,Medicine / Health Sciences,Anatomy,23,21
2023/2024,South West,Ekiti,Ado-Ekiti,University,Other University Admissions - Ekiti 1,Male,disabled,Non-STEMM,ART,Philosophy,26,24
2023/2024,South West,Ekiti,Ado-Ekiti,University,Other University Admissions - Ekiti 1,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,1,1
2023/2024,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Female,all,Non-STEMM,Education,Mathematics Education,481,441
2023/2024,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Female,all,STEMM,Environmental Sciences,Estate Management,62,57
2023/2024,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Female,disabled,Non-STEMM,Education,Mathematics Education,38,35
2023/2024,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Female,disabled,STEMM,Environmental Sciences,Estate Management,4,4
2023/2024,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Male,all,Non-STEMM,Education,Mathematics Education,392,359
2023/2024,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Male,all,STEMM,Environmental Sciences,Estate Management,79,72
2023/2024,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Male,disabled,Non-STEMM,Education,Mathematics Education,31,28
2023/2024,South West,Ekiti,Efon,College of Education,Other College of Education Admissions - Ekiti 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,6,5
2023/2024,South West,Ekiti,Emure,Monotechnic,Other Monotechnic Admissions 1,Female,all,STEMM,Medicine / Health Sciences,Physiology,50,46
2023/2024,South West,Ekiti,Emure,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,4,4
2023/2024,South West,Ekiti,Emure,Monotechnic,Other Monotechnic Admissions 1,Male,all,STEMM,Medicine / Health Sciences,Physiology,35,32
2023/2024,South West,Ekiti,Emure,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,3,3
2023/2024,South West,Ekiti,Emure,Monotechnic,Other Monotechnic Admissions 2,Female,all,STEMM,Medicine / Health Sciences,Physiology,49,45
2023/2024,South West,Ekiti,Emure,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Medicine / Health Sciences,Physiology,3,3
2023/2024,South West,Ekiti,Emure,Monotechnic,Other Monotechnic Admissions 2,Male,all,STEMM,Medicine / Health Sciences,Physiology,35,32
2023/2024,South West,Ekiti,Emure,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Medicine / Health Sciences,Physiology,2,2
2023/2024,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Female,all,Non-STEMM,ART,Philosophy,340,311
2023/2024,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Female,all,STEMM,Engineering,Mechanical Engineering,1469,1345
2023/2024,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Female,all,STEMM,Mathematics / Statistics,Data Science,1633,1496
2023/2024,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Female,disabled,Non-STEMM,ART,Philosophy,27,25
2023/2024,South West,Ekiti,Emure,University,"Federal University, Oye-Ekiti, Ekiti State",Female,disabled,STEMM,Engineering,Mechanical Engineering,118,107
