session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,loan_applications,loan_approved,loan_disbursed
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Communication / Media,Public Relations,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Education,Adult Education,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Education,Curriculum Studies,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Education,Educational Management,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Education,Educational Technology,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Education,Guidance and Counselling,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Education,Primary Education Studies,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Languages,Arabic Studies,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Languages,French,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Languages,Hausa,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Languages,Igbo,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Languages,Linguistics,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Languages,Yoruba,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Social Sciences,Accounting,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Social Sciences,Business Administration,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Social Sciences,Criminology,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Social Sciences,Geography,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Social Sciences,Mass Communication,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Social Sciences,Psychology,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Social Sciences,Public Administration,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,Non-STEMM,Social Sciences,Sociology,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Biological Sciences,Biochemistry,5,3,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Engineering,Chemical Engineering,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Engineering,Electrical Engineering,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Engineering,Mechatronics Engineering,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Engineering,Petroleum Engineering,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Mathematics / Statistics,Actuarial Science,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Mathematics / Statistics,Applied Mathematics,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Mathematics / Statistics,Mathematics,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Mathematics / Statistics,Operations Research,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Mathematics / Statistics,Statistics,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Medicine / Health Sciences,Medical Laboratory Science,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Medicine / Health Sciences,Nursing Science,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Medicine / Health Sciences,Physiotherapy,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Medicine / Health Sciences,Public Health,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Physical Sciences,Microbiology,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Science,Chemistry,5,3,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Science,Industrial Chemistry,5,3,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Science,Plant Science,5,5,5
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Technology / ICT,Cybersecurity,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Technology / ICT,Data Science,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Technology / ICT,Information Systems,5,3,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Technology / ICT,Information Technology,5,5,3
2024/2025,North West,Kano,Kano Municipal,University,"Bayero University, Kano",Male,disabled,STEMM,Technology / ICT,Software Engineering,5,5,5
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,Non-STEMM,Arts,Law,33,28,25
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,Non-STEMM,Communication / Media,Broadcasting,25,20,20
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,Non-STEMM,Communication / Media,Development Communication,33,28,25
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,Non-STEMM,Communication / Media,Journalism and Media Studies,25,20,18
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,Non-STEMM,Communication / Media,Public Relations,20,18,18
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,Non-STEMM,Social Sciences,Accounting,23,20,18
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,Non-STEMM,Social Sciences,Banking and Finance,25,20,20
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,Non-STEMM,Social Sciences,Business Administration,23,20,18
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,Non-STEMM,Social Sciences,Mass Communication,18,15,13
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Computing / ICT,Computer Science,23,20,18
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Engineering,Civil Engineering,25,20,18
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Engineering,Electrical Engineering,25,20,20
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Engineering,Mechanical Engineering,18,15,15
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Engineering,Mechatronics Engineering,28,23,23
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Engineering,Petroleum Engineering,33,25,23
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Mathematics / Statistics,Actuarial Science,33,28,25
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Mathematics / Statistics,Applied Mathematics,31,23,23
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Mathematics / Statistics,Mathematics,20,18,15
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Mathematics / Statistics,Operations Research,33,31,28
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Mathematics / Statistics,Statistics,23,20,18
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Physical Sciences,Microbiology,25,18,15
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Science,Chemistry,23,20,18
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Science,Geology,36,28,25
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Science,Industrial Chemistry,28,23,23
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Science,Plant Science,33,28,25
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Technology / ICT,Data Science,36,28,25
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,all,STEMM,Technology / ICT,Information Systems,36,28,25
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,Non-STEMM,Arts,Law,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,Non-STEMM,Communication / Media,Broadcasting,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,Non-STEMM,Communication / Media,Development Communication,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,5,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,Non-STEMM,Communication / Media,Public Relations,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,Non-STEMM,Social Sciences,Accounting,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,Non-STEMM,Social Sciences,Banking and Finance,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,Non-STEMM,Social Sciences,Business Administration,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,Non-STEMM,Social Sciences,Mass Communication,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Computing / ICT,Computer Science,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Engineering,Civil Engineering,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Engineering,Electrical Engineering,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Engineering,Mechanical Engineering,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Engineering,Mechatronics Engineering,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Engineering,Petroleum Engineering,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Mathematics / Statistics,Actuarial Science,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Mathematics / Statistics,Applied Mathematics,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Mathematics / Statistics,Mathematics,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Mathematics / Statistics,Operations Research,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Mathematics / Statistics,Statistics,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Physical Sciences,Microbiology,5,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Science,Chemistry,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Science,Geology,5,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Science,Industrial Chemistry,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Science,Plant Science,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Technology / ICT,Data Science,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Female,disabled,STEMM,Technology / ICT,Information Systems,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,Non-STEMM,Arts,Law,31,28,28
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,Non-STEMM,Communication / Media,Broadcasting,33,25,25
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,Non-STEMM,Communication / Media,Development Communication,31,25,25
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,Non-STEMM,Communication / Media,Journalism and Media Studies,31,23,23
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,Non-STEMM,Communication / Media,Public Relations,31,23,23
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,Non-STEMM,Social Sciences,Accounting,28,25,23
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,Non-STEMM,Social Sciences,Banking and Finance,33,28,25
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,Non-STEMM,Social Sciences,Business Administration,25,23,20
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,Non-STEMM,Social Sciences,Mass Communication,18,15,13
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Computing / ICT,Computer Science,25,20,18
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Engineering,Civil Engineering,28,23,20
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Engineering,Electrical Engineering,33,25,23
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Engineering,Mechanical Engineering,25,20,20
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Engineering,Mechatronics Engineering,33,28,25
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Engineering,Petroleum Engineering,36,28,25
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Mathematics / Statistics,Actuarial Science,33,25,23
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Mathematics / Statistics,Applied Mathematics,28,23,20
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Mathematics / Statistics,Mathematics,23,20,18
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Mathematics / Statistics,Operations Research,36,33,31
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Mathematics / Statistics,Statistics,23,15,15
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Physical Sciences,Microbiology,28,20,20
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Science,Chemistry,23,20,18
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Science,Geology,36,28,23
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Science,Industrial Chemistry,33,28,23
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Science,Plant Science,41,36,36
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Technology / ICT,Data Science,33,25,23
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,all,STEMM,Technology / ICT,Information Systems,36,31,28
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,Non-STEMM,Arts,Law,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,Non-STEMM,Communication / Media,Broadcasting,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,Non-STEMM,Communication / Media,Development Communication,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,5,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,Non-STEMM,Communication / Media,Public Relations,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,Non-STEMM,Social Sciences,Accounting,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,Non-STEMM,Social Sciences,Banking and Finance,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,Non-STEMM,Social Sciences,Business Administration,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,Non-STEMM,Social Sciences,Mass Communication,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Computing / ICT,Computer Science,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Engineering,Civil Engineering,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Engineering,Electrical Engineering,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Engineering,Mechanical Engineering,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Engineering,Mechatronics Engineering,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Engineering,Petroleum Engineering,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Actuarial Science,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Applied Mathematics,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Mathematics,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Operations Research,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Mathematics / Statistics,Statistics,5,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Physical Sciences,Microbiology,5,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Science,Chemistry,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Science,Geology,5,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Science,Industrial Chemistry,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Science,Plant Science,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Technology / ICT,Data Science,3,3,3
2024/2025,North West,Katsina,Daura,Polytechnic,Katsina State Polytechnic,Male,disabled,STEMM,Technology / ICT,Information Systems,3,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Arts / Humanities,Fine and Applied Arts,25,23,20
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Arts / Humanities,History and International Studies,23,18,18
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Arts / Humanities,Philosophy,25,20,20
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Arts / Humanities,Religious Studies,23,20,18
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Arts / Humanities,Theatre Arts,23,18,18
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Business / Administration / Law,Insurance,36,28,28
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Business / Administration / Law,Marketing,31,23,23
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Communication / Media,Broadcasting,28,20,18
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Communication / Media,Development Communication,33,25,25
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Communication / Media,Journalism and Media Studies,18,15,15
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Communication / Media,Public Relations,23,18,15
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Education,Adult Education,31,23,20
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Education,Curriculum Studies,33,25,23
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Education,Educational Technology,36,25,23
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Languages,Hausa,23,18,15
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Languages,Igbo,25,18,18
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Languages,Yoruba,25,18,18
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Social Sciences,Accounting,25,20,18
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Social Sciences,Business Administration,23,18,15
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Social Sciences,Criminology,33,28,25
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Social Sciences,Economics,20,18,15
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Social Sciences,Geography,28,20,18
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Social Sciences,International Relations,33,25,23
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Social Sciences,Mass Communication,23,15,15
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,all,Non-STEMM,Social Sciences,Public Administration,31,23,20
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,3,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Arts / Humanities,History and International Studies,3,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Arts / Humanities,Philosophy,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Arts / Humanities,Religious Studies,3,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Arts / Humanities,Theatre Arts,3,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Business / Administration / Law,Insurance,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Business / Administration / Law,Marketing,3,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Communication / Media,Broadcasting,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Communication / Media,Development Communication,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,3,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Communication / Media,Public Relations,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Education,Adult Education,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Education,Curriculum Studies,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Education,Educational Technology,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Languages,Hausa,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Languages,Igbo,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Languages,Yoruba,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Social Sciences,Accounting,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Social Sciences,Business Administration,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Social Sciences,Criminology,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Social Sciences,Economics,3,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Social Sciences,Geography,5,3,3
2024/2025,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,disabled,Non-STEMM,Social Sciences,International Relations,5,3,3
