session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Comprehensive High School, Agboyi I",Female,Disabled,NECO,University,22,20,16,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Comprehensive High School, Agboyi I",Female,Disabled,WAEC,University,27,24,20,6,4,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Comprehensive High School, Agboyi I",Male,ALL,NABTEB,University,133,118,100,32,23,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Comprehensive High School, Agboyi I",Male,ALL,NECO,University,209,186,149,58,35,6,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Comprehensive High School, Agboyi I",Male,ALL,WAEC,University,322,287,225,69,41,8,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Comprehensive High School, Agboyi I",Male,Disabled,NABTEB,University,21,19,12,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Comprehensive High School, Agboyi I",Male,Disabled,NECO,University,22,20,16,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Comprehensive High School, Agboyi I",Male,Disabled,WAEC,University,33,30,20,6,4,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Government Secondary School, Agboyi I",Female,ALL,NABTEB,University,170,152,118,41,23,7,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Government Secondary School, Agboyi I",Female,ALL,NECO,University,288,256,204,65,40,6,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Government Secondary School, Agboyi I",Female,ALL,WAEC,University,367,327,241,76,46,8,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Government Secondary School, Agboyi I",Female,Disabled,NABTEB,University,21,19,12,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Government Secondary School, Agboyi I",Female,Disabled,NECO,University,27,24,16,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Government Secondary School, Agboyi I",Female,Disabled,WAEC,University,39,34,25,6,4,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Government Secondary School, Agboyi I",Male,ALL,NABTEB,University,154,137,106,32,16,7,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Government Secondary School, Agboyi I",Male,ALL,NECO,University,277,246,192,58,35,6,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Government Secondary School, Agboyi I",Male,ALL,WAEC,University,345,307,231,69,41,8,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Government Secondary School, Agboyi I",Male,Disabled,NABTEB,University,21,19,12,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Government Secondary School, Agboyi I",Male,Disabled,NECO,University,27,24,16,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Government Secondary School, Agboyi I",Male,Disabled,WAEC,University,39,34,25,6,4,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Unity College, Kosofe",Female,ALL,NABTEB,University,219,195,150,49,27,7,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Unity College, Kosofe",Female,ALL,NECO,University,389,346,270,94,55,13,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Unity College, Kosofe",Female,ALL,WAEC,University,525,467,364,126,81,11,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Unity College, Kosofe",Female,Disabled,NABTEB,University,21,19,12,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Unity College, Kosofe",Female,Disabled,NECO,University,39,34,22,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Unity College, Kosofe",Female,Disabled,WAEC,University,56,50,35,12,8,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Unity College, Kosofe",Male,ALL,NABTEB,University,181,161,125,41,23,7,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Unity College, Kosofe",Male,ALL,NECO,University,395,352,259,72,40,14,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Unity College, Kosofe",Male,ALL,WAEC,University,491,437,322,95,62,6,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Unity College, Kosofe",Male,Disabled,NABTEB,University,21,19,12,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Unity College, Kosofe",Male,Disabled,NECO,University,39,34,28,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi I,"Unity College, Kosofe",Male,Disabled,WAEC,University,45,40,31,6,4,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Community Secondary School, Agboyi II",Female,ALL,NABTEB,Polytechnic,90,80,69,24,16,0,1.4
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Community Secondary School, Agboyi II",Female,ALL,NECO,Polytechnic,158,141,121,50,31,6,1.3
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Community Secondary School, Agboyi II",Female,ALL,WAEC,Polytechnic,203,180,153,57,37,3,1.3
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Community Secondary School, Agboyi II",Female,Disabled,NABTEB,Polytechnic,21,19,12,7,5,0,1.4
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Community Secondary School, Agboyi II",Female,Disabled,NECO,Polytechnic,22,20,16,7,5,0,1.3
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Community Secondary School, Agboyi II",Female,Disabled,WAEC,Polytechnic,27,24,20,6,4,0,1.3
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Community Secondary School, Agboyi II",Male,ALL,NABTEB,Polytechnic,100,89,75,32,16,7,1.4
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Community Secondary School, Agboyi II",Male,ALL,NECO,Polytechnic,185,165,143,50,31,6,1.3
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Community Secondary School, Agboyi II",Male,ALL,WAEC,Polytechnic,242,216,179,69,46,2,1.3
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Community Secondary School, Agboyi II",Male,Disabled,NABTEB,Polytechnic,21,19,12,7,5,0,1.4
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Community Secondary School, Agboyi II",Male,Disabled,NECO,Polytechnic,27,24,22,7,5,0,1.3
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Community Secondary School, Agboyi II",Male,Disabled,WAEC,Polytechnic,33,30,25,6,4,0,1.3
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Comprehensive High School, Agboyi II",Female,ALL,NABTEB,College of Education,122,108,87,41,23,7,1.5
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Comprehensive High School, Agboyi II",Female,ALL,NECO,College of Education,236,210,164,72,40,14,1.4
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Comprehensive High School, Agboyi II",Female,ALL,WAEC,College of Education,350,311,262,100,66,5,1.4
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Comprehensive High School, Agboyi II",Female,Disabled,NABTEB,College of Education,21,19,12,7,5,0,1.5
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Comprehensive High School, Agboyi II",Female,Disabled,NECO,College of Education,27,24,16,7,5,0,1.4
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Comprehensive High School, Agboyi II",Female,Disabled,WAEC,College of Education,39,34,25,6,4,0,1.4
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Comprehensive High School, Agboyi II",Male,ALL,NABTEB,College of Education,143,127,106,49,27,7,1.5
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Comprehensive High School, Agboyi II",Male,ALL,NECO,College of Education,283,252,209,79,51,6,1.4
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Comprehensive High School, Agboyi II",Male,ALL,WAEC,College of Education,350,311,246,100,66,5,1.4
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Comprehensive High School, Agboyi II",Male,Disabled,NABTEB,College of Education,21,19,12,7,5,0,1.5
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Comprehensive High School, Agboyi II",Male,Disabled,NECO,College of Education,33,30,22,7,5,0,1.4
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Comprehensive High School, Agboyi II",Male,Disabled,WAEC,College of Education,45,40,31,12,8,0,1.4
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Government Secondary School, Agboyi II",Female,ALL,NABTEB,University,203,180,137,49,27,7,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Government Secondary School, Agboyi II",Female,ALL,NECO,University,367,327,253,79,51,6,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Government Secondary School, Agboyi II",Female,ALL,WAEC,University,498,442,344,100,62,12,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Government Secondary School, Agboyi II",Female,Disabled,NABTEB,University,21,19,12,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Government Secondary School, Agboyi II",Female,Disabled,NECO,University,33,30,22,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Government Secondary School, Agboyi II",Female,Disabled,WAEC,University,50,44,31,6,4,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Government Secondary School, Agboyi II",Male,ALL,NABTEB,University,219,195,150,32,16,7,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Government Secondary School, Agboyi II",Male,ALL,NECO,University,395,352,270,79,51,6,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Government Secondary School, Agboyi II",Male,ALL,WAEC,University,571,507,384,107,71,5,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Government Secondary School, Agboyi II",Male,Disabled,NABTEB,University,21,19,12,0,0,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Government Secondary School, Agboyi II",Male,Disabled,NECO,University,33,30,22,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Government Secondary School, Agboyi II",Male,Disabled,WAEC,University,56,50,35,6,4,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Unity College, Kosofe",Female,ALL,NABTEB,University,181,161,125,49,27,7,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Unity College, Kosofe",Female,ALL,NECO,University,384,342,270,115,71,13,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Unity College, Kosofe",Female,ALL,WAEC,University,468,417,338,126,81,11,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Unity College, Kosofe",Female,Disabled,NABTEB,University,21,19,12,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Unity College, Kosofe",Female,Disabled,NECO,University,27,24,16,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Unity College, Kosofe",Female,Disabled,WAEC,University,39,34,25,6,4,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Unity College, Kosofe",Male,ALL,NABTEB,University,230,205,156,57,35,6,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Unity College, Kosofe",Male,ALL,NECO,University,474,422,336,108,66,13,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Unity College, Kosofe",Male,ALL,WAEC,University,644,573,446,152,95,16,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Unity College, Kosofe",Male,Disabled,NABTEB,University,21,19,12,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Unity College, Kosofe",Male,Disabled,NECO,University,39,34,28,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Agboyi II,"Unity College, Kosofe",Male,Disabled,WAEC,University,50,44,35,12,8,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Community Secondary School, Anthony/Ajao Estate/Mende/Maryland",Female,ALL,NABTEB,University,170,152,118,41,23,7,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Community Secondary School, Anthony/Ajao Estate/Mende/Maryland",Female,ALL,NECO,University,350,311,236,87,51,14,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Community Secondary School, Anthony/Ajao Estate/Mende/Maryland",Female,ALL,WAEC,University,451,401,308,119,76,11,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Community Secondary School, Anthony/Ajao Estate/Mende/Maryland",Female,Disabled,NABTEB,University,21,19,12,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Community Secondary School, Anthony/Ajao Estate/Mende/Maryland",Female,Disabled,NECO,University,45,40,26,6,4,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Community Secondary School, Anthony/Ajao Estate/Mende/Maryland",Female,Disabled,WAEC,University,56,50,35,12,8,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Community Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,ALL,NABTEB,University,224,199,163,57,35,6,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Community Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,ALL,NECO,University,423,376,287,87,51,14,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Community Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,ALL,WAEC,University,509,453,348,119,76,11,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Community Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Disabled,NABTEB,University,21,19,12,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Community Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Disabled,NECO,University,50,44,32,6,4,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Community Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Disabled,WAEC,University,67,59,45,12,8,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Comprehensive High School, Anthony/Ajao Estate/Mende/Maryland",Female,ALL,NABTEB,Polytechnic,203,180,137,49,27,7,1.4
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Comprehensive High School, Anthony/Ajao Estate/Mende/Maryland",Female,ALL,NECO,Polytechnic,378,337,281,108,66,13,1.3
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Comprehensive High School, Anthony/Ajao Estate/Mende/Maryland",Female,ALL,WAEC,Polytechnic,509,453,354,139,91,10,1.3
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Comprehensive High School, Anthony/Ajao Estate/Mende/Maryland",Female,Disabled,NABTEB,Polytechnic,21,19,12,7,5,0,1.4
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Comprehensive High School, Anthony/Ajao Estate/Mende/Maryland",Female,Disabled,NECO,Polytechnic,39,34,26,6,4,0,1.3
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Comprehensive High School, Anthony/Ajao Estate/Mende/Maryland",Female,Disabled,WAEC,Polytechnic,56,50,35,12,8,0,1.3
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Comprehensive High School, Anthony/Ajao Estate/Mende/Maryland",Male,ALL,NABTEB,Polytechnic,208,185,144,49,27,7,1.4
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Comprehensive High School, Anthony/Ajao Estate/Mende/Maryland",Male,ALL,NECO,Polytechnic,356,317,264,87,51,14,1.3
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Comprehensive High School, Anthony/Ajao Estate/Mende/Maryland",Male,ALL,WAEC,Polytechnic,498,442,354,114,71,12,1.3
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Comprehensive High School, Anthony/Ajao Estate/Mende/Maryland",Male,Disabled,NABTEB,Polytechnic,21,19,12,7,5,0,1.4
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Comprehensive High School, Anthony/Ajao Estate/Mende/Maryland",Male,Disabled,NECO,Polytechnic,39,34,26,6,4,0,1.3
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Comprehensive High School, Anthony/Ajao Estate/Mende/Maryland",Male,Disabled,WAEC,Polytechnic,50,44,35,6,4,0,1.3
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Female,ALL,NABTEB,University,139,124,87,32,16,7,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Female,ALL,NECO,University,272,242,181,65,40,6,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Female,ALL,WAEC,University,361,321,246,76,46,8,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Female,Disabled,NABTEB,University,21,19,12,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Female,Disabled,NECO,University,33,30,22,6,4,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Female,Disabled,WAEC,University,45,40,30,6,4,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,ALL,NABTEB,University,170,152,118,41,23,7,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,ALL,NECO,University,345,307,247,72,46,6,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,ALL,WAEC,University,412,366,276,88,55,7,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Disabled,NABTEB,University,21,19,12,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Disabled,NECO,University,33,30,22,6,4,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland",Male,Disabled,WAEC,University,45,40,30,6,4,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Female,ALL,NABTEB,University,198,176,137,57,35,6,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Female,ALL,NECO,University,350,311,236,87,51,14,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Female,ALL,WAEC,University,484,431,354,126,81,11,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Female,Disabled,NABTEB,University,21,19,12,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Female,Disabled,NECO,University,27,24,16,6,4,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Female,Disabled,WAEC,University,45,40,31,6,4,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Male,ALL,NABTEB,University,175,156,132,49,27,7,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Male,ALL,NECO,University,316,281,220,72,46,6,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Male,ALL,WAEC,University,462,411,344,114,76,5,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Male,Disabled,NABTEB,University,21,19,12,7,5,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Male,Disabled,NECO,University,27,24,22,6,4,0,1.2
2024/2025,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,"Unity College, Kosofe",Male,Disabled,WAEC,University,45,40,30,6,4,0,1.2
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,ALL,NABTEB,Polytechnic,203,180,132,49,27,7,1.4
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,ALL,NECO,Polytechnic,367,327,253,87,51,14,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,ALL,WAEC,Polytechnic,468,417,318,100,66,5,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Disabled,NABTEB,Polytechnic,21,19,12,7,5,0,1.4
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Disabled,NECO,Polytechnic,33,30,22,6,4,0,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Female,Disabled,WAEC,Polytechnic,45,40,25,6,4,0,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,ALL,NABTEB,Polytechnic,198,176,132,32,16,7,1.4
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,ALL,NECO,Polytechnic,378,337,242,72,46,6,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,ALL,WAEC,Polytechnic,451,401,318,88,55,7,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,Disabled,NABTEB,Polytechnic,21,19,12,0,0,0,1.4
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,Disabled,NECO,Polytechnic,33,30,22,6,4,0,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Community Secondary School, Agarawu/Obadina",Male,Disabled,WAEC,Polytechnic,45,40,30,6,4,0,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,ALL,NABTEB,Polytechnic,255,227,176,57,35,6,1.4
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,ALL,NECO,Polytechnic,447,398,313,102,61,14,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,ALL,WAEC,Polytechnic,576,512,410,133,85,11,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Disabled,NABTEB,Polytechnic,32,29,19,7,5,0,1.4
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Disabled,NECO,Polytechnic,56,50,38,6,4,0,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Female,Disabled,WAEC,Polytechnic,67,59,45,12,8,0,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,ALL,NABTEB,Polytechnic,277,246,181,49,27,7,1.4
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,ALL,NECO,Polytechnic,480,428,313,87,51,14,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,ALL,WAEC,Polytechnic,620,552,410,119,76,11,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,Disabled,NABTEB,Polytechnic,36,32,24,7,5,0,1.4
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,Disabled,NECO,Polytechnic,56,50,32,6,4,0,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Comprehensive High School, Agarawu/Obadina",Male,Disabled,WAEC,Polytechnic,79,70,45,12,8,0,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Female,ALL,NABTEB,Polytechnic,185,165,132,49,27,7,1.4
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Female,ALL,NECO,Polytechnic,294,262,215,72,46,6,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Female,ALL,WAEC,Polytechnic,418,372,287,114,76,5,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Female,Disabled,NABTEB,Polytechnic,21,19,12,7,5,0,1.4
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Female,Disabled,NECO,Polytechnic,27,24,16,6,4,0,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Female,Disabled,WAEC,Polytechnic,33,30,20,6,4,0,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Male,ALL,NABTEB,Polytechnic,170,152,118,41,23,7,1.4
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Male,ALL,NECO,Polytechnic,322,287,226,79,51,6,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Male,ALL,WAEC,Polytechnic,406,362,282,100,66,5,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Male,Disabled,NABTEB,Polytechnic,21,19,12,7,5,0,1.4
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Male,Disabled,NECO,Polytechnic,27,24,16,6,4,0,1.3
2024/2025,South West,Lagos,Lagos Island,Agarawu/Obadina,"Government Secondary School, Agarawu/Obadina",Male,Disabled,WAEC,Polytechnic,39,34,25,6,4,0,1.3
