session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2023/2024,South East,Ebonyi,Abakaliki,Abakpa,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,12,2,1,0,82.4,,0,"Government Secondary School, Abakpa | Community Secondary School, Abakpa | Unity College, Abakaliki | Comprehensive High School, Abakpa"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Private,JSS,JSS3,4,1,1,0,75.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Private,JSS,JSS3,132,1,3,1,75.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Private,JSS,JSS3,3,1,1,0,75.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Private,JSS,JSS3,120,1,3,1,75.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Public,JSS,JSS3,10,4,1,0,75.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Public,JSS,JSS3,364,4,8,3,75.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Public,JSS,JSS3,10,4,1,0,75.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Public,JSS,JSS3,359,4,8,3,75.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Private,Pre-Primary/Primary,Primary 1,17,2,1,0,73.2,Primary 1,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,589,2,15,5,73.2,Primary 1,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Private,Pre-Primary/Primary,Primary 1,16,2,1,0,73.2,Primary 1,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,565,2,14,5,73.2,Primary 1,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Public,Pre-Primary/Primary,Primary 1,56,8,1,0,73.2,Primary 1,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,1915,8,49,18,73.2,Primary 1,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Public,Pre-Primary/Primary,Primary 1,56,8,1,0,73.2,Primary 1,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,1893,8,48,18,73.2,Primary 1,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Private,Pre-Primary/Primary,Primary 2,16,2,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,523,2,13,5,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Private,Pre-Primary/Primary,Primary 2,16,2,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,501,2,13,5,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Public,Pre-Primary/Primary,Primary 2,51,8,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,1700,8,43,16,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Public,Pre-Primary/Primary,Primary 2,50,8,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,1681,8,43,16,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Private,Pre-Primary/Primary,Primary 3,14,2,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,471,2,12,4,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Private,Pre-Primary/Primary,Primary 3,14,2,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,450,2,11,4,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Public,Pre-Primary/Primary,Primary 3,45,9,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,1529,9,39,14,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Public,Pre-Primary/Primary,Primary 3,44,9,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,1512,9,39,14,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Private,Pre-Primary/Primary,Primary 4,13,3,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,430,3,11,4,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Private,Pre-Primary/Primary,Primary 4,12,3,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,412,3,11,4,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Public,Pre-Primary/Primary,Primary 4,41,8,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,1397,8,36,13,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Public,Pre-Primary/Primary,Primary 4,40,8,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,1381,8,35,13,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Private,Pre-Primary/Primary,Primary 5,12,2,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,403,2,10,4,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Private,Pre-Primary/Primary,Primary 5,12,2,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,386,2,10,4,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Public,Pre-Primary/Primary,Primary 5,38,7,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,1308,7,33,12,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Public,Pre-Primary/Primary,Primary 5,37,7,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,1293,7,33,12,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Private,Pre-Primary/Primary,Primary 6,11,2,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,364,2,9,3,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Private,Pre-Primary/Primary,Primary 6,10,2,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,348,2,9,3,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Public,Pre-Primary/Primary,Primary 6,35,9,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,1182,9,30,11,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Public,Pre-Primary/Primary,Primary 6,34,9,1,0,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,1169,9,30,11,73.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Private,SSS,SSS1,4,2,1,0,77.2,SSS1,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Private,SSS,SSS1,176,2,4,1,77.2,SSS1,1,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Private,SSS,SSS1,3,2,1,0,77.2,SSS1,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Private,SSS,SSS1,175,2,4,1,77.2,SSS1,1,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Public,SSS,SSS1,5,4,1,0,77.2,SSS1,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Public,SSS,SSS1,387,4,9,3,77.2,SSS1,1,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Public,SSS,SSS1,4,4,1,0,77.2,SSS1,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Public,SSS,SSS1,379,4,9,3,77.2,SSS1,1,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Private,SSS,SSS2,1,2,1,0,77.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Private,SSS,SSS2,143,2,3,1,77.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Private,SSS,SSS2,1,2,1,0,77.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Private,SSS,SSS2,141,2,3,1,77.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Public,SSS,SSS2,4,3,1,0,77.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Public,SSS,SSS2,311,3,7,3,77.2,,1,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Public,SSS,SSS2,4,3,1,0,77.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Public,SSS,SSS2,305,3,7,3,77.2,,1,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Private,SSS,SSS3,1,1,1,0,77.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Private,SSS,SSS3,110,1,3,1,77.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Private,SSS,SSS3,1,1,1,0,77.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Private,SSS,SSS3,110,1,3,1,77.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Public,SSS,SSS3,4,3,1,0,77.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Public,SSS,SSS3,241,3,6,2,77.2,,1,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Public,SSS,SSS3,4,3,1,0,77.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Public,SSS,SSS3,238,3,6,2,77.2,,1,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Private,Vocational,Vocational Year 1,0,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Private,Vocational,Vocational Year 1,8,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Private,Vocational,Vocational Year 1,0,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Private,Vocational,Vocational Year 1,23,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Public,Vocational,Vocational Year 1,0,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Public,Vocational,Vocational Year 1,11,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Public,Vocational,Vocational Year 1,0,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Public,Vocational,Vocational Year 1,24,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Private,Vocational,Vocational Year 2,0,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Private,Vocational,Vocational Year 2,7,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Private,Vocational,Vocational Year 2,0,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Private,Vocational,Vocational Year 2,19,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Public,Vocational,Vocational Year 2,0,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Public,Vocational,Vocational Year 2,9,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Disabled,Public,Vocational,Vocational Year 2,0,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Male,Non-Disabled,Public,Vocational,Vocational Year 2,21,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Disabled,Private,Vocational,Vocational Year 3,0,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
2023/2024,North East,Yobe,Potiskum,Bolewa 'A',Female,Non-Disabled,Private,Vocational,Vocational Year 3,5,1,1,0,74.2,,0,"Government Secondary School, Bolewa 'A' | Community Secondary School, Bolewa 'A' | Unity College, Potiskum | Comprehensive High School, Bolewa 'A'"
