session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,pupil_teacher_ratio
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Female,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,18,1,18.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Male,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,28,1,28.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Female,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,9,1,9.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Female,Non-Disabled,Private,Adult & Non-Formal Education,,PGDE,Qualified,18,1,18.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Male,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,28,1,28.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Female,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,26,1,26.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Male,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,41,1,41.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Female,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,35,1,35.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Male,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,28,1,28.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Male,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,28,1,28.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Female,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,35,1,35.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Male,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,41,1,41.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Female,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,26,1,26.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Male,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,41,1,41.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Female,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,35,1,35.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Male,Non-Disabled,Private,Adult & Non-Formal Education,,PGDE,Qualified,41,1,41.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Female,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,27,1,27.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Comprehensive High School, Ekameta",Male,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,41,1,41.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Government Secondary School, Ekameta",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,53,2,26.5
2023/2024,South West,Ekiti,Ijero,Ekameta,"Government Secondary School, Ekameta",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,41,1,41.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Government Secondary School, Ekameta",Male,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,41,1,41.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Government Secondary School, Ekameta",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,53,2,26.5
2023/2024,South West,Ekiti,Ijero,Ekameta,"Government Secondary School, Ekameta",Male,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,69,2,34.5
2023/2024,South West,Ekiti,Ijero,Ekameta,"Government Secondary School, Ekameta",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,53,2,26.5
2023/2024,South West,Ekiti,Ijero,Ekameta,"Government Secondary School, Ekameta",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,69,2,34.5
2023/2024,South West,Ekiti,Ijero,Ekameta,"Government Secondary School, Ekameta",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,35,1,35.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Government Secondary School, Ekameta",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,55,2,27.5
2023/2024,South West,Ekiti,Ijero,Ekameta,"Government Secondary School, Ekameta",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,44,1,44.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Government Secondary School, Ekameta",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,55,2,27.5
2023/2024,South West,Ekiti,Ijero,Ekameta,"Government Secondary School, Ekameta",Female,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,35,1,35.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Government Secondary School, Ekameta",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,55,2,27.5
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,26,1,26.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,41,1,41.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Female,Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,9,1,9.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,18,1,18.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Male,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,41,1,41.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,35,1,35.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,42,1,42.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Female,Disabled,Public,Adult & Non-Formal Education,,,Unqualified,26,1,26.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,42,1,42.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Female,Non-Disabled,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,44,1,44.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,69,2,34.5
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,44,1,44.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,55,2,27.5
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,44,1,44.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Male,Disabled,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,69,2,34.5
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,44,1,44.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,55,2,27.5
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,35,1,35.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,55,2,27.5
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,35,1,35.0
2023/2024,South West,Ekiti,Ijero,Ekameta,"Unity College, Ijero",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,42,1,42.0
2023/2024,South West,Ekiti,Ijero,Ijero Ward 'A',"Unity College, Ijero",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,44,1,44.0
2023/2024,South West,Ekiti,Ijero,Ijero Ward 'A',"Unity College, Ijero",Male,Disabled,Public,Adult & Non-Formal Education,,,Unqualified,69,2,34.5
2023/2024,South West,Ekiti,Ijero,Ijero Ward 'A',"Unity College, Ijero",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,44,1,44.0
2023/2024,South West,Ekiti,Ijero,Ijero Ward 'A',"Unity College, Ijero",Male,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,55,2,27.5
2023/2024,South West,Ekiti,Ijero,Ijero Ward 'A',"Unity College, Ijero",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,53,2,26.5
2023/2024,South West,Ekiti,Ijero,Ijero Ward 'A',"Unity College, Ijero",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,69,2,34.5
2023/2024,South West,Ekiti,Ijero,Ijero Ward 'A',"Unity College, Ijero",Female,Disabled,Public,Adult & Non-Formal Education,,,Unqualified,53,2,26.5
2023/2024,South West,Ekiti,Ijero,Ijero Ward 'A',"Unity College, Ijero",Male,Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,69,2,34.5
2023/2024,South West,Ekiti,Ijero,Ijero Ward 'A',"Unity College, Ijero",Female,Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,44,1,44.0
2023/2024,South West,Ekiti,Ijero,Ijero Ward 'A',"Unity College, Ijero",Male,Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,55,2,27.5
2023/2024,South West,Ekiti,Ijero,Ijero Ward 'A',"Unity College, Ijero",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,44,1,44.0
2023/2024,South West,Ekiti,Ijero,Ijero Ward 'A',"Unity College, Ijero",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,55,2,27.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,59,2,29.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,80,3,26.666666666666668
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,44,1,44.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,69,2,34.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,44,1,44.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,69,2,34.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,51,2,25.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,69,2,34.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,44,1,44.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,57,2,28.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,44,1,44.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,57,2,28.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,37,1,37.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,46,1,46.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Non-Disabled,Private,Adult & Non-Formal Education,,,Unqualified,37,1,37.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,46,1,46.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Non-Disabled,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,29,1,29.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,35,1,35.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Non-Disabled,Private,Adult & Non-Formal Education,,NCE,Qualified,29,1,29.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,46,1,46.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,29,1,29.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,35,1,35.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Disabled,Private,Adult & Non-Formal Education,,PGDE,Qualified,29,1,29.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,35,1,35.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,59,2,29.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,80,3,26.666666666666668
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Non-Disabled,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,59,2,29.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,69,2,34.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,44,1,44.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,57,2,28.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,59,2,29.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,69,2,34.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,44,1,44.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,57,2,28.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Female,Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,44,1,44.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,57,2,28.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,66,2,33.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,92,3,30.666666666666668
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,66,2,33.0
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,92,3,30.666666666666668
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,59,2,29.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Male,Non-Disabled,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,80,3,26.666666666666668
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,59,2,29.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Male,Non-Disabled,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,80,3,26.666666666666668
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Female,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,51,2,25.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,69,2,34.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,51,2,25.5
2023/2024,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,"Unity College, Alimosho",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,80,3,26.666666666666668
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,37,1,37.0
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Male,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,46,1,46.0
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Female,Non-Disabled,Public,Adult & Non-Formal Education,,PGDE,Qualified,37,1,37.0
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,46,1,46.0
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Female,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,37,1,37.0
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,23,1,23.0
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Male,Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,23,1,23.0
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,37,1,37.0
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Male,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,46,1,46.0
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,51,2,25.5
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,69,2,34.5
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Female,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,44,1,44.0
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,57,2,28.5
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,37,1,37.0
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Male,Non-Disabled,Public,Adult & Non-Formal Education,,,Unqualified,57,2,28.5
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Female,Non-Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,44,1,44.0
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Male,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,69,2,34.5
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Female,Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,51,2,25.5
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Male,Non-Disabled,Public,Adult & Non-Formal Education,,NCE,Qualified,58,2,29.0
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Female,Non-Disabled,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,37,1,37.0
2023/2024,South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),"Community Secondary School, Ayobo/Ijon Village (Camp David)",Male,Disabled,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,57,2,28.5
