session,zone,state,lga,institution_type,tertiary_institution,gender,disability,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Theatre Arts,58,54
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Theatre Arts,8,6
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Political Science,47,46
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Political Science,8,6
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Political Science,45,45
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Political Science,8,6
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Criminology,59,61
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Criminology,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Criminology,58,47
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Criminology,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Economics,39,38
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Economics,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Economics,40,39
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Economics,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,International Relations,52,50
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,International Relations,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,International Relations,51,43
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,International Relations,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Sociology,51,50
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Sociology,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Sociology,47,42
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Sociology,8,6
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,42,38
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,39,38
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Public Relations,44,38
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Public Relations,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Public Relations,44,41
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Public Relations,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication,34,30
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Mass Communication,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication,31,32
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Mass Communication,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Public Administration,48,41
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Public Administration,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Public Administration,46,45
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Public Administration,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Insurance,76,66
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Insurance,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Insurance,71,70
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Insurance,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Banking and Finance,58,58
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Banking and Finance,8,7
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Banking and Finance,58,54
2020/2021,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Banking and Finance,8,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Education,Guidance and Counselling,60,55
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Education,Guidance and Counselling,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Education,Guidance and Counselling,59,52
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Education,Guidance and Counselling,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Education,Primary Education Studies,75,68
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Education,Primary Education Studies,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Education,Primary Education Studies,76,74
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Education,Primary Education Studies,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Education,Educational Management,52,52
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Education,Educational Management,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Education,Educational Management,51,41
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Education,Educational Management,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Igbo,48,48
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Igbo,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Igbo,45,47
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Igbo,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Linguistics,44,42
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Linguistics,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Linguistics,45,44
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Linguistics,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Hausa,61,58
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Hausa,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Hausa,59,58
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Hausa,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Yoruba,45,41
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Yoruba,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Yoruba,43,42
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Yoruba,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,History and International Studies,51,48
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,History and International Studies,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,History and International Studies,47,47
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,History and International Studies,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,English and Literary Studies,42,40
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,English and Literary Studies,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,English and Literary Studies,42,35
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,English and Literary Studies,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Fine and Applied Arts,60,61
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Fine and Applied Arts,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Fine and Applied Arts,58,52
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Fine and Applied Arts,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Theatre Arts,58,57
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Theatre Arts,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Theatre Arts,56,50
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Theatre Arts,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Political Science,48,50
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Political Science,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Political Science,47,40
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Political Science,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Criminology,69,61
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Criminology,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Criminology,64,62
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Criminology,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Economics,42,42
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Economics,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Economics,41,34
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Economics,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,International Relations,56,47
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,International Relations,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,International Relations,58,48
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,International Relations,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Sociology,54,47
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Sociology,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Sociology,54,45
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Sociology,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,47,38
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,44,40
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Public Relations,51,47
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Public Relations,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Public Relations,46,41
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Public Relations,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication,47,38
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Mass Communication,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication,43,35
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Mass Communication,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Public Administration,55,48
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Public Administration,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Public Administration,54,55
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Public Administration,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Insurance,80,65
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Insurance,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Insurance,82,72
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Insurance,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Banking and Finance,59,55
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Banking and Finance,9,7
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Banking and Finance,55,51
2021/2022,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Banking and Finance,9,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Education,Guidance and Counselling,56,56
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Education,Guidance and Counselling,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Education,Guidance and Counselling,52,42
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Education,Guidance and Counselling,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Education,Primary Education Studies,81,68
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Education,Primary Education Studies,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Education,Primary Education Studies,82,76
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Education,Primary Education Studies,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Education,Educational Management,51,49
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Education,Educational Management,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Education,Educational Management,49,50
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Education,Educational Management,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Igbo,49,42
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Igbo,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Igbo,46,44
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Igbo,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Linguistics,41,33
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Linguistics,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Linguistics,42,36
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Linguistics,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Hausa,60,54
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Hausa,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Hausa,55,56
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Hausa,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Yoruba,50,45
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Yoruba,8,6
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Yoruba,45,38
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Yoruba,8,6
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,History and International Studies,50,45
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,History and International Studies,8,6
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,History and International Studies,49,45
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,History and International Studies,8,6
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,English and Literary Studies,42,37
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,English and Literary Studies,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,English and Literary Studies,39,32
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,English and Literary Studies,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Fine and Applied Arts,62,56
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Fine and Applied Arts,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Fine and Applied Arts,58,50
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Fine and Applied Arts,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,ART,Theatre Arts,64,50
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,ART,Theatre Arts,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,ART,Theatre Arts,63,61
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,ART,Theatre Arts,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Political Science,49,46
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Political Science,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Political Science,45,45
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Political Science,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Criminology,63,58
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Criminology,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Criminology,57,46
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Criminology,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,Economics,47,45
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,Economics,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Non-Disabled,Non-STEMM,Social Sciences,Economics,46,42
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Female,Disabled,Non-STEMM,Social Sciences,Economics,8,7
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Non-Disabled,Non-STEMM,Social Sciences,International Relations,72,61
2022/2023,South East,Anambra,Onitsha North,College of Education,"College of Education, Onitsha North",Male,Disabled,Non-STEMM,Social Sciences,International Relations,8,6
