session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,pupil_teacher_ratio
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Male,Non-Disabled,Private,JSS,,NCE,Qualified,252,5,50.4
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Female,Non-Disabled,Private,JSS,,Grade II or Equivalent,Unqualified,222,5,44.4
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Male,Non-Disabled,Private,JSS,,Grade II or Equivalent,Unqualified,196,4,49.0
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,681,16,42.5625
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,699,17,41.11764705882353
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,710,17,41.76470588235294
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,731,18,40.61111111111112
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,681,16,42.5625
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Male,Disabled,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,699,17,41.11764705882353
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,710,17,41.76470588235294
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,667,16,41.6875
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,651,16,40.6875
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,635,15,42.333333333333336
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Female,Disabled,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,562,14,40.142857142857146
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Male,Disabled,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,572,14,40.85714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Female,Disabled,Private,SSS,,BEd or Equivalent,Qualified,234,5,46.8
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Male,Non-Disabled,Private,SSS,,BEd or Equivalent,Qualified,206,5,41.2
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Female,Non-Disabled,Private,SSS,,NCE,Qualified,160,4,40.0
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Male,Non-Disabled,Private,SSS,,MEd or Equivalent,Qualified,151,3,50.333333333333336
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Female,Non-Disabled,Private,SSS,,BEd or Equivalent,Qualified,184,4,46.0
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Comprehensive High School, Ekajuk I",Male,Non-Disabled,Private,SSS,,BEd or Equivalent,Qualified,179,4,44.75
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Female,Non-Disabled,Public,JSS,,PGDE,Qualified,403,8,50.375
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Male,Disabled,Public,JSS,,BEd or Equivalent,Qualified,461,10,46.1
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Female,Disabled,Public,JSS,,,Unqualified,389,8,48.625
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Male,Disabled,Public,JSS,,,Unqualified,405,8,50.625
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Female,Non-Disabled,Public,JSS,,PGDE,Qualified,278,6,46.333333333333336
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Male,Non-Disabled,Public,JSS,,,Unqualified,280,6,46.66666666666666
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,917,22,41.68181818181818
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,921,22,41.86363636363637
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,888,21,42.285714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,826,20,41.3
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,829,20,41.45
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,826,20,41.3
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,858,21,40.85714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,858,21,40.85714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,769,19,40.47368421052632
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,762,18,42.333333333333336
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,858,21,40.85714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,826,20,41.3
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Female,Non-Disabled,Public,SSS,,PGDE,Qualified,246,5,49.2
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Male,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,248,5,49.6
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Female,Non-Disabled,Public,SSS,,MEd or Equivalent,Qualified,184,4,46.0
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Female,Non-Disabled,Public,SSS,,PGDE,Qualified,86,2,43.0
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Male,Non-Disabled,Public,SSS,,MEd or Equivalent,Qualified,303,7,43.285714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Female,Non-Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,258,6,43.0
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Government Secondary School, Ekajuk I",Male,Non-Disabled,Public,SSS,,NCE,Qualified,275,6,45.833333333333336
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Unity College, Ogoja",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,917,22,41.68181818181818
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Unity College, Ogoja",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,921,22,41.86363636363637
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Unity College, Ogoja",Female,Disabled,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1125,27,41.66666666666666
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Unity College, Ogoja",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,1017,25,40.68
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Unity College, Ogoja",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,917,22,41.68181818181818
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Unity College, Ogoja",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,889,21,42.333333333333336
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Unity College, Ogoja",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,917,22,41.68181818181818
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Unity College, Ogoja",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,985,24,41.04166666666666
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Unity College, Ogoja",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,829,20,41.45
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Unity College, Ogoja",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,826,20,41.3
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Unity College, Ogoja",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,681,16,42.5625
2022/2023,South South,Cross River,Ogoja,Ekajuk I,"Unity College, Ogoja",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,731,18,40.61111111111112
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Community Secondary School, Ekajuk II",Female,Non-Disabled,Public,JSS,,NCE,Qualified,208,4,52.0
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Community Secondary School, Ekajuk II",Female,Non-Disabled,Public,JSS,,PGDE,Qualified,236,5,47.2
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Community Secondary School, Ekajuk II",Male,Non-Disabled,Public,JSS,,PGDE,Qualified,377,8,47.125
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Community Secondary School, Ekajuk II",Female,Disabled,Public,JSS,,NCE,Qualified,222,5,44.4
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Community Secondary School, Ekajuk II",Female,Non-Disabled,Public,JSS,,PGDE,Qualified,194,4,48.5
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Community Secondary School, Ekajuk II",Male,Non-Disabled,Public,JSS,,NCE,Qualified,363,8,45.375
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Community Secondary School, Ekajuk II",Female,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,153,3,51.0
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Community Secondary School, Ekajuk II",Female,Non-Disabled,Public,JSS,,NCE,Qualified,167,3,55.66666666666666
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Community Secondary School, Ekajuk II",Male,Non-Disabled,Public,JSS,,NCE,Qualified,307,6,51.16666666666666
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Community Secondary School, Ekajuk II",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,258,6,43.0
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Community Secondary School, Ekajuk II",Male,Disabled,Public,SSS,,BEd or Equivalent,Qualified,289,6,48.16666666666666
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Community Secondary School, Ekajuk II",Female,Non-Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,246,5,49.2
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Community Secondary School, Ekajuk II",Male,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,248,5,49.6
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Community Secondary School, Ekajuk II",Female,Non-Disabled,Public,SSS,,,Unqualified,234,5,46.8
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Community Secondary School, Ekajuk II",Male,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,110,2,55.0
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Community Secondary School, Ekajuk II",Male,Non-Disabled,Public,SSS,,MEd or Equivalent,Qualified,96,2,48.0
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Female,Non-Disabled,Private,JSS,,Grade II or Equivalent,Unqualified,333,7,47.57142857142857
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Male,Non-Disabled,Private,JSS,,BEd or Equivalent,Qualified,321,7,45.85714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Female,Non-Disabled,Private,JSS,,MEd or Equivalent,Qualified,305,6,50.833333333333336
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Male,Non-Disabled,Private,JSS,,NCE,Qualified,321,7,45.85714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Female,Non-Disabled,Private,JSS,,NCE,Qualified,305,6,50.833333333333336
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Male,Non-Disabled,Private,JSS,,BEd or Equivalent,Qualified,196,4,49.0
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Male,Non-Disabled,Private,JSS,,PGDE,Qualified,112,2,56.0
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,829,20,41.45
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,889,21,42.333333333333336
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,829,20,41.45
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,858,21,40.85714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Female,Disabled,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,888,21,42.285714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,762,18,42.333333333333336
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,769,19,40.47368421052632
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,762,18,42.333333333333336
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,769,19,40.47368421052632
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,794,19,41.78947368421053
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,621,15,41.4
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,572,14,40.85714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Female,Non-Disabled,Private,SSS,,NCE,Qualified,197,4,49.25
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Male,Disabled,Private,SSS,,BEd or Equivalent,Qualified,234,5,46.8
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Female,Non-Disabled,Private,SSS,,,Unqualified,98,2,49.0
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Female,Non-Disabled,Private,SSS,,PGDE,Qualified,98,2,49.0
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Male,Non-Disabled,Private,SSS,,NCE,Qualified,206,5,41.2
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Female,Non-Disabled,Private,SSS,,MEd or Equivalent,Qualified,185,4,46.25
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Comprehensive High School, Ekajuk II",Male,Non-Disabled,Private,SSS,,BEd or Equivalent,Qualified,179,4,44.75
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Female,Disabled,Public,JSS,,NCE,Qualified,486,10,48.6
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Male,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,168,4,42.0
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Male,Non-Disabled,Public,JSS,,PGDE,Qualified,210,4,52.5
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Female,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,347,7,49.57142857142857
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Male,Non-Disabled,Public,JSS,,PGDE,Qualified,335,7,47.85714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Female,Non-Disabled,Public,JSS,,NCE,Qualified,361,8,45.125
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Male,Non-Disabled,Public,JSS,,MEd or Equivalent,Qualified,349,7,49.85714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1184,29,40.82758620689656
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,1112,27,41.18518518518518
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,947,23,41.17391304347826
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1017,25,40.68
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1125,27,41.66666666666666
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1144,28,40.85714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,888,21,42.285714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,921,22,41.86363636363637
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,1006,24,41.91666666666666
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,985,24,41.04166666666666
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,977,24,40.708333333333336
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,921,22,41.86363636363637
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Female,Non-Disabled,Public,SSS,,MEd or Equivalent,Qualified,185,4,46.25
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Female,Disabled,Public,SSS,,NCE,Qualified,111,2,55.5
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Male,Disabled,Public,SSS,,NCE,Qualified,358,8,44.75
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Female,Non-Disabled,Public,SSS,,PGDE,Qualified,246,5,49.2
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Male,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,110,2,55.0
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Male,Non-Disabled,Public,SSS,,NCE,Qualified,137,3,45.66666666666666
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Female,Non-Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,271,6,45.16666666666666
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Government Secondary School, Ekajuk II",Male,Non-Disabled,Public,SSS,,,Unqualified,275,6,45.833333333333336
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Female,Non-Disabled,Public,JSS,,NCE,Qualified,292,6,48.66666666666666
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Male,Non-Disabled,Public,JSS,,,Unqualified,266,6,44.333333333333336
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Female,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,292,6,48.66666666666666
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Male,Non-Disabled,Public,JSS,,BEd or Equivalent,Qualified,140,3,46.66666666666666
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Male,Non-Disabled,Public,JSS,,,Unqualified,126,3,42.0
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Female,Disabled,Public,JSS,,PGDE,Qualified,264,6,44.0
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Male,Non-Disabled,Public,JSS,,Grade II or Equivalent,Unqualified,238,5,47.6
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,651,16,40.6875
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,,Unqualified,826,20,41.3
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Female,Disabled,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,769,19,40.47368421052632
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,699,17,41.11764705882353
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,681,16,42.5625
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,699,17,41.11764705882353
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,740,18,41.11111111111112
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,794,19,41.78947368421053
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,592,14,42.285714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,,Unqualified,635,15,42.333333333333336
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,592,14,42.285714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,,Unqualified,572,14,40.85714285714285
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,98,2,49.0
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Female,Non-Disabled,Public,SSS,,MEd or Equivalent,Qualified,111,2,55.5
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Male,Disabled,Public,SSS,,NCE,Qualified,234,5,46.8
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Female,Non-Disabled,Public,SSS,,,Unqualified,197,4,49.25
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Male,Non-Disabled,Public,SSS,,Grade II or Equivalent,Unqualified,192,4,48.0
2022/2023,South South,Cross River,Ogoja,Ekajuk II,"Unity College, Ogoja",Female,Non-Disabled,Public,SSS,,BEd or Equivalent,Qualified,74,2,37.0
