session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2021/2022,South South,Bayelsa,Nembe,Bassambiri II,Female,Disabled,Private,SSS,SSS2,5,3,1,1,62.9,,0,"Government Secondary School, Bassambiri II | Community Secondary School, Bassambiri II | Unity College, Nembe | Comprehensive High School, Bassambiri II"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,28,3,1,1,78.4,Primary 1,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,831,3,24,14,78.4,Primary 1,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,84,11,2,1,78.4,Primary 1,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,2653,11,78,45,78.4,Primary 1,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,77,11,2,1,78.4,Primary 1,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,2450,11,72,42,78.4,Primary 1,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,22,3,1,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,681,3,20,12,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,25,3,1,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,737,3,22,13,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,74,10,2,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2356,10,69,40,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,68,10,2,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2176,10,64,37,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,20,3,1,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,612,3,18,10,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,22,3,1,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,663,3,20,12,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,66,10,2,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,2118,10,62,36,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,62,10,2,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,1956,10,58,34,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,19,4,1,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,559,4,16,9,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,20,4,1,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,606,4,18,10,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,60,11,2,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,1936,11,57,33,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,56,11,2,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,1787,11,53,31,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,18,3,1,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,523,3,15,9,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,20,3,1,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,567,3,17,10,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,57,10,2,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,1812,10,53,31,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,52,10,2,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,1674,10,49,28,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,16,3,1,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,473,3,14,8,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Private,Pre-Primary/Primary,Primary 6,18,3,1,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,513,3,15,9,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,51,10,2,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,1638,10,48,28,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,48,10,1,1,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,1513,10,45,26,78.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Private,SSS,SSS1,5,2,1,1,82.4,SSS1,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Private,SSS,SSS1,268,2,7,4,82.4,SSS1,1,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Private,SSS,SSS1,4,2,1,1,82.4,SSS1,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Private,SSS,SSS1,262,2,7,4,82.4,SSS1,1,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Public,SSS,SSS1,9,4,1,1,82.4,SSS1,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Public,SSS,SSS1,528,4,14,8,82.4,SSS1,1,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Public,SSS,SSS1,9,4,1,1,82.4,SSS1,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Public,SSS,SSS1,556,4,15,9,82.4,SSS1,1,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Private,SSS,SSS2,4,2,1,1,82.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Private,SSS,SSS2,216,2,6,3,82.4,,1,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Private,SSS,SSS2,4,2,1,1,82.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Private,SSS,SSS2,211,2,6,3,82.4,,1,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Public,SSS,SSS2,9,4,1,1,82.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Public,SSS,SSS2,427,4,12,7,82.4,,1,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Public,SSS,SSS2,9,4,1,1,82.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Public,SSS,SSS2,447,4,12,7,82.4,,1,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Private,SSS,SSS3,2,2,1,1,82.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Private,SSS,SSS3,167,2,5,3,82.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Private,SSS,SSS3,2,2,1,1,82.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Private,SSS,SSS3,165,2,5,3,82.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Public,SSS,SSS3,5,5,1,1,82.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Public,SSS,SSS3,331,5,9,5,82.4,,1,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Public,SSS,SSS3,5,5,1,1,82.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Public,SSS,SSS3,348,5,9,5,82.4,,1,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Private,Vocational,Vocational Year 1,0,1,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Private,Vocational,Vocational Year 1,11,1,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Private,Vocational,Vocational Year 1,0,1,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Private,Vocational,Vocational Year 1,31,1,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Public,Vocational,Vocational Year 1,0,2,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Public,Vocational,Vocational Year 1,13,2,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Public,Vocational,Vocational Year 1,1,2,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Public,Vocational,Vocational Year 1,34,2,2,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Private,Vocational,Vocational Year 2,0,1,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Private,Vocational,Vocational Year 2,9,1,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Private,Vocational,Vocational Year 2,0,1,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Private,Vocational,Vocational Year 2,26,1,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Public,Vocational,Vocational Year 2,0,2,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Public,Vocational,Vocational Year 2,11,2,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Public,Vocational,Vocational Year 2,1,2,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Public,Vocational,Vocational Year 2,29,2,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Private,Vocational,Vocational Year 3,0,1,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Private,Vocational,Vocational Year 3,7,1,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Private,Vocational,Vocational Year 3,0,1,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Private,Vocational,Vocational Year 3,19,1,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Disabled,Public,Vocational,Vocational Year 3,0,2,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Female,Non-Disabled,Public,Vocational,Vocational Year 3,8,2,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Disabled,Public,Vocational,Vocational Year 3,0,2,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dandutse,Male,Non-Disabled,Public,Vocational,Vocational Year 3,21,2,1,1,79.4,,0,"Government Secondary School, Dandutse | Community Secondary School, Dandutse | Unity College, Funtua | Comprehensive High School, Dandutse"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,3,1,1,1,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,124,1,6,3,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,4,1,1,1,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 1,165,1,8,5,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,3,2,1,1,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,178,2,9,5,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,5,2,1,1,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,260,2,13,8,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,2,1,1,1,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,96,1,5,3,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,3,1,1,1,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,128,1,6,3,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,2,2,1,1,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,138,2,7,4,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,4,2,1,1,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,202,2,10,6,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
2021/2022,North West,Katsina,Funtua,Dukke,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,1,1,1,1,74.4,,0,"Government Secondary School, Dukke | Community Secondary School, Dukke | Unity College, Funtua | Comprehensive High School, Dukke"
