session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Community Secondary School, Bingi North",Male,Disabled,NECO,Polytechnic,20,20,12,5,6,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Community Secondary School, Bingi North",Male,Disabled,WAEC,Polytechnic,25,25,17,4,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,ALL,NABTEB,Polytechnic,67,66,48,26,27,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,ALL,NECO,Polytechnic,109,107,80,31,28,3,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,ALL,WAEC,Polytechnic,137,135,97,41,33,8,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Disabled,NABTEB,Polytechnic,10,10,7,6,7,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Disabled,NECO,Polytechnic,11,11,9,5,6,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Disabled,WAEC,Polytechnic,14,14,11,4,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,ALL,NABTEB,Polytechnic,62,61,45,13,13,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,ALL,NECO,Polytechnic,109,107,80,31,28,3,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,ALL,WAEC,Polytechnic,129,127,91,36,33,3,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,Disabled,NABTEB,Polytechnic,10,10,7,0,0,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,Disabled,NECO,Polytechnic,11,11,9,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Male,Disabled,WAEC,Polytechnic,11,11,8,4,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,ALL,NABTEB,Polytechnic,113,111,86,32,27,5,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,ALL,NECO,Polytechnic,231,228,165,56,50,6,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,ALL,WAEC,Polytechnic,268,264,191,68,62,6,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,Disabled,NABTEB,Polytechnic,13,13,10,6,7,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,Disabled,NECO,Polytechnic,28,28,18,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Female,Disabled,WAEC,Polytechnic,37,36,25,9,9,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,ALL,NABTEB,Polytechnic,108,106,76,32,27,5,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,ALL,NECO,Polytechnic,214,211,144,46,44,2,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,ALL,WAEC,Polytechnic,257,253,172,45,43,2,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,Disabled,NABTEB,Polytechnic,13,13,10,6,7,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,Disabled,NECO,Polytechnic,28,28,18,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Government Secondary School, Bingi North",Male,Disabled,WAEC,Polytechnic,33,33,22,4,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,ALL,NABTEB,Polytechnic,121,119,76,19,13,6,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,ALL,NECO,Polytechnic,226,223,159,51,44,7,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,ALL,WAEC,Polytechnic,285,281,197,63,57,6,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,Disabled,NABTEB,Polytechnic,13,13,7,0,0,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,Disabled,NECO,Polytechnic,23,23,15,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Female,Disabled,WAEC,Polytechnic,30,30,19,4,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,ALL,NABTEB,Polytechnic,118,116,72,19,13,6,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,ALL,NECO,Polytechnic,220,217,144,36,33,3,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,ALL,WAEC,Polytechnic,327,322,232,59,52,7,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,Disabled,NABTEB,Polytechnic,13,13,7,0,0,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,Disabled,NECO,Polytechnic,25,25,15,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi North,"Unity College, Bungudu",Male,Disabled,WAEC,Polytechnic,33,33,22,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,ALL,NABTEB,Polytechnic,56,55,41,19,20,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,ALL,NECO,Polytechnic,100,99,80,36,33,3,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,ALL,WAEC,Polytechnic,120,118,86,32,28,4,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,Disabled,NABTEB,Polytechnic,11,11,7,6,7,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,Disabled,NECO,Polytechnic,11,11,9,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Female,Disabled,WAEC,Polytechnic,11,11,8,4,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,ALL,NABTEB,Polytechnic,62,61,45,13,13,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,ALL,NECO,Polytechnic,112,110,83,36,33,3,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,ALL,WAEC,Polytechnic,120,118,89,32,28,4,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,Disabled,NABTEB,Polytechnic,10,10,7,0,0,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,Disabled,NECO,Polytechnic,11,11,6,5,6,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Community Secondary School, Bingi South",Male,Disabled,WAEC,Polytechnic,14,14,11,4,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,ALL,NABTEB,Polytechnic,142,140,114,52,47,5,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,ALL,NECO,Polytechnic,300,296,235,102,94,8,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,ALL,WAEC,Polytechnic,378,372,271,104,90,14,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,Disabled,NABTEB,Polytechnic,16,16,14,6,7,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,Disabled,NECO,Polytechnic,35,34,25,10,11,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Female,Disabled,WAEC,Polytechnic,42,41,28,9,9,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Male,ALL,NABTEB,Polytechnic,147,145,110,45,40,5,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Male,ALL,NECO,Polytechnic,289,285,205,77,66,11,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Male,ALL,WAEC,Polytechnic,358,353,257,95,85,10,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Male,Disabled,NABTEB,Polytechnic,18,18,14,6,7,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Male,Disabled,NECO,Polytechnic,35,34,25,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Comprehensive High School, Bingi South",Male,Disabled,WAEC,Polytechnic,45,44,33,9,9,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Female,ALL,NABTEB,College of Education,54,53,38,19,20,0,1.9
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Female,ALL,NECO,College of Education,100,99,67,26,22,4,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Female,ALL,WAEC,College of Education,131,129,97,32,28,4,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Female,Disabled,NABTEB,College of Education,11,11,7,6,7,0,1.9
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Female,Disabled,NECO,College of Education,11,11,6,5,6,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Female,Disabled,WAEC,College of Education,11,11,8,4,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Male,ALL,NABTEB,College of Education,54,53,38,13,13,0,1.9
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Male,ALL,NECO,College of Education,100,99,67,20,17,3,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Male,ALL,WAEC,College of Education,131,129,97,36,33,3,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Male,Disabled,NABTEB,College of Education,11,11,7,0,0,0,1.9
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Male,Disabled,NECO,College of Education,11,11,6,0,0,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Government Secondary School, Bingi South",Male,Disabled,WAEC,College of Education,11,11,8,4,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Female,ALL,NABTEB,Polytechnic,80,79,55,26,20,6,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Female,ALL,NECO,Polytechnic,132,130,101,36,33,3,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Female,ALL,WAEC,Polytechnic,188,185,138,54,47,7,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Female,Disabled,NABTEB,Polytechnic,11,11,7,6,7,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Female,Disabled,NECO,Polytechnic,11,11,9,5,6,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Female,Disabled,WAEC,Polytechnic,16,16,11,4,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Male,ALL,NABTEB,Polytechnic,83,82,62,32,27,5,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Male,ALL,NECO,Polytechnic,132,130,95,36,33,3,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Male,ALL,WAEC,Polytechnic,190,187,133,54,47,7,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Male,Disabled,NABTEB,Polytechnic,11,11,7,6,7,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Male,Disabled,NECO,Polytechnic,11,11,9,5,6,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bingi South,"Unity College, Bungudu",Male,Disabled,WAEC,Polytechnic,16,16,11,4,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Female,ALL,NABTEB,College of Education,83,82,59,19,13,6,1.9
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Female,ALL,NECO,College of Education,129,127,92,31,28,3,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Female,ALL,WAEC,College of Education,210,207,141,41,33,8,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Female,Disabled,NABTEB,College of Education,11,11,7,0,0,0,1.9
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Female,Disabled,NECO,College of Education,14,14,9,0,0,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Female,Disabled,WAEC,College of Education,25,25,17,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Male,ALL,NABTEB,College of Education,91,90,62,13,13,0,1.9
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Male,ALL,NECO,College of Education,178,175,116,36,33,3,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Male,ALL,WAEC,College of Education,255,251,180,45,38,7,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Male,Disabled,NABTEB,College of Education,11,11,7,0,0,0,1.9
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Male,Disabled,NECO,College of Education,23,23,15,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Community Secondary School, Bungudu",Male,Disabled,WAEC,College of Education,28,28,17,4,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Female,ALL,NABTEB,College of Education,96,95,69,19,13,6,1.9
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Female,ALL,NECO,College of Education,206,203,141,51,44,7,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Female,ALL,WAEC,College of Education,277,273,194,72,62,10,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Female,Disabled,NABTEB,College of Education,11,11,7,0,0,0,1.9
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Female,Disabled,NECO,College of Education,23,23,15,5,6,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Female,Disabled,WAEC,College of Education,30,30,19,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Male,ALL,NABTEB,College of Education,108,106,72,32,27,5,1.9
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Male,ALL,NECO,College of Education,228,225,162,56,50,6,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Male,ALL,WAEC,College of Education,290,286,213,77,66,11,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Male,Disabled,NABTEB,College of Education,11,11,7,6,7,0,1.9
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Male,Disabled,NECO,College of Education,23,23,15,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Comprehensive High School, Bungudu",Male,Disabled,WAEC,College of Education,33,33,22,4,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Female,ALL,NABTEB,College of Education,118,116,79,26,20,6,1.9
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Female,ALL,NECO,College of Education,228,225,162,61,55,6,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Female,ALL,WAEC,College of Education,274,270,191,68,62,6,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Female,Disabled,NABTEB,College of Education,11,11,7,0,0,0,1.9
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Female,Disabled,NECO,College of Education,23,23,15,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Female,Disabled,WAEC,College of Education,28,28,19,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Male,ALL,NABTEB,College of Education,118,116,79,19,14,5,1.9
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Male,ALL,NECO,College of Education,195,192,144,46,44,2,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Male,ALL,WAEC,College of Education,255,251,174,54,47,7,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Male,Disabled,NABTEB,College of Education,11,11,7,0,0,0,1.9
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Male,Disabled,NECO,College of Education,20,20,12,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Government Secondary School, Bungudu",Male,Disabled,WAEC,College of Education,28,28,17,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Female,ALL,NABTEB,Polytechnic,118,116,83,32,27,5,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Female,ALL,NECO,Polytechnic,209,206,144,46,39,7,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Female,ALL,WAEC,Polytechnic,279,275,199,63,52,11,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Female,Disabled,NABTEB,Polytechnic,13,13,10,6,7,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Female,Disabled,NECO,Polytechnic,23,23,15,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Female,Disabled,WAEC,Polytechnic,30,30,19,4,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Male,ALL,NABTEB,Polytechnic,142,140,97,32,27,5,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Male,ALL,NECO,Polytechnic,243,239,162,46,44,2,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Male,ALL,WAEC,Polytechnic,349,344,230,63,57,6,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Male,Disabled,NABTEB,Polytechnic,16,16,10,6,7,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Male,Disabled,NECO,Polytechnic,28,28,18,5,5,0,1.8
2020/2021,North West,Zamfara,Bungudu,Bungudu,"Unity College, Bungudu",Male,Disabled,WAEC,Polytechnic,42,41,28,4,5,0,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Female,ALL,NABTEB,Polytechnic,110,108,86,39,34,5,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Female,ALL,NECO,Polytechnic,209,206,159,66,61,5,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Female,ALL,WAEC,Polytechnic,279,275,216,90,81,9,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Female,Disabled,NABTEB,Polytechnic,11,11,7,6,7,0,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Female,Disabled,NECO,Polytechnic,20,20,15,5,5,0,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Female,Disabled,WAEC,Polytechnic,28,28,19,9,9,0,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Male,ALL,NABTEB,Polytechnic,123,121,90,32,27,5,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Male,ALL,NECO,Polytechnic,252,248,193,66,61,5,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Male,ALL,WAEC,Polytechnic,349,344,249,86,76,10,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Male,Disabled,NABTEB,Polytechnic,13,13,10,6,7,0,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Male,Disabled,NECO,Polytechnic,28,28,22,5,5,0,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Community Secondary School, Galadima",Male,Disabled,WAEC,Polytechnic,40,39,25,9,9,0,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Female,ALL,NABTEB,University,77,76,52,13,13,0,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Female,ALL,NECO,University,134,132,101,26,22,4,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Female,ALL,WAEC,University,177,174,119,45,38,7,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Female,Disabled,NABTEB,University,11,11,7,0,0,0,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Female,Disabled,NECO,University,11,11,9,0,0,0,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Female,Disabled,WAEC,University,16,16,11,5,5,0,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Male,ALL,NABTEB,University,75,74,55,19,20,0,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Male,ALL,NECO,University,132,130,95,31,28,3,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Male,ALL,WAEC,University,185,182,136,50,43,7,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Male,Disabled,NABTEB,University,11,11,7,7,7,0,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Male,Disabled,NECO,University,11,11,6,0,0,0,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Comprehensive High School, Galadima",Male,Disabled,WAEC,University,16,16,11,5,5,0,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Government Secondary School, Galadima",Female,ALL,NABTEB,University,83,82,59,13,13,0,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Government Secondary School, Galadima",Female,ALL,NECO,University,163,161,110,36,33,3,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Government Secondary School, Galadima",Female,ALL,WAEC,University,199,196,130,36,28,8,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Government Secondary School, Galadima",Female,Disabled,NABTEB,University,11,11,7,0,0,0,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Government Secondary School, Galadima",Female,Disabled,NECO,University,20,20,12,5,5,0,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Government Secondary School, Galadima",Female,Disabled,WAEC,University,22,22,14,0,0,0,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Government Secondary School, Galadima",Male,ALL,NABTEB,University,88,87,59,13,13,0,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Government Secondary School, Galadima",Male,ALL,NECO,University,183,180,119,31,28,3,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Government Secondary School, Galadima",Male,ALL,WAEC,University,226,223,155,50,43,7,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Government Secondary School, Galadima",Male,Disabled,NABTEB,University,11,11,7,0,0,0,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Government Secondary School, Galadima",Male,Disabled,NECO,University,20,20,12,0,0,0,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Government Secondary School, Galadima",Male,Disabled,WAEC,University,25,25,17,5,5,0,1.6
2020/2021,North West,Zamfara,Gusau,Galadima,"Unity College, Gusau",Female,ALL,NABTEB,College of Education,121,119,86,39,34,5,1.9
2020/2021,North West,Zamfara,Gusau,Galadima,"Unity College, Gusau",Female,ALL,NECO,College of Education,209,206,147,56,50,6,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Unity College, Gusau",Female,ALL,WAEC,College of Education,255,251,188,72,62,10,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Unity College, Gusau",Female,Disabled,NABTEB,College of Education,11,11,7,6,7,0,1.9
2020/2021,North West,Zamfara,Gusau,Galadima,"Unity College, Gusau",Female,Disabled,NECO,College of Education,20,20,12,5,6,0,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Unity College, Gusau",Female,Disabled,WAEC,College of Education,25,25,17,5,5,0,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Unity College, Gusau",Male,ALL,NABTEB,College of Education,134,132,104,39,34,5,1.9
2020/2021,North West,Zamfara,Gusau,Galadima,"Unity College, Gusau",Male,ALL,NECO,College of Education,274,270,196,71,66,5,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Unity College, Gusau",Male,ALL,WAEC,College of Education,325,320,227,72,66,6,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Unity College, Gusau",Male,Disabled,NABTEB,College of Education,13,13,10,6,7,0,1.9
2020/2021,North West,Zamfara,Gusau,Galadima,"Unity College, Gusau",Male,Disabled,NECO,College of Education,28,28,18,5,6,0,1.8
2020/2021,North West,Zamfara,Gusau,Galadima,"Unity College, Gusau",Male,Disabled,WAEC,College of Education,30,30,19,5,5,0,1.8
2020/2021,North West,Zamfara,Gusau,Mada,"Community Secondary School, Mada",Female,ALL,NABTEB,University,70,69,52,26,27,0,1.6
2020/2021,North West,Zamfara,Gusau,Mada,"Community Secondary School, Mada",Female,ALL,NECO,University,140,138,101,41,39,2,1.6
2020/2021,North West,Zamfara,Gusau,Mada,"Community Secondary School, Mada",Female,ALL,WAEC,University,177,174,130,54,47,7,1.6
2020/2021,North West,Zamfara,Gusau,Mada,"Community Secondary School, Mada",Female,Disabled,NABTEB,University,11,11,7,6,7,0,1.6
