session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2024/2025,South West,Ekiti,Efon,Efon II,Female,Disabled,Public,JSS,JSS3,13,7,1,1,56.2,,0,"Government Secondary School, Efon II | Community Secondary School, Efon II | Unity College, Efon | Comprehensive High School, Efon II"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 1,183,2,11,9,66.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,1,1,1,1,66.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,77,1,5,4,66.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,1,1,1,1,66.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,104,1,6,5,66.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,1,2,1,1,66.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,111,2,7,6,66.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,1,2,1,1,66.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,141,2,8,6,66.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,0,1,1,1,66.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,42,1,3,2,66.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,0,1,1,1,66.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,56,1,3,2,66.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,0,2,1,1,66.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,61,2,4,3,66.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,0,2,1,1,66.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,78,2,5,4,66.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Private,JSS,JSS1,8,2,1,1,72.0,JSS1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Private,JSS,JSS1,325,2,10,8,72.0,JSS1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Private,JSS,JSS1,7,2,1,1,72.0,JSS1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Private,JSS,JSS1,289,2,9,7,72.0,JSS1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Public,JSS,JSS1,25,6,1,1,72.0,JSS1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Public,JSS,JSS1,870,6,27,21,72.0,JSS1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Public,JSS,JSS1,22,6,1,1,72.0,JSS1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,JSS,JSS1,776,6,24,19,72.0,JSS1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Private,JSS,JSS2,6,2,1,1,72.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Private,JSS,JSS2,265,2,8,6,72.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Private,JSS,JSS2,5,2,1,1,72.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Private,JSS,JSS2,237,2,7,6,72.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Public,JSS,JSS2,20,6,1,1,72.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Public,JSS,JSS2,715,6,22,17,72.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Public,JSS,JSS2,17,6,1,1,72.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,JSS,JSS2,637,6,20,16,72.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Private,JSS,JSS3,3,2,1,1,72.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Private,JSS,JSS3,213,2,7,6,72.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Private,JSS,JSS3,3,2,1,1,72.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Private,JSS,JSS3,189,2,6,5,72.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Public,JSS,JSS3,16,6,1,1,72.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Public,JSS,JSS3,569,6,18,14,72.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Public,JSS,JSS3,13,6,1,1,72.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,JSS,JSS3,507,6,16,13,72.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,27,4,1,1,70.0,Primary 1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,956,4,34,27,70.0,Primary 1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,25,4,1,1,70.0,Primary 1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,888,4,32,25,70.0,Primary 1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,76,12,3,2,70.0,Primary 1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,2640,12,95,75,70.0,Primary 1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,76,12,3,2,70.0,Primary 1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,2662,12,96,76,70.0,Primary 1,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,23,4,1,1,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,848,4,30,24,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,22,4,1,1,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,788,4,28,22,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,67,13,2,2,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2344,13,84,67,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,67,13,2,2,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2365,13,85,67,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,20,4,1,1,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,763,4,27,21,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,19,4,1,1,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,709,4,25,20,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,61,12,2,2,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,2107,12,76,60,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,61,12,2,2,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,2126,12,76,60,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,19,4,1,1,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,697,4,25,20,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,17,4,1,1,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,647,4,23,18,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,54,12,2,2,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,1926,12,69,55,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,55,12,2,2,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,1942,12,70,56,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,18,4,1,1,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,653,4,23,18,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,16,4,1,1,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,606,4,22,17,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,52,11,2,2,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,1803,11,65,52,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,53,11,2,2,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,1819,11,65,52,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,16,4,1,1,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,591,4,21,17,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Disabled,Private,Pre-Primary/Primary,Primary 6,15,4,1,1,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,547,4,20,16,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
2024/2025,South West,Osun,Ilesha East,Ifosan/Oke-Eso,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,47,11,2,2,70.0,,0,"Government Secondary School, Ifosan/Oke-Eso | Community Secondary School, Ifosan/Oke-Eso | Unity College, Ilesha East | Comprehensive High School, Ifosan/Oke-Eso"
