session,zone,state,lga,institution_type,tertiary_institution,gender,disability,programme_cluster,discipline_group,programme
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Education,Educational Technology
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Education,Adult Education
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Education,Adult Education
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Education,Adult Education
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Education,Adult Education
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Igbo
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,Igbo
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,Igbo
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,Igbo
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Yoruba
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,Yoruba
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,Yoruba
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,Yoruba
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Hausa
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,Hausa
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,Hausa
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,Hausa
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Philosophy
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,Philosophy
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,Philosophy
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,Philosophy
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Religious Studies
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,Religious Studies
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,Religious Studies
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,Religious Studies
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,History and International Studies
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,History and International Studies
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,History and International Studies
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,History and International Studies
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Fine and Applied Arts
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,Fine and Applied Arts
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,Fine and Applied Arts
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,Fine and Applied Arts
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Theatre Arts
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,Theatre Arts
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,Theatre Arts
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,Theatre Arts
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Criminology
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Criminology
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Criminology
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Criminology
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Economics
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Economics
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Economics
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Economics
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,International Relations
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,International Relations
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,International Relations
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,International Relations
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Geography
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Geography
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Geography
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Geography
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Broadcasting
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Broadcasting
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Broadcasting
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Broadcasting
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Public Relations
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Public Relations
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Public Relations
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Public Relations
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Development Communication
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Development Communication
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Development Communication
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Development Communication
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Mass Communication
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Mass Communication
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Accounting
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Accounting
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Accounting
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Accounting
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Public Administration
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Public Administration
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Public Administration
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Public Administration
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Insurance
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Insurance
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Insurance
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Insurance
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Marketing
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Marketing
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Marketing
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Marketing
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Business Administration
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Business Administration
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Business Administration
2019/2020,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Business Administration
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Education,Curriculum Studies
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Education,Curriculum Studies
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Education,Curriculum Studies
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Education,Curriculum Studies
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Education,Educational Technology
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Education,Educational Technology
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Education,Educational Technology
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Education,Educational Technology
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Education,Adult Education
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Education,Adult Education
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Education,Adult Education
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Education,Adult Education
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Igbo
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,Igbo
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,Igbo
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,Igbo
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Yoruba
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,Yoruba
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,Yoruba
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,Yoruba
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Hausa
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,Hausa
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,Hausa
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,Hausa
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Philosophy
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,Philosophy
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,Philosophy
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,Philosophy
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Religious Studies
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,Religious Studies
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,Religious Studies
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,Religious Studies
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,History and International Studies
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,History and International Studies
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,History and International Studies
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,History and International Studies
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Fine and Applied Arts
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,Fine and Applied Arts
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,Fine and Applied Arts
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,Fine and Applied Arts
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Theatre Arts
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,Theatre Arts
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,Theatre Arts
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,Theatre Arts
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Criminology
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Criminology
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Criminology
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Criminology
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Economics
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Economics
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Economics
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Economics
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,International Relations
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,International Relations
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,International Relations
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,International Relations
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Geography
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Geography
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Geography
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Geography
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Broadcasting
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Broadcasting
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Broadcasting
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Broadcasting
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Journalism and Media Studies
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Public Relations
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Public Relations
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Public Relations
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Public Relations
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Development Communication
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Development Communication
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Development Communication
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Development Communication
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Mass Communication
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Mass Communication
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Mass Communication
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Accounting
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Accounting
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Accounting
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Accounting
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Public Administration
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Public Administration
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Public Administration
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Public Administration
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Insurance
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Insurance
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Insurance
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Insurance
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Marketing
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Marketing
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Marketing
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Marketing
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Social Sciences,Business Administration
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Social Sciences,Business Administration
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Social Sciences,Business Administration
2020/2021,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Social Sciences,Business Administration
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Education,Curriculum Studies
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Education,Curriculum Studies
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Education,Curriculum Studies
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Education,Curriculum Studies
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Education,Educational Technology
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Education,Educational Technology
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Education,Educational Technology
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Education,Educational Technology
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,Education,Adult Education
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,Education,Adult Education
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,Education,Adult Education
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,Education,Adult Education
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Igbo
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,Igbo
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,Igbo
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,Igbo
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Yoruba
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,Yoruba
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,Yoruba
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,Yoruba
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Hausa
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Disabled,Non-STEMM,ART,Hausa
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Non-Disabled,Non-STEMM,ART,Hausa
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Female,Disabled,Non-STEMM,ART,Hausa
2021/2022,North West,Katsina,Funtua,College of Education,"College of Education, Funtua",Male,Non-Disabled,Non-STEMM,ART,Philosophy
