school
"Comprehensive High School, Efon II"
"Government Secondary School, Efon II"
"Community Secondary School, Efon III"
"Comprehensive High School, Efon III"
"Government Secondary School, Efon III"
"Community Secondary School, Ida Mudu I"
"Comprehensive High School, Ida Mudu I"
"Government Secondary School, Ida Mudu I"
"Unity College, Emure"
"Community Secondary School, Ida Mudu II"
"Comprehensive High School, Ida Mudu II"
"Government Secondary School, Ida Mudu II"
"Community Secondary School, Odo Emure I"
"Comprehensive High School, Odo Emure I"
"Government Secondary School, Odo Emure I"
"Unity College, Gbonyin"
"Community Secondary School, Ekamarun Ward 'A'"
"Comprehensive High School, Ekamarun Ward 'A'"
"Government Secondary School, Ekamarun Ward 'A'"
"Unity College, Ijero"
"Community Secondary School, Ekameta"
"Comprehensive High School, Ekameta"
"Government Secondary School, Ekameta"
"Community Secondary School, Ijero Ward 'A'"
"Comprehensive High School, Ijero Ward 'A'"
"Government Secondary School, Ijero Ward 'A'"
"Community Secondary School, Abule-Egba/Aboru/Meiran/Alagbado"
"Comprehensive High School, Abule-Egba/Aboru/Meiran/Alagbado"
"Government Secondary School, Abule-Egba/Aboru/Meiran/Alagbado"
"Unity College, Alimosho"
"Community Secondary School, Ayobo/Ijon Village (Camp David)"
"Comprehensive High School, Ayobo/Ijon Village (Camp David)"
"Government Secondary School, Ayobo/Ijon Village (Camp David)"
"Community Secondary School, Egbe/Agodo"
"Comprehensive High School, Egbe/Agodo"
"Government Secondary School, Egbe/Agodo"
"Community Secondary School, Adekunle Vill./Adeniyi Jones/Ogba"
"Comprehensive High School, Adekunle Vill./Adeniyi Jones/Ogba"
"Government Secondary School, Adekunle Vill./Adeniyi Jones/Ogba"
"Unity College, Ikeja"
"Community Secondary School, Airport/Onipetesi/Inilekere"
"Comprehensive High School, Airport/Onipetesi/Inilekere"
"Government Secondary School, Airport/Onipetesi/Inilekere"
"Community Secondary School, Alausa/Oregun/Olusosun"
"Comprehensive High School, Alausa/Oregun/Olusosun"
"Government Secondary School, Alausa/Oregun/Olusosun"
"Community Secondary School, Agboyi I"
"Comprehensive High School, Agboyi I"
"Government Secondary School, Agboyi I"
"Unity College, Kosofe"
"Community Secondary School, Agboyi II"
"Comprehensive High School, Agboyi II"
"Government Secondary School, Agboyi II"
"Community Secondary School, Anthony/Ajao Estate/Mende/Maryland"
"Comprehensive High School, Anthony/Ajao Estate/Mende/Maryland"
"Government Secondary School, Anthony/Ajao Estate/Mende/Maryland"
"Community Secondary School, Agarawu/Obadina"
"Comprehensive High School, Agarawu/Obadina"
"Government Secondary School, Agarawu/Obadina"
"Unity College, Lagos Island"
"Community Secondary School, Anikantamo"
"Comprehensive High School, Anikantamo"
"Government Secondary School, Anikantamo"
"Community Secondary School, Eiyekole"
"Comprehensive High School, Eiyekole"
"Government Secondary School, Eiyekole"
"Community Secondary School, Adeniran/Ogunsanya"
"Comprehensive High School, Adeniran/Ogunsanya"
"Government Secondary School, Adeniran/Ogunsanya"
"Unity College, Surulere"
"Community Secondary School, Aguda"
"Comprehensive High School, Aguda"
"Government Secondary School, Aguda"
"Community Secondary School, Akinhanmi/Cole"
"Comprehensive High School, Akinhanmi/Cole"
"Government Secondary School, Akinhanmi/Cole"
"Community Secondary School, Ago Oko"
"Comprehensive High School, Ago Oko"
"Government Secondary School, Ago Oko"
"Unity College, Abeokuta North"
"Community Secondary School, Elega"
"Comprehensive High School, Elega"
"Government Secondary School, Elega"
"Community Secondary School, Gbagura"
"Comprehensive High School, Gbagura"
"Government Secondary School, Gbagura"
"Community Secondary School, Ago-Egun/Ijesa"
"Comprehensive High School, Ago-Egun/Ijesa"
"Government Secondary School, Ago-Egun/Ijesa"
"Unity College, Abeokuta South"
"Community Secondary School, Ake I"
"Comprehensive High School, Ake I"
"Government Secondary School, Ake I"
"Community Secondary School, Ake II"
"Comprehensive High School, Ake II"
"Government Secondary School, Ake II"
"Community Secondary School, Ijade/Imepe I"
"Comprehensive High School, Ijade/Imepe I"
"Government Secondary School, Ijade/Imepe I"
"Unity College, Ijebu Ode"
"Community Secondary School, Ijade/Imepe II"
"Comprehensive High School, Ijade/Imepe II"
"Government Secondary School, Ijade/Imepe II"
"Community Secondary School, Ijasi/Idepo"
"Comprehensive High School, Ijasi/Idepo"
"Government Secondary School, Ijasi/Idepo"
"Community Secondary School, Akaka"
"Comprehensive High School, Akaka"
"Government Secondary School, Akaka"
"Unity College, Remo North"
"Community Secondary School, Ayegbami"
"Comprehensive High School, Ayegbami"
"Government Secondary School, Ayegbami"
"Community Secondary School, Igan/Ajina"
"Comprehensive High School, Igan/Ajina"
"Government Secondary School, Igan/Ajina"
"Community Secondary School, Abalabi"
"Comprehensive High School, Abalabi"
"Government Secondary School, Abalabi"
"Unity College, Sagamu"
"Community Secondary School, Abigi"
"Comprehensive High School, Abigi"
"Government Secondary School, Abigi"
"Community Secondary School, Ado Odo I"
"Comprehensive High School, Ado Odo I"
"Government Secondary School, Ado Odo I"
"Community Secondary School, Agamo/Oke-Oore/Akomowa"
"Comprehensive High School, Agamo/Oke-Oore/Akomowa"
"Government Secondary School, Agamo/Oke-Oore/Akomowa"
"Unity College, Akure North"
"Community Secondary School, Ayede/Ogbese"
"Comprehensive High School, Ayede/Ogbese"
"Government Secondary School, Ayede/Ogbese"
"Community Secondary School, Ayetoro"
"Comprehensive High School, Ayetoro"
"Government Secondary School, Ayetoro"
"Community Secondary School, Aponmu"
"Comprehensive High School, Aponmu"
"Government Secondary School, Aponmu"
"Unity College, Akure South"
"Community Secondary School, Gbogi/Isikan I"
"Comprehensive High School, Gbogi/Isikan I"
"Government Secondary School, Gbogi/Isikan I"
"Community Secondary School, Gbogi/Isikan II"
"Comprehensive High School, Gbogi/Isikan II"
"Government Secondary School, Gbogi/Isikan II"
"Community Secondary School, Agbabu"
"Comprehensive High School, Agbabu"
"Government Secondary School, Agbabu"
"Unity College, Ore"
"Community Secondary School, Ago-Alaye"
"Comprehensive High School, Ago-Alaye"
"Government Secondary School, Ago-Alaye"
"Community Secondary School, Ajue"
"Comprehensive High School, Ajue"
"Government Secondary School, Ajue"
"Community Secondary School, Asantan Oja"
"Comprehensive High School, Asantan Oja"
"Government Secondary School, Asantan Oja"
"Unity College, Ondo East"
"Community Secondary School, Ateru/Otasan/Igba"
"Comprehensive High School, Ateru/Otasan/Igba"
"Government Secondary School, Ateru/Otasan/Igba"
"Community Secondary School, Bolorunduro I"
"Comprehensive High School, Bolorunduro I"
"Government Secondary School, Bolorunduro I"
"Community Secondary School, Enuowa/Obalalu"
"Comprehensive High School, Enuowa/Obalalu"
"Government Secondary School, Enuowa/Obalalu"
"Unity College, Ondo West"
"Community Secondary School, Gbaghengha/Gbongbo/Ajagba Alafia"
"Comprehensive High School, Gbaghengha/Gbongbo/Ajagba Alafia"
"Government Secondary School, Gbaghengha/Gbongbo/Ajagba Alafia"
"Community Secondary School, Ifore/Odosida/Loro"
"Comprehensive High School, Ifore/Odosida/Loro"
"Government Secondary School, Ifore/Odosida/Loro"
"Community Secondary School, Abogunde/Sagba"
"Comprehensive High School, Abogunde/Sagba"
"Government Secondary School, Abogunde/Sagba"
"Unity College, Ede North"
"Community Secondary School, Alusekere"
"Comprehensive High School, Alusekere"
"Government Secondary School, Alusekere"
"Community Secondary School, Apaso"
"Comprehensive High School, Apaso"
"Government Secondary School, Apaso"
"Community Secondary School, Akarabata"
"Comprehensive High School, Akarabata"
"Government Secondary School, Akarabata"
"Unity College, Ile-Ife"
"Community Secondary School, Ilare I"
"Comprehensive High School, Ilare I"
"Government Secondary School, Ilare I"
"Community Secondary School, Ilare II"
"Comprehensive High School, Ilare II"
"Government Secondary School, Ilare II"
"Community Secondary School, Biladu"
"Comprehensive High School, Biladu"
"Government Secondary School, Biladu"
"Unity College, Ilesha East"
"Community Secondary School, Bolorunduro"
"Comprehensive High School, Bolorunduro"
"Government Secondary School, Bolorunduro"
"Community Secondary School, Ifosan/Oke-Eso"
"Comprehensive High School, Ifosan/Oke-Eso"
"Government Secondary School, Ifosan/Oke-Eso"
"Community Secondary School, Ayeso"
"Comprehensive High School, Ayeso"
"Government Secondary School, Ayeso"
"Unity College, Ilesha West"
"Community Secondary School, Ereja"
"Comprehensive High School, Ereja"
"Government Secondary School, Ereja"
"Community Secondary School, Ikoyi / Ikoti Araromi"
"Comprehensive High School, Ikoyi / Ikoti Araromi"
"Government Secondary School, Ikoyi / Ikoti Araromi"
"Community Secondary School, Alagba"
"Comprehensive High School, Alagba"
"Government Secondary School, Alagba"
"Unity College, Osogbo"
"Community Secondary School, Are-Ago"
"Comprehensive High School, Are-Ago"
"Government Secondary School, Are-Ago"
"Community Secondary School, Ataoja  'A'"
"Comprehensive High School, Ataoja  'A'"
"Government Secondary School, Ataoja  'A'"
"Community Secondary School, Ward I N2"
"Comprehensive High School, Ward I N2"
"Government Secondary School, Ward I N2"
"Unity College, Ibadan North"
"Community Secondary School, Ward II, N3"
"Comprehensive High School, Ward II, N3"
"Government Secondary School, Ward II, N3"
"Community Secondary School, Ward III, N4"
"Comprehensive High School, Ward III, N4"
"Government Secondary School, Ward III, N4"
"Community Secondary School, Ward 08 SW7"
"Comprehensive High School, Ward 08 SW7"
"Government Secondary School, Ward 08 SW7"
"Unity College, Ibadan South"
"Community Secondary School, Ward 10 SW8 II"
"Comprehensive High School, Ward 10 SW8 II"
"Government Secondary School, Ward 10 SW8 II"
"Community Secondary School, Ward 11 SW9(1)"
"Comprehensive High School, Ward 11 SW9(1)"
"Government Secondary School, Ward 11 SW9(1)"
"Community Secondary School, Aaje/Ogunbado"
"Comprehensive High School, Aaje/Ogunbado"
"Government Secondary School, Aaje/Ogunbado"
"Unity College, Ogbomosho North"
"Community Secondary School, Abogunde"
"Comprehensive High School, Abogunde"
"Government Secondary School, Abogunde"
"Community Secondary School, Aguodo/ Masifa"
"Comprehensive High School, Aguodo/ Masifa"
"Government Secondary School, Aguodo/ Masifa"
"Community Secondary School, Agboye/Molete"
"Comprehensive High School, Agboye/Molete"
"Government Secondary School, Agboye/Molete"
"Unity College, Oyo East"
"Community Secondary School, Ajagba"
"Comprehensive High School, Ajagba"
"Government Secondary School, Ajagba"
"Community Secondary School, Alaodi/Modeke"
"Comprehensive High School, Alaodi/Modeke"
"Government Secondary School, Alaodi/Modeke"
"Community Secondary School, Agbonle"
"Comprehensive High School, Agbonle"
"Government Secondary School, Agbonle"
"Unity College, Saki East"
"Community Secondary School, Ago Amodu I"
"Comprehensive High School, Ago Amodu I"
"Government Secondary School, Ago Amodu I"
"Community Secondary School, Ago Amodu II"
"Comprehensive High School, Ago Amodu II"
"Government Secondary School, Ago Amodu II"
Al Haq Private School Kandahar
Al Imamu Shafi I Intil Academy Bauchi
Alhidaya Prograssive School
Badakoshin Zungur Primary School
Barnawa Nomadic Primary School
Birnin Ganye Primary School
Burum Primary School
Dungel Primary School
Easy Science Academy
Fariah Foudation School
Ge0 Gold Favourite International Academy
Gidirgi Primary School
Gjss Jahun One
Golden Pen Resource Academy
Gwambe Primary School
Jir Primary School
Katsallen Guru Primary School
Kofar Nasarawa Primary School
Kwanan Dutse Dindima Primary School
Makama Nursery And Primary School
Mun-Juwara Primary School
Nuruddeen Nursery And Primary School Hammadada
Rafin Makaranta Primary School
Redeemed Peoples Academy
"Royal Kids Nursery And Primary School, Bauchi"
Rugan Kela Primary School
Shirgiya Nomadic Primary School
Surise Academy Nursery And Primary School
Taliyona Primary School
Tsangaya Model Boarding Primary School
Unguwar Datti Primary School
Unguwar Hardo Nomadic Primary School
Wuro Haruna Nomadic Primary School
Abu Ubaida Jarah Nursery And Primary School
Ahlul Lahi Primary
Al Iqrah International Academy
Al-Hikma International Academy
Alhidaya Progressive School Kandahar Bauchi
Bagali Primary School
Bashirgel Primary School
Birshin Fulani Nursery And Primary School
Childrens Choice Academy Bauchi
Dawaki Primary School
Dindima Primary School
Dungulbi Unguwar Sarki Primary School
Felawa Nomadic Primary School
Genius International Primary Academy Wuntin Dada
Gishibka Primary School
Gwaramba Primary School
Inkil Primary School
Jarmawa Academy
Jarmawa Nursery And Primary School
Juwara Nomadic Primary School
Kofar Wase Primary School
Laddo Primary School
Mangam Primary School
Modibbo Yahaya Nursery And Primary School
Musa Bayero Primary Schol
Rambaya Primary School
Ranga Primary School
Rugan Yola Primary School
Success International School Bauchi
Targal Fulani Nomadic Primary School
The Rock Academy Primary School
Unguwar Sabon Layi Gakal Primary School
Wuntin Dada Primary School
Wuro Mayo Primary School
Mangas Primary School
Marwaje Nomadic Primary School
Naowa Nursery And Primary School
Rariya Primary School
Royal Kinds School Bauchi
Runde Bin Primary School
Sabon Garin Hanyan Ningi Primary School
Sahaba Islamic Orientation Academy
"Sardauna Academy, Bauchi"
Sunshine International School
Tilawa Schools
Unguwar Kanawa Primary School
Wuro Jamel Nodamic Primary School
Yolan Bayara Primary School
Banram Centre Primary School
Bar Kudu Primary School
Cps Bogoro
Dinkin Rimi Primary School
Dutsen Saki Primary School
Ganawuri Primary School
Golgojeri Nomadic Primary School
Jankoji Nomadic Primary School
Junah Tumbai Memorial Nursery And Primary Primary School Bar
Kings And Queens Nursery And Primary School
Kishir Primary School
Malanchi Primary School
Mwari Unguwan Galadima Primary School
New Era Boi
Royal Science Academy Banram
Start Right Primary School
Vingam Primary School
Yelwan Dutsen Saki Primary School
Banram East Primary School
Bazanshi Giji Primary School
Dalangah Pap Primary School
Dirbi Primary School
Fadan Boi Primary School
Garlang Jarawa Primary School
Gullung Primary School
Jigawan Kandaram Primary School
Kogo Primary School
Mallar Primary School
Ndugub Jhar Primary School
Royal Academy Bogoro
St. Benedict Nursery And Primary School
Sum Primary School
Vung Primary School
Ying Primary School
Banram North Primary School
Bazanshi Primary School
Dambar Primary School
Dokbi Primary School
Edchama Wider Academy
Galadimawa Primary School
Gimsa Primary School
Gurbuli Primary School
Jigawan Sur Primary School
Kunwur Primary School
Marang Primary School
Ndukum Primary School
Saint Philip Nursery School Unguwan Rimi
Sur Dhni Primary School
Wadata Primary School
Abuja Primary School
Bazanshi Bakin Kogi Primary School
Boi Primary School
Cornelius Memorial School Dinki
Dashem Yelwa Primary School
Doli Primary School
Gambar Lere Kufai Primary School
Ginzum Primary School
Gwarangah Primary School
Jollong Primary School
Kurum Bakin Kasuwa Primary School
Maryam Giji Primary School
Ngishak Primary School
Sur Primary School
Wana Nomadic Primary School
Zakkam Primary School
Bom Primary School
Dashem Yelwa Nomadic Primary School
Datsang Primary School
Dundu Nomadic Primary School
Gambar Lere Primary School
Girmala Primary School
Gwaska Bom Primary School
Gyal ? Chong Academy Unguwan Rimi
Kaduna Primary School
Kesun Science Academy.
Kurum Dodo Primary School
Mhn ? Wuri Primary School
Pamcipam Primary School
Tadnum Primary School
Wurgub Primary School
Zhergi Primary School
Banram B Primary School
Bongah Primary School
Bright Way Nursery School Banram
Cocin Metropolitan Nursery And Primary School
Dazara Primary School
Dungah Primary School
Gambar Zugum Bakin Kogi Primary School
Gizaki Primary School
Gyara Primary School
"Hope Foundation Academy, Bom"
Kafin Musa Primary School
Kurum Kavari Primary School
Molmol Primary School
Project Primary School
Tudun Wada Davan Primary School
Yabra Primary School
Baptist Royal Academy Bogoro
"Baptist Royal Academy, Bogoro"
Bright Way Nursery And Primary School
Garkuwa Nursery School Boi
Gobbiya Hausawa Primary School
Great Foundation Academy
Great Link International Nursery And Primary School Bogoro
Great Link International Schools Bogoro
Gyaran Giji Primary School
Kagadaman Gyara Primary School
Kurum Sarauta Primary School
Muntsira Primary School
Rafin Zurfi Primary School
Unguwan Gyada Primary School
Yabran Kufai Primary School
Banram South Primary School
Bugun Primary School
Destiny Nursery School
Dinki Primary School
Dutsen Goggo Nomadic Primary School
Gambar Zugum Cikin Gari Primary School
Gobbiya Kazar Primary School
Gonto Memorial Nursery School Mwari
Jangyar Angale Primary School
Kampani Primary School
Kwablang Gizaki Primary School
Murai Primary School
Sabon Abuja Primary School
Success Academy Nursery And Primary School
Unguwan Marke Primary School
Yangal Bisa Primary School
Bar Arewa Primary School
Bunguru Primary School
Community Nursery And Primary School
Dinkin Fate Primary School
Dutsen Lawan Primary School
Gambar Zugum Primary School
Gobbiya Primary School
Hope Foundation School Bom
Jangyar Primary School
Kijim Primary School
Lafiyan Sara Primary School
Mwari Primary School
Perfect Staff School Mwari
Sang Dutse Primary School
Unguwan Rimi Primary School
Yangal Hayi Primary School
Arewa Lusa Primary School
Devine Destiny Nursery And Primary School
"Genesis Nursery And Primary School, Dunga"
Kwablang Lusa Primary School
Lusa Primary School
Manzo Nursery School Sum
Mbal Lusa Primary School
Mwa ? Yalt Css Lusa
Mwari Sabon Makaranta Primary School
Nasarawan Lusa Primary School
Providenc Academy Lusa
Providence Academy Lusa
Saran Kasa Primary School
Unguwan Waje Primary School
Yangal Primary School
Ali Toro Nursery And Primary School
Bala Haruna Islamiyya Primary School
Dagauda Central Primary School
Dagauda North Primary School
Gajjal Primary School
Gallam Primary School Dagauda
Gloss View Nur/Pry School
Hiduyaul Haqqun Fidtahafizul Islamiyya Dagauda
Lailai Primary School
Madarasatu Ahmed Litahfizil Quran Dagauda
Madarasatul Malikiyya Tahfizul Quaran
Miftahlil Janna
Mohammed Alkali Nursery Primary School
Yayari Dagauda Primary School
Al-Mubarak Model School
Albarka  Nusery &Amp; Primary School
Arku Primary School
Garin Babaji Primary School
Garin Busa Primary School
Garin Doka Primary School
Garin Kachalla Primary School
Jale Primary School
Madarassatul Ahmed Tafisul Quran Damban
Madawai Babba Primary School .
Nahuta Primary School
Watakabu Primary School
Bagau Primary School
Banjine Primary School
Burku Nomadic Primary School
Dagwargwan Primary School
Dorawa Primary School
Fadilau Primary School
Gargawa Primary School
Garin Jarum Primary School
Janda Primary School
Kintuwa Primary School
Maljaussunnah Islamiyya School Damban
Masille Primary School .
Ngaima Primary School
Wuro Sale Primary School
Yaba Primary School
"Al-Mubarak Model Academy For Islamic Civilization,Damban"
Barkeji Primary School
Dallari Primary School
Dinchi Primary School
Durwari Primary School
Garai Eccde
Garin Jarmai Primary School
Garuza Primary School
Karya Shinge Primary School
Kwap-Kwap Primary School
Minchika Primary School
Ningo Primary School
Yayarin Damban Primary School
"Albarka International School,Damban"
Baru Primary School
Damban North Primary School
Diri Primary School
Fagam Primary School
Garin Sura Primary School
Gataho Primary School
Gurbana Primary School
Minyo Primary School
Rama - Rama Primary School
Rumbuna Primary School
Tingariye Primary School
Wayun Primary School
Zakar Damban Primary School .
Abdurrahman Islamiyya Primary.
Ahmad Aliyu Tafizul Quran Jalam
Ali Makama Islamiya Primary School
Fiyali Primary School
Gamji Memorial Nursery And Primary School
Haladu Ayuba Primary School.
Ibtidaiya Primary School Jalam
Jalam Central Primary School
Madarasatul Ihiya Ussunnah Jalam
"Madarasatul Nurul Huda Isl. School, Jalam"
Madawai Garga Primary School
Maljaussunah Islamiya Primary School Jalam
Mohd Mohd Isl. Jalam
Tanko Ibrahim Memorial Academy Jalam
Ahmed Aliyu Primary School
Ardu-Silahi Damba
Bakun Primary School
Bale Primary School
Biniyu Primary School
Damban Model Central Primary School
Damiyo Primary School
Fagarau Primary School
Ganjiwa Primary School
Garin Aba Primary School
Girgam Primary School
Land Of Peace Primary School
Lubai Primary School
Taiyu Primary School
Zaure Primary School
Birniwa Primary School
Bulus Primary School
Depa Nursery School Dembam
Gaina Primary School
Garin Jarim Kasuwa Primary School
Kuchi Tabagau Primary School
Luchambi Primary School
Madarastu Sabilu Huda Islamiyya Damban
Madrasatul Fudiyyah Primary School
Mohammed Mohammed Isl. Primary School Damabm
Tashan Garba Primary School
Tungwane Primary School
Yame Primary School
Bakin Kasuwa Primary School
Dutsin Bugwai Primary School
Gamawa Primary School
Kesala Primary School
Kintiski Primary School
Kulus  Primary School
Kwadatala Primary School
Malatin Primary School
Muhammed Lele Islamiyya Primary School
Muhammed Muhammed Islamiya
Sabilul Rashad Islamiyya Damban
Umar Abdullahi Primary School
Yanda Bayo Primary School
Yantoku Primary School
Baladuwai Primary School
Chadi Primary School
Danewa Islamic School Damban
Dibo Primary School
Garai Primary School
Gjss-Gugulin
Gwaramawa Primary School
Lumbo Primary School
Mudana Primary School
Muzuwa Primary School
Sabon Rijiya Primary School
Tale Primary School
Wahu Primary School.
Zaura Primary School
Abasama Government Junior Sec.Sch  Darazo
Abasama Primary School
Ajhajiri Nomadic Primary School
Ajiyayari Primary School
Asasul Islam Darazo
Bagaji Primary School Bagaji
Bagurum Primary School
Bali Primary School
Bingi Primary School
Bugwai Primary School
Dafatuwo Namadic
Darul Arqam Global Academy Nusary And Primary School
Dayi Primary School
Dosho
Eccde Maiduguri Road Darazo
Eccde Mcps Darazo
Fahimta Progressive Nur/Primary School
Fate Primary School
Fomwan Day Care Nur/Primary
Fudiyyah International Academy
Fulataran Primary School
Gadon Jauri Primary School
Galan Sade Primary School
Ganjigina Primary School
Garin Abare Primary School
Garin Kashi Primary School
Garin Liman Primary School
Gidado Jamaare Primary School
Gjss Jimin
Gjss Nahutan Darazo
Gjss Yalwan Darazo
Gungulun Ibrahim Primary School
Gwacca Primary School
Hamza Ibrahim Primary School Sade
Hatch Academy Nusary And Primary School Darazo
Hayatul Islam Primary School Darazo
Iqraa Integrated Accademy Darazo
Isa Memorial Nursery And Primary School
"Isah Memorials Academy ,Darazo"
Jauro Baba
Jauro Bappa Primary School
Jauro Tatta Primary Darazo
Jauro Yuguda Primary School
Koli Bajji Primary School
Konkiyel West Primay School
Kottuje Primary
Lemari Primary School
Model Central Primary School Darazo
Nahutan Darazo Primary School.
Nural~Islam
Nurul Huda
Ramfa Primary School
Regar Kela
Sabogarin Lanzai Primary School
Sabongarin Primary School Sade
Sauke
School For Higher Islamic Studies Of Jibwis Ajiyari Nahutan Darazo Anex
Sheilk Jaafar Mahamud
Sunshine Academy Darazo
Tashar Ladi Primary Schhool
Taura Primary School
Tsamiya
Unguwar Hardo Primary School
Unguwar Jarmai Primary School Darazo
Wuro Dole Primary School
Wuro Jabbi Nomadic Primary
Yalwan Darazo Primary School
Yalwan Lanzai Primary School
Zaid Bin Sabit Academy
Zobo Primary School
Ayuba Memorial Primary School
Baguba Primary School
Bajarin Primary School
Buburi Primary School
Dafa Tuwo
Dallol Primary School
Duwo Primary School
Eccde Central Primary School Gabarin
Fulanin Kaba Nomadic
Sabon Garin Yautare Primary School
Umar Jibrin Primar School Gabarin
Unguwar Barde Primary School
Wuro Bayu Primary School
Yolawo Primary School
Bulamari Primary School
C.B.C.C. Gurduba
Chikauje Nomadic Primary School
Dambaji Primary School
Gabchiyari Primary School
Garin Gwano Primary School
Gaura Primary School
Indabo
Jimin
Kaigamari Primary School
Lafiyaru Primary School
Makiya Primary School
Bakoti Primary School
Central Primary School Konkiyel
Daba Babba Primary School
Diggiri Primary School
Gakkulan Audi Primary School
Garin Dare Primary School
Garin Lesa Primary School
Jalingo Eccde And Primary School
Jss Tsamiya
Kanya Primary School
Larabawa Primary School
Maluri Primary School
Taude Primary School
Unguwar Galadima Primary School
Zaga Primary School
Bogoyel Primary School
Central Primary School Lago
Dalagobe Junior Sec.Sch.
Dalagobe Nomadic Primary School
Garin Chindo Primary School
Garn Malam Hussaini Primary School
Gastanga Primary School
Kadage Nomadic
Kari Primary School
Lefere Primary School
Pandum Primary School
Tagojen-Sade Primary School
Tsangayarin Gabchiyari Primary School
Wuro Bokki
Zankwada Primary School
Aliya Primary School
Babayen Papa Primary School
Bakarkashi Primary School
Bulawa Primary School
Dulali
Early Child Care Development Education Cps Lanzai
Early Child Care Development Education Lanzai
Eccd Garin Abare
Gagara Badau Primary School
Gakkulan Ganuwa Primary School
Garin Manuje Primary School
Garin Wargi
Gjss Lanzai Tasha
Lanzai Central Primary School
Lanzai Model Academy
Lanzai Tasha Primary School
Madugu/Yaryaya
Minchika
Nahutan Lanzai
Sabon Layin Kaugama Primary School
Special Primary School Lanzai
Almajiri Model Primary Schoool Sade
Babyen Sade Primary School
E.C.C.D.E Sade
Early Child Care Development Education Cps Sade
Gangalawai Primary School
Gongoro Nomadic Primary School
Iqra Intergrated Acamemy Sade
Jiro Primary School
Korawan Papa Primary School
Model Central Primary School Sade
Nahutan Sade Primary School
Rugar Rafi Primary School Rigar Rafi
Tahafizul Quran Sade
Bagon Hausa  Hausa Primary School
Dogonruwa Primary School
Eccde Duwo Tauya Darazo
Fudiyya Nursery And Primary School
Garin Dayi Primary School
Garin Malam Primary School
Gemeku Nomadic Primary School
Kaugama Primary School
Kayau Primary School
Logge
Magume Primary School
Rugar Baffawa Primary School
Sheik Jaafar Mahamud Adam
Unguwar Jauro Primary School Konkiyel
Yashi
Chiroma Waziri/Wuro Borno Primary School
Garin Dande Primary School
Garin Mairake Primary School
Jimi
Kafun Primary School
Kinchi Primary School
Kwarati Primary School
Shadarki Primary School
Tagujen-Yautare Primary School
Tauya Primary School
Yabusala Primary School
Yautare Primary School
Magama Comprehensive
Upper Basic Government Junior Secondary School Badikko
Upper Basic Government Junior Secondary School J/Tsauni
Upper Basic Government Junior Secondary School Rahama
Upper Basic Government Junior Secondary School Salarma
Upper Basic Government Junior Secondary School Zongon Polchi
Upper Basic Junior Secondary School Jangari Toro
Upper Basic Junior Secondary School Unguwan Jinkai
Government Day Junior Secondary School Tulu
Upper Basic Government Junior Secondary School Dogon Awu Nomadic
Upper Basic Government Junior Secondary School Kwacciyel
Upper Basic Government Junior Secondary School Polchin Kanawa
Upper Basic Government Junior Secondary School Tama
Upper Basic Government Junior Secondary School Tukurkuje
Upper Basic Government Secondary School Bakin Kogi
Upper Basic Junior Secondary School Matari Toro
Upper Basic Secondary School Ririwan Dalma
Government Day Secondary School Zalau
Magama Comprehensive Academy
Staff Nursary Primary School Government College Toro
Upper Basic Government Junior Secondary School Ganye
Upper Basic Government Junior Secondary School Makera
Upper Basic Government Junior Secondary School Rishi
Upper Basic Government Junior Secondary School Wundi
Upper Basic Junior Secondary School Dadabe 1
Upper Basic Junior Secondary School Sunkuye
Government Junior Secondary School Dagun Dutse
Government Junior Secondary School Tuya
Government Junior Secondary School Dallaji
Government Junior Secondary School Wuha
Government  Junior Secondary School Ingila
Government Junior Secondary School Gabaya
Government Junior Secondary School Yayari
Government Junior Secondary Bunga
Government Junior Secondary School Ismaila Boyi
Government Junior Secondary School Zurgwai
Government Junior Secondary School Aru
Government Junior Secondary School Gabanga
Government Junior Secondary School Kadalen Bubuna
Government Junior Secondaryschool Haya Warji
Government Junior Secondary School Badayeso
Government Junior Secondary School Kadalen Kanawa
Government Junior Secondary School Katanga
College For Arabic Studies
Government Junior Secondary School Baima
Government Junior Secondary School Kankare
Junior Secondary School Dansai
Government Junior Secondary School Bakwi
Government Junior Secondary School Gawo
Government Junior Secondary School Lallan
Government Junior Secondary School Lirnaa
College For Arabic And Islamic Studies Tuya
Government Junior Secondary School Bura
Government Junior Secondary School Rumba
Government Junior Secondary School Dagu
Government Junior Secondary School Tudun Alheri
Government Junior Secondary School Tudun Wada
Government Day Junior Secondary School Garin Gami
Government Junior Secondary School Alangawari
Government Junior Secondary School Kafin Larabawa
Government Junior Secondary School Lodiyo
Government Day Junior Secondary School Murmur
Government Day Secondary School Bursali
Government Junior Secondary School Madufa
Government Junior Secondary School Amarmari
Government Junior Secondary School Gumai
Government Junior Secondary School Maikore
Government Junior Secondary School Maraba Gumai
Government Junior Secondary School Waziri Sakwa
Government Secondary School Katagum
"Sheikh Ibrahim Zaki College For Arabic And Islamic Studies, Katagum"
Government Junior Secondary School Ariri
Government Junior Secondary School Mainako
Government Junior Secondary School Nasarawa
Government Junior Secondary School Barwari
Government Junior Secondary School Maiwa
Government Junior Secondary School Sandigalau
Government Junior Secondary School Gauya
Government Junior Secondary School Makawa
Government Junior Secondary School Gurka
Government Junior Secondary School Jajeri
