zone,state,lga,ward,school
North West,Jigawa,Gagarawa,Gagarawa Tasha,"Makerabu Primary School, Makerabu"
North West,Jigawa,Gagarawa,Gagarawa Tasha,Nasarawa Primary School
North West,Jigawa,Gagarawa,Gagarawa Tasha,New  Model  P.Rimary School
North West,Jigawa,Gagarawa,Gagarawa Tasha,Tsohon Asibiti Quranic Primary School
North West,Jigawa,Gagarawa,Gagarawa Tasha,"Tudun Fulani Nomadic Primary School, Tudunfulani"
North West,Jigawa,Gagarawa,Garin Chiroma,"Garin Ciroma Primary School, Garinchiroma"
North West,Jigawa,Gagarawa,Garin Chiroma,"Garin Dutse Primary School, Garin Dutse Fulani"
North West,Jigawa,Gagarawa,Garin Chiroma,"Garin Gada Primary School, Garin Gada"
North West,Jigawa,Gagarawa,Garin Chiroma,"Garin Goto Primary School, Garin Goto"
North West,Jigawa,Gagarawa,Garin Chiroma,"Kangarwa Primary School, Kangarwa"
North West,Jigawa,Gagarawa,Garin Chiroma,Kawari Nomadic Primary School
North West,Jigawa,Gagarawa,Garin Chiroma,Makwai Nomadic Primary School
North West,Jigawa,Gagarawa,Garin Chiroma,"Unguwar Liman Primary School, Unguwar Liman"
North West,Jigawa,Gagarawa,Kore Balatu,"Dandidi Primary School, Andidi"
North West,Jigawa,Gagarawa,Kore Balatu,"Gurfeli Primary School, Gurfeli"
North West,Jigawa,Gagarawa,Kore Balatu,"Kanyu Primary School, Kanyu"
North West,Jigawa,Gagarawa,Kore Balatu,"Kore Sabuwa Primary School, Kore Sabuwa"
North West,Jigawa,Gagarawa,Kore Balatu,"Korebalatu Primary School, Kore Balatu"
North West,Jigawa,Gagarawa,Kore Balatu,"Malam Ada Primary School, Malam Ada"
North West,Jigawa,Gagarawa,Kore Balatu,Wadi Nomadic Primary School
North West,Jigawa,Gagarawa,Madaka,"Akwai Allah Primary School, Akwai Allah"
North West,Jigawa,Gagarawa,Madaka,"Dangada Nomadic Primary School, Dandaga Fulani"
North West,Jigawa,Gagarawa,Madaka,"Habatsai Primary School, Habatsaai"
North West,Jigawa,Gagarawa,Madaka,"Karya Kaho Primary School, Karya Kaho"
North West,Jigawa,Gagarawa,Madaka,"Madaka Primary School, Madaka"
North West,Jigawa,Gagarawa,Madaka,"Malambaki Primary School, Malam Baki"
North West,Jigawa,Gagarawa,Madaka,"Yanhota Islamiya Primary School, Yanhota"
North West,Jigawa,Gagarawa,Maiaduwa,"Baraye Primary School, Baraye"
North West,Jigawa,Gagarawa,Maiaduwa,"Danmadai Primary School, Danmadai"
North West,Jigawa,Gagarawa,Maiaduwa,Hardo Ado Nomadic Primary
North West,Jigawa,Gagarawa,Maiaduwa,Kwalam/Jankawa Fulani Primary School
North West,Jigawa,Gagarawa,Maiaduwa,"Manda Nomadic Primary School, Manda"
North West,Jigawa,Gagarawa,Maiaduwa,"Tsangaya Model Mai Aduwaprimary School, Maiaduwa"
North West,Jigawa,Gagarawa,Maiaduwa,Yelwa Nomadic Primary School
North West,Jigawa,Gagarawa,Maikilili,"Bela Nomadic Primary School, Bela"
North West,Jigawa,Gagarawa,Maikilili,"Dannani Primary School, Dannani"
North West,Jigawa,Gagarawa,Maikilili,"Hardo Kwalle Nomadic Primary School, Hardo Kwalle"
North West,Jigawa,Gagarawa,Maikilili,"Magaji Kufai Primary School, Magaji Kufai"
North West,Jigawa,Gagarawa,Maikilili,Maikilili Primary School
North West,Jigawa,Gagarawa,Maikilili,"Medin Laban Primary School, Medin Laban"
North West,Jigawa,Gagarawa,Maikilili,Zaro Nomadic Primary School
North West,Jigawa,Gagarawa,Medu,"Dogon Dawa Primary School, Dogondawa"
North West,Jigawa,Gagarawa,Medu,"Hardo Lawan Nomadic Primary School, Rigar Naannabi"
North West,Jigawa,Gagarawa,Medu,"Mai Aduwa Primary School, Mai Aduwa"
North West,Jigawa,Gagarawa,Medu,"Medu Special Primary School, Medu"
North West,Jigawa,Gagarawa,Medu,"Mutumbi Primary School, Mutumbi"
North West,Jigawa,Gagarawa,Medu,Tarbiyatul Islam Islamiyya Medu
North West,Jigawa,Gagarawa,Medu,"Zingaran Primary School, Zingaran"
North West,Jigawa,Gagarawa,Yalawa,"Ganji Primary School, Ganji"
North West,Jigawa,Gagarawa,Yalawa,Hardo Maihura Nomadic Primary School
North West,Jigawa,Gagarawa,Yalawa,"Jaftar Primary School, Jaftar"
North West,Jigawa,Gagarawa,Yalawa,Madarasatul Tarbiyyatul Islam Yalawa
North West,Jigawa,Gagarawa,Yalawa,"Maijiruwa Primary School, Maijiruwa"
North West,Jigawa,Gagarawa,Yalawa,"Sarkin Dare Primary School, Sarki Dare"
North West,Jigawa,Gagarawa,Yalawa,"Yalawa Primary School, Yalawa"
North West,Jigawa,Gagarawa,Zarada,"Bula Primary School, Bula"
North West,Jigawa,Gagarawa,Zarada,"Gayawar Malam Primary School, Gayawar Malam"
North West,Jigawa,Gagarawa,Zarada,Hardo Yakubu Nomadic Primary School
North West,Jigawa,Gagarawa,Zarada,"Kabiwa Primary School, Kabewa"
North West,Jigawa,Gagarawa,Zarada,"Maitsintsiya Primary School, Maitsintsiya"
North West,Jigawa,Gagarawa,Zarada,"Shirinya Primary School, Shirinya Fulani"
North West,Jigawa,Gagarawa,Zarada,"Zarada Primary School, Zarada"
North West,Jigawa,Garki,Buduru,"Aduwa Primary School, Aduwa"
North West,Jigawa,Garki,Buduru,"B/Shabara Islamiyya Primary School, Bakan Shabara"
North West,Jigawa,Garki,Buduru,"Buduru Primary School, Buduru"
North West,Jigawa,Garki,Buduru,"Danbarwa Nomadic Primary School, Danbarwa"
North West,Jigawa,Garki,Buduru,Dandagare Primary School
North West,Jigawa,Garki,Buduru,"Dukawa Primary School, Dukawa"
North West,Jigawa,Garki,Buduru,"Gasatanni Nomadic Primary School, Gasatanni"
North West,Jigawa,Garki,Buduru,"Gurarraji Primary School, Gurarraji"
North West,Jigawa,Garki,Buduru,"Kashin Ganji Primary School, Kashin Ganji"
North West,Jigawa,Garki,Buduru,"Lautai Primary School, Lautai"
North West,Jigawa,Garki,Buduru,"Nabanawa Primary School, Nabanawa"
North West,Jigawa,Garki,Buduru,"Tsakitan Nomadic Primary School, Tudun Wada"
North West,Jigawa,Garki,Doko,Danya Islamiyya Primary School
North West,Jigawa,Garki,Doko,"Doko Islamiyya Primary School, Doko"
North West,Jigawa,Garki,Doko,"Doko Primary School, Doko"
North West,Jigawa,Garki,Doko,"Guruma Nomadic Primary School, Guruma"
North West,Jigawa,Garki,Doko,"Kattakarawa Nomadic Primary School, Kattakarawa"
North West,Jigawa,Garki,Doko,"Mai Kambu Nomadic Primary School, Mai Kambu"
North West,Jigawa,Garki,Doko,"Nasakar Primary School, Nasakar"
North West,Jigawa,Garki,Doko,"Tsalle Primary School, Tsalle"
North West,Jigawa,Garki,Doko,"Tsangaya Mallam Faruku Usman, Doko"
North West,Jigawa,Garki,Doko,"Tsangaya Mallam Shisu Ibrahim Zakariya, Doko"
North West,Jigawa,Garki,Garki,"Binta Abubakar Islamiyya Primary School, Garki"
North West,Jigawa,Garki,Garki,Community Nursey And Primary School
North West,Jigawa,Garki,Garki,"Garki Islamiyya Primary School, Garki"
North West,Jigawa,Garki,Garki,"Garki Model Primary School, Garki"
North West,Jigawa,Garki,Garki,Garki Special Primary School
North West,Jigawa,Garki,Garki,"Garki Special Primary School, Garki"
North West,Jigawa,Garki,Garki,"Islamic Comprehensive School, Garki"
North West,Jigawa,Garki,Garki,"Janbulo Islamiyya Primary School, Garki"
North West,Jigawa,Garki,Garki,Koyoma Primary School
North West,Jigawa,Garki,Garki,"Kwanar Garki Primary School, Garki"
North West,Jigawa,Garki,Garki,"Mahoni Primary School, Mahoni Garki"
North West,Jigawa,Garki,Garki,"Nysc Nursery And Primary School, Garki"
North West,Jigawa,Garki,Garki,"Santami Private Primary School, Garki"
North West,Jigawa,Garki,Garki,Tsangaya Mallam Abdurrazaku
North West,Jigawa,Garki,Garki,Tsangaya Mallam Alkasim (Sabuwar Unguwa Islamiyya)
North West,Jigawa,Garki,Garki,Tsangaya Mallam Ismaila Hussaini
North West,Jigawa,Garki,Garki,Tsangaya Mallam Saleh Biniya
North West,Jigawa,Garki,Garki,Tsangaya Mallam Sani Mai Sa Daya (Qur-Anic Integration School)
North West,Jigawa,Garki,Garki,Tsangaya Mallam Sani Naibi
North West,Jigawa,Garki,Garki,Tsangaya Nabanawa
North West,Jigawa,Garki,Garki,Tsangayar Malama Rakiya Adamu
North West,Jigawa,Garki,Garki,"Yanfure Primary School, Garki"
North West,Jigawa,Garki,Gwarzon Garki,"Babande Primary School, Babande"
North West,Jigawa,Garki,Gwarzon Garki,"Dandibilo Primary School, Dandibilo"
North West,Jigawa,Garki,Gwarzon Garki,"Dunkumi Primary School, Dunkumi"
North West,Jigawa,Garki,Gwarzon Garki,"Gayawa Primary School, Gayawa"
North West,Jigawa,Garki,Gwarzon Garki,"Gwarzon Garki Primary School, Gwarzon Garki"
North West,Jigawa,Garki,Gwarzon Garki,"Hardo Gabas Nomadic Primary School, Hardo Gabas"
North West,Jigawa,Garki,Gwarzon Garki,"Kaya Central Primary School, Kaya"
North West,Jigawa,Garki,Gwarzon Garki,Kudu Nomadic Primary School
North West,Jigawa,Garki,Gwarzon Garki,"Maigaggafa Primary School, Maigaggafa"
North West,Jigawa,Garki,Gwarzon Garki,"Nelbire Nomadic Primary School, Nelbire"
North West,Jigawa,Garki,Gwarzon Garki,Tsangaya Mallam Dan-Dawanau
North West,Jigawa,Garki,Jirima,"Balalashe Primary School, Balallashe"
North West,Jigawa,Garki,Jirima,"Dankargo Primary School, Dankargo"
North West,Jigawa,Garki,Jirima,"Duwala Primary School, Duwalu"
North West,Jigawa,Garki,Jirima,"Gebawa Primary School, Gebawa"
North West,Jigawa,Garki,Jirima,Guruma Nomadic Primary School
North West,Jigawa,Garki,Jirima,"Jaftawa Primary School, Jaftawa"
North West,Jigawa,Garki,Jirima,"Jirima Islamiyya Primary School, Jirima"
North West,Jigawa,Garki,Jirima,"Jirima Primary School, Jirima"
North West,Jigawa,Garki,Jirima,"Kaya Islamiyya Primary School, Kaya"
North West,Jigawa,Garki,Jirima,"Maigatari Primary School, Maigatari"
North West,Jigawa,Garki,Jirima,"Sayori Islamiyya Primary School, Sayori"
North West,Jigawa,Garki,Jirima,"Umbono Primary School, Umbono"
North West,Jigawa,Garki,Kanya,"Dakace Primary School, Dakace"
North West,Jigawa,Garki,Kanya,"Dankarofi Primary School, Dankarofi"
North West,Jigawa,Garki,Kanya,"Fafen-Gawo Primary School, Fagen-Gawo"
North West,Jigawa,Garki,Kanya,"Gidan Baki Primary School, Gidan Baki"
North West,Jigawa,Garki,Kanya,"Jangari Primary School, Jangari"
North West,Jigawa,Garki,Kanya,"Kanya Mai Kaho Primary School, Kanya Mai Kaho"
North West,Jigawa,Garki,Kanya,"Kekau Primary School, Kekau"
North West,Jigawa,Garki,Kanya,Mahoni Primary School
North West,Jigawa,Garki,Kanya,"Makangawa Primary School, Makangawa"
North West,Jigawa,Garki,Kanya,"Sayori Primary School, Sayori"
North West,Jigawa,Garki,Kanya,"Unguwar Bako Primary School, Unguwar Bako"
North West,Jigawa,Garki,Kargo,"Danmaigari Primary School, Danmaigari"
North West,Jigawa,Garki,Kargo,"Fankami Primary School, Fankami"
North West,Jigawa,Garki,Kargo,"Gidan Gayya Primary School, Gidan Gayya"
North West,Jigawa,Garki,Kargo,"Jarimawa Primary School, Jarimawa"
North West,Jigawa,Garki,Kargo,"Kargo Central Primary School, Kargo"
North West,Jigawa,Garki,Kargo,"Kargo Islamiyya Primary School, Kargo"
North West,Jigawa,Garki,Kargo,"Kita Primary School, Kita"
North West,Jigawa,Garki,Kargo,"Makera Primary School, Makera"
North West,Jigawa,Garki,Kargo,"Sugungun Islamiyya Primary School, Sugungun"
North West,Jigawa,Garki,Kargo,"Unguwar-Ganji Primary School, Unguwar-Ganji"
North West,Jigawa,Garki,Kore,"Gidan Maza Primary School, Gidan Maza"
North West,Jigawa,Garki,Kore,"Jaya Primary School, Jaya"
North West,Jigawa,Garki,Kore,"Koguran Sabuwa Primary School, Koguran Sabuwa"
North West,Jigawa,Garki,Kore,"Kore Central Primary School, Kore"
North West,Jigawa,Garki,Kore,"Kore Islamiyya Primary School, Kore"
North West,Jigawa,Garki,Kore,"Malamawa Primary School, Malamawa"
North West,Jigawa,Garki,Kore,"Sugungun Primary School, Sugungun"
North West,Jigawa,Garki,Kore,Tsangaya Mallam Usman Kore
North West,Jigawa,Garki,Kore,"Yar-Barewa Primary School, Yar-Barewa"
North West,Jigawa,Garki,Muku,"Ajura Primary School, Ajura"
North West,Jigawa,Garki,Muku,"Daki-Daka Primary School, Daki-Daka"
North West,Jigawa,Garki,Muku,"Danyaka Nomadic Primary School, Danyaka"
North West,Jigawa,Garki,Muku,"Galadimawa Primary School, Galadimawa"
North West,Jigawa,Garki,Muku,"Giyayya Nomadic Primary School, Giyayya"
North West,Jigawa,Garki,Muku,"Koguran Tsohuwa Primary School, Koguran Tsohuwa"
North West,Jigawa,Garki,Muku,"Masheme Islamiyya Primary School, Masheme"
North West,Jigawa,Garki,Muku,"Muku Primary School, Muku"
North West,Jigawa,Garki,Muku,"Tagwaye Primary School, Tagwaye"
North West,Jigawa,Garki,Muku,"Zaidawa Primary School, Zaidawa"
North West,Jigawa,Garki,Rafin Marke,"Danbako Primary School, Danbako"
North West,Jigawa,Garki,Rafin Marke,"Daurawa Nomadic Primary School, Daurawa"
North West,Jigawa,Garki,Rafin Marke,"Ganga Nomadic Primary School, Ganga"
North West,Jigawa,Garki,Rafin Marke,"Gubrai Primary School, Gubrai"
North West,Jigawa,Garki,Rafin Marke,"Kabawa Primary School, Kabawa"
North West,Jigawa,Garki,Rafin Marke,"Kududdufawa Primary School, Kududdufawa"
North West,Jigawa,Garki,Rafin Marke,"Masheme Primary School, Masheme"
North West,Jigawa,Garki,Rafin Marke,"Rafin Jatau Primary School, Rafin Jatau"
North West,Jigawa,Garki,Rafin Marke,"Rafin Marke Primary School, Rafin Marke"
North West,Jigawa,Garki,Rafin Marke,"Tagwayen-Fage Primary School, Tagwayen Fage"
North West,Jigawa,Garki,Rafin Marke,"Zakoki Primary School, Zakoki"
North West,Jigawa,Garki,Siyori,"Abbawa Nomadic Primary School, Abbawa Fulani"
North West,Jigawa,Garki,Siyori,"Asayaya Primary School, Asayaya"
North West,Jigawa,Garki,Siyori,Danbarage Primary School
North West,Jigawa,Garki,Siyori,"Danbarage Primary School, Danbarage"
North West,Jigawa,Garki,Siyori,"Dorai Primary School, Dorai"
North West,Jigawa,Garki,Siyori,"Gangara Primary School, Gangara"
North West,Jigawa,Garki,Siyori,"Gunzara Primary School, Gunzara"
North West,Jigawa,Garki,Siyori,"Karaye Primary School, Karaye"
North West,Jigawa,Garki,Siyori,"Kurgunguma Primary School, Kurgunguma"
North West,Jigawa,Garki,Siyori,"Matsari Primary School, Matsari"
North West,Jigawa,Garki,Siyori,"Tankari Primary School, Tankari"
North West,Jigawa,Gumel,Baikarya,"Baikarya Primary School, Baikarya"
North West,Jigawa,Gumel,Baikarya,"Duku Duku Nomadic Primary School, Dukuduku"
North West,Jigawa,Gumel,Baikarya,"Hardo Usaini Nomadicprimary School, Rigar Lawan"
North West,Jigawa,Gumel,Baikarya,"Mijingin Primary School, Mijingini"
North West,Jigawa,Gumel,Baikarya,Sheikul Islam Ibn Taimiyya Islamiyya
North West,Jigawa,Gumel,Baikarya,"Tsamai Nomadic Primary School, Tsamai B Fulani"
North West,Jigawa,Gumel,Baikarya,Tsangaya M Amadu Baikarya
North West,Jigawa,Gumel,Baikarya,Ubayyu Bin Kaab
North West,Jigawa,Gumel,Baikarya,Usman Bn Affan Islamiyya
North West,Jigawa,Gumel,Danama,Abs Compre.  Nursery And Primary Sch.
North West,Jigawa,Gumel,Danama,Ahmed Musa Arabic Thfizul Quran (Abul- Yatam)
North West,Jigawa,Gumel,Danama,"Dan Ama Primary School, Dan Ama"
North West,Jigawa,Gumel,Danama,"Danama Nomadic Islamiyya Primary School, Dan Ama Fulani"
North West,Jigawa,Gumel,Danama,"Fada Islamiya Primary School, Gumel"
North West,Jigawa,Gumel,Danama,Ihyaus Sunnah Alkalaula Islamiyah
North West,Jigawa,Gumel,Danama,Imam Malik Islamiyya Community Primary School
North West,Jigawa,Gumel,Danama,"Model Boarding Primary School, Gumel"
North West,Jigawa,Gumel,Danama,Tsangaya Abdullahi Kokinami
North West,Jigawa,Gumel,Danama,Zaid Bin Thabit
North West,Jigawa,Gumel,Dantanoma,Al-Nasoro Nursery
North West,Jigawa,Gumel,Dantanoma,"Bariki Special Primary School, Gumel"
North West,Jigawa,Gumel,Dantanoma,Ftr Nursery And  Primary School
North West,Jigawa,Gumel,Dantanoma,"Kanjau  B  Nomadic Primary School, Kajau B Fulani"
North West,Jigawa,Gumel,Dantanoma,"Mra Islamiyya Primary School, Gumel"
North West,Jigawa,Gumel,Dantanoma,"Sani  Isiya Dantanoma Primary School, Gumel Town"
North West,Jigawa,Gumel,Dantanoma,Tsangaya Alh Yahaya Dan Ama
North West,Jigawa,Gumel,Dantanoma,"Zuge Primary School, Zuge"
North West,Jigawa,Gumel,Galagamma,Annasoro Islamiyya Primary School
North West,Jigawa,Gumel,Galagamma,"Dagerawa Nomadicprimary School, Dagerawa"
North West,Jigawa,Gumel,Galagamma,"Galagamma Pilot Special  Primary School, Gumel"
North West,Jigawa,Gumel,Galagamma,"Gandun Waziri Nomadicprimary School, Gandun Waziri"
North West,Jigawa,Gumel,Galagamma,"Kanjau Nomadic Primary School, Kanjau A Fulani"
North West,Jigawa,Gumel,Galagamma,"Nakota Model Girls Onlyprimary School, Gumel"
North West,Jigawa,Gumel,Galagamma,Tsangaya M Ado Dan Ogo Barkin Faka
North West,Jigawa,Gumel,Galagamma,"Zuwo Nomadic Primary School, Zuwo Fulani"
North West,Jigawa,Gumel,Garin Alhaji Barka,Alhaji Ali Baban Kambari Primary School
North West,Jigawa,Gumel,Garin Alhaji Barka,Aminu Sani Primary School
North West,Jigawa,Gumel,Garin Alhaji Barka,"Dahiru Attah Central Primary School, Gumel"
North West,Jigawa,Gumel,Garin Alhaji Barka,Danyaya Academy And Islamiyya
North West,Jigawa,Gumel,Garin Alhaji Barka,"Gangara Primary School, Gangara"
North West,Jigawa,Gumel,Garin Alhaji Barka,"Garin Barka Primary School, Garin Barka"
North West,Jigawa,Gumel,Garin Alhaji Barka,"Kokinami Primary School, Kokonami"
North West,Jigawa,Gumel,Garin Alhaji Barka,"Nakota Model Quran  Islamiya Primary School, Gumel"
North West,Jigawa,Gumel,Garin Alhaji Barka,Tsangaya M Badamasi Dan Ama
North West,Jigawa,Gumel,Garin Gambo,Ansarul Sunnah Community Primary School
North West,Jigawa,Gumel,Garin Gambo,"Garin Baki Primary School, Garin Baki"
North West,Jigawa,Gumel,Garin Gambo,"Garin Baushe Islamiyya Primary School, Garin Baushe"
North West,Jigawa,Gumel,Garin Gambo,"Garin Dagariyo Primary School, Garin Dagariyo"
North West,Jigawa,Gumel,Garin Gambo,"Garin Gambo Primary School, Garin Gambo"
North West,Jigawa,Gumel,Garin Gambo,"Liman Mado Primary School, Garin Liman"
North West,Jigawa,Gumel,Garin Gambo,Tsangaya M. Hassan Garin Gambo
North West,Jigawa,Gumel,Gusau,Abuja Primary School Gumel
North West,Jigawa,Gumel,Gusau,Ahmed Mohammed Sani Primary Scool
North West,Jigawa,Gumel,Gusau,Aminu Usman P.A Primary School
North West,Jigawa,Gumel,Gusau,"Dahiru Attah Modelprimary School, Gumel"
North West,Jigawa,Gumel,Gusau,"Girls Child Center Primary School, Gumel"
North West,Jigawa,Gumel,Gusau,"Kuka Uku Nomadic Primary School, Kuka Uku Fulani"
North West,Jigawa,Gumel,Gusau,"Nasoro Special Science Primary School, Gumel"
North West,Jigawa,Gumel,Gusau,Nurul Islam Community Primary School
North West,Jigawa,Gumel,Gusau,Tsangaya M Saley Habu Mijingini
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Ridul Qur`An Islamiyya Primary School
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Sadik International School
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Tsangaya Alaramma Malam Saidu
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Tsangaya Liman
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Tsangayar Alaramma Mallam Idris Husaini
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Tsangayar Dan Jaji Maji
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Tsangayar Malam Hashimu
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Tsangayar Malam Saadu
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Tsangayar Malam Salisu
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Tsangayar Malam Shuibu Shagari
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Umaish International School
North West,Jigawa,Kafin-Hausa,Kafin Hausa,"Waec Primary School, Kafin Hausa"
North West,Jigawa,Kafin-Hausa,Kafin Hausa,"Yamma Primary School, Kafin-Hausa"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Abdallawa Islamiyya Primary School, Abdallawa"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Afarake Primary School, Afarake"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Auno Primary School, Auno"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Bulangu Special Primary School, Bulangu"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Damanyo Primary School, Danyo"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Gafasan Turawa Primary School, Gafasan Turawa"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Hadogur Primary School, Hadogur"
North West,Jigawa,Kafin-Hausa,Kazalewa,Jajeri Primary School
North West,Jigawa,Kafin-Hausa,Kazalewa,"Kamugatawa Primary School, Kamugatawa"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Kullum Primary School, Kullumi"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Kwazalewa Primary School, Kwazalewa"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Limawa Primary School, Limawa"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Maruko Primary School, Maruko"
North West,Jigawa,Kafin-Hausa,Kazalewa,Rugi Nomadic Primary School
North West,Jigawa,Kafin-Hausa,Kazalewa,"Tage Primary School, Tage"
North West,Jigawa,Kafin-Hausa,Kazalewa,Tsurutawa Pri Sch
North West,Jigawa,Kafin-Hausa,Majawa,"Abdallawa Primary School, Abdualawa"
North West,Jigawa,Kafin-Hausa,Majawa,"Afirzina Primary School, Afirzina"
North West,Jigawa,Kafin-Hausa,Majawa,"Aushuran Chiroma Primary School, Ashuran Chiroma"
North West,Jigawa,Kafin-Hausa,Majawa,"Bulangu Yamma Primary School, Bulangu"
North West,Jigawa,Kafin-Hausa,Majawa,Dawasa Islamic Primary School
North West,Jigawa,Kafin-Hausa,Majawa,"Gamayin Primary School, Gamayin"
North West,Jigawa,Kafin-Hausa,Majawa,"Hago Primary School, Hago"
North West,Jigawa,Kafin-Hausa,Majawa,"Kanzan Galadima Primary School, Kukoki"
North West,Jigawa,Kafin-Hausa,Majawa,Kuloma Nomadic Primary School
North West,Jigawa,Kafin-Hausa,Majawa,Kurumbidi Primary School
North West,Jigawa,Kafin-Hausa,Majawa,"Lufida Primary School, Lufuda"
North West,Jigawa,Kafin-Hausa,Majawa,"Majawa Primary School, Majawa"
North West,Jigawa,Kafin-Hausa,Majawa,Maruwa Nomadic Primary School
North West,Jigawa,Kafin-Hausa,Majawa,"Sabara Primary School, Sabara"
North West,Jigawa,Kafin-Hausa,Majawa,Tarbiyatul Aulad/Naziful
North West,Jigawa,Kafin-Hausa,Majawa,"Tuminjira Primary School, Tuminjira"
North West,Jigawa,Kafin-Hausa,Mezan,"Adaraushe Primary School, Adaraushe"
North West,Jigawa,Kafin-Hausa,Mezan,"Aguran Galadima Primary School, Aguran Galadima"
North West,Jigawa,Kafin-Hausa,Mezan,Autako Islamiyya Primary School
North West,Jigawa,Kafin-Hausa,Mezan,"Busori Primary School, Busori"
North West,Jigawa,Kafin-Hausa,Mezan,Dolama Community Primary School
North West,Jigawa,Kafin-Hausa,Mezan,"Gandun Galadima Primary School, Gandun Galadima"
North West,Jigawa,Kafin-Hausa,Mezan,Hariyal Nomadic Primary School
North West,Jigawa,Kafin-Hausa,Mezan,"Kanzan Gari Primary School, Kanzan Gari"
North West,Jigawa,Kafin-Hausa,Mezan,"Kununu Primary School, Kununu"
North West,Jigawa,Kafin-Hausa,Mezan,"Lugga Primary School, Lugga"
North West,Jigawa,Kafin-Hausa,Mezan,"Maruwa Primary School, Maruwa"
North West,Jigawa,Kafin-Hausa,Mezan,"Mezan Primary School, Mezam"
North West,Jigawa,Kafin-Hausa,Mezan,Sabon Gida Islamiyya Primary School
North West,Jigawa,Kafin-Hausa,Mezan,Sharbi Primary School
North West,Jigawa,Kafin-Hausa,Mezan,"Toyawa Primary School, Toyawa"
North West,Jigawa,Kafin-Hausa,Mezan,"Turakawa Primary School, Turakawa"
North West,Jigawa,Kafin-Hausa,Ruba,"Aduya Primary School, Aduya"
North West,Jigawa,Kafin-Hausa,Ruba,"Aguran Magaji Primary School, Aguran Magaji"
North West,Jigawa,Kafin-Hausa,Ruba,"Autako Islamiyya Primary School, Autako"
North West,Jigawa,Kafin-Hausa,Ruba,"Chakwasan Primary School, Chakwasan"
North West,Jigawa,Kafin-Hausa,Ruba,Duwameri Nomadic Primary School
North West,Jigawa,Kafin-Hausa,Ruba,Gazarawa Islamiyya Primary School
North West,Jigawa,Kafin-Hausa,Ruba,"Hatsa Baffawa Primary School, Hatsa Baffawa"
North West,Jigawa,Kafin-Hausa,Ruba,"Kargumaka Primary School, Kargumaka"
North West,Jigawa,Kafin-Hausa,Ruba,Kurubo Primary School
North West,Jigawa,Kafin-Hausa,Ruba,Machuba Primary School
North West,Jigawa,Kafin-Hausa,Ruba,"Masassadi Primary School, Masassadi"
North West,Jigawa,Kafin-Hausa,Ruba,"Ruba Primary School, Ruba"
North West,Jigawa,Kafin-Hausa,Ruba,"Sabon Gida Primary School, Sabon Gida"
North West,Jigawa,Kafin-Hausa,Ruba,Toyawa Babba Islamiyya
North West,Jigawa,Kafin-Hausa,Ruba,"Tsagaiwa Primary School, Tsagaiwa"
North West,Jigawa,Kafin-Hausa,Ruba,"Wuiwui Primary School, Wuiwui"
North West,Jigawa,Kafin-Hausa,Sarawa,Darul Hadith Academic Sarawa
North West,Jigawa,Kafin-Hausa,Sarawa,"Gidan Daddada Primary School, Gidandadda"
North West,Jigawa,Kafin-Hausa,Sarawa,Hatsa Niomadic Ps
North West,Jigawa,Kafin-Hausa,Sarawa,"Kauzawa Primary School, Kauzawa"
North West,Jigawa,Kafin-Hausa,Sarawa,Kurza Islamic Primary School
North West,Jigawa,Kafin-Hausa,Sarawa,Madarasatul Aliyu Islammiya Ps
North West,Jigawa,Kafin-Hausa,Sarawa,"Majeri Gari Primary School, Majeri Gari"
North West,Jigawa,Kafin-Hausa,Sarawa,Matakur Primary School
North West,Jigawa,Kafin-Hausa,Sarawa,Sabon-Gari Islamiyya Pry School
North West,Jigawa,Kafin-Hausa,Sarawa,"Sarawa Islamiyya Primary School, Sarawa"
North West,Jigawa,Kafin-Hausa,Sarawa,"Sarawa Primary School, Sarawa"
North West,Jigawa,Kafin-Hausa,Sarawa,Tsangaya Islamiyya
North West,Jigawa,Kafin-Hausa,Sarawa,Tsangayar Malam Tasiu Sarawa
North West,Jigawa,Kafin-Hausa,Sarawa,Tumbai Fako Primary School
North West,Jigawa,Kafin-Hausa,Sarawa,Wurkine Nomadic Primary School
