session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years,gap_band
2023/2024,Male,Disabled,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2023/2024,Male,Disabled,NABTEB,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Male,Disabled,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,1 year
2023/2024,Male,Disabled,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,0,0,0,0,0,1,0,0,2.1,2 years
2023/2024,Male,Disabled,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2023/2024,Male,Disabled,NABTEB,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Male,Disabled,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,1,1,0,0,0,0,0,1,0,2.1,1 year
2023/2024,Male,Disabled,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,2 years
2023/2024,Male,Disabled,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2023/2024,Male,Disabled,NABTEB,College of Education,lga,Lokoja,North Central,Kogi,Lokoja,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Male,ALL,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,239,174,75,69,6,0,65,99,6,2.1,1 year
2023/2024,Male,ALL,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,103,75,32,30,3,0,28,43,2,2.1,2 years
2023/2024,Male,ALL,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,54,39,17,15,1,0,15,22,2,2.1,3-5 years
2023/2024,Male,ALL,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,16,12,5,5,0,0,4,7,0,2.1,5+ years
2023/2024,Male,ALL,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,109,79,34,31,3,0,30,45,3,2.1,1 year
2023/2024,Male,ALL,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,47,34,15,13,1,0,13,19,2,2.1,2 years
2023/2024,Male,ALL,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,24,18,8,7,1,0,6,10,1,2.1,3-5 years
2023/2024,Male,ALL,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,7,5,2,2,0,0,2,3,0,2.1,5+ years
2023/2024,Male,ALL,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,87,63,27,25,2,0,24,36,2,2.1,1 year
2023/2024,Male,ALL,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,37,27,12,11,1,0,10,15,1,2.1,2 years
2023/2024,Male,ALL,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,19,14,6,6,1,0,5,8,0,2.1,3-5 years
2023/2024,Male,ALL,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,6,4,2,2,0,0,2,2,0,2.1,5+ years
2023/2024,Male,ALL,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,112,81,35,32,3,0,31,46,3,2.1,1 year
2023/2024,Male,ALL,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,48,35,15,14,1,0,13,20,1,2.1,2 years
2023/2024,Male,ALL,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,25,18,8,7,1,0,7,10,1,2.1,3-5 years
2023/2024,Male,ALL,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,8,6,2,2,0,0,2,4,0,2.1,5+ years
2023/2024,Male,ALL,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,51,37,16,15,1,0,14,21,1,2.1,1 year
2023/2024,Male,ALL,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,22,16,7,6,1,0,6,9,1,2.1,2 years
2023/2024,Male,ALL,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,11,8,4,3,0,0,3,4,1,2.1,3-5 years
2023/2024,Male,ALL,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,4,3,1,1,0,0,1,2,0,2.1,5+ years
2023/2024,Male,ALL,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,41,30,13,12,1,0,11,17,1,2.1,1 year
2023/2024,Male,ALL,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,18,13,5,5,0,0,5,8,0,2.1,2 years
2023/2024,Male,ALL,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,9,7,3,3,0,0,2,4,0,2.1,3-5 years
2023/2024,Male,ALL,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,5+ years
2023/2024,Male,ALL,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,35,25,11,10,1,0,10,14,1,2.1,1 year
2023/2024,Male,ALL,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,15,11,5,4,0,0,4,6,1,2.1,2 years
2023/2024,Male,ALL,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,8,6,2,2,0,0,2,4,0,2.1,3-5 years
2023/2024,Male,ALL,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,2,2,1,1,0,0,0,1,0,2.1,5+ years
2023/2024,Male,ALL,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,16,11,5,5,0,0,5,6,0,2.1,1 year
2023/2024,Male,ALL,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,7,5,2,2,0,0,2,3,0,2.1,2 years
2023/2024,Male,ALL,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,4,3,1,1,0,0,1,2,0,2.1,3-5 years
2023/2024,Male,ALL,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2023/2024,Male,ALL,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,13,9,4,4,0,0,4,5,0,2.1,1 year
2023/2024,Male,ALL,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,5,4,2,2,0,0,1,2,0,2.1,2 years
2023/2024,Male,ALL,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2023/2024,Male,ALL,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2023/2024,Male,Disabled,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,16,11,5,4,0,0,5,6,1,2.1,1 year
2023/2024,Male,Disabled,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,7,5,2,2,0,0,2,3,0,2.1,2 years
2023/2024,Male,Disabled,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,3,3,1,1,0,0,0,2,0,2.1,3-5 years
2023/2024,Male,Disabled,WAEC,University,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2023/2024,Male,Disabled,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,7,5,2,2,0,0,2,3,0,2.1,1 year
2023/2024,Male,Disabled,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2023/2024,Male,Disabled,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,2,1,0,0,0,0,1,1,0,2.1,3-5 years
2023/2024,Male,Disabled,WAEC,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Male,Disabled,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,6,4,2,2,0,0,2,2,0,2.1,1 year
2023/2024,Male,Disabled,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,2,2,1,1,0,0,0,1,0,2.1,2 years
2023/2024,Male,Disabled,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2023/2024,Male,Disabled,WAEC,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Male,Disabled,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,7,5,2,2,0,0,2,3,0,2.1,1 year
2023/2024,Male,Disabled,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2023/2024,Male,Disabled,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,2,1,1,0,0,0,1,0,1,2.1,3-5 years
2023/2024,Male,Disabled,NECO,University,lga,Okene,North Central,Kogi,Okene,,,0,1,0,0,0,0,0,1,0,0,2.1,5+ years
2023/2024,Male,Disabled,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,1 year
2023/2024,Male,Disabled,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2023/2024,Male,Disabled,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2023/2024,Male,Disabled,NECO,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Male,Disabled,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,3,2,1,1,0,0,1,1,0,2.1,1 year
2023/2024,Male,Disabled,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2023/2024,Male,Disabled,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,1,0,0,0,0,0,1,0,0,2.1,3-5 years
2023/2024,Male,Disabled,NECO,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Male,Disabled,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,2,2,1,1,0,0,0,1,0,2.1,1 year
2023/2024,Male,Disabled,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2023/2024,Male,Disabled,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,1,0,0,0,0,0,1,0,0,2.1,3-5 years
2023/2024,Male,Disabled,NABTEB,University,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Male,Disabled,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,1 year
2023/2024,Male,Disabled,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,2 years
2023/2024,Male,Disabled,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2023/2024,Male,Disabled,NABTEB,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Male,Disabled,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,1,1,0,0,0,0,0,1,0,2.1,1 year
2023/2024,Male,Disabled,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,2 years
2023/2024,Male,Disabled,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2023/2024,Male,Disabled,NABTEB,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Male,ALL,WAEC,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,477,347,149,137,12,0,130,198,12,2.1,1 year
2023/2024,Male,ALL,WAEC,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,206,150,64,59,5,0,56,86,5,2.1,2 years
2023/2024,Male,ALL,WAEC,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,107,78,33,31,3,0,29,45,2,2.1,3-5 years
2023/2024,Male,ALL,WAEC,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,33,24,10,9,1,0,9,14,1,2.1,5+ years
2023/2024,Male,ALL,WAEC,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,217,158,68,62,5,0,59,90,6,2.1,1 year
2023/2024,Male,ALL,WAEC,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,94,68,29,27,2,0,26,39,2,2.1,2 years
2023/2024,Male,ALL,WAEC,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,49,35,15,14,1,0,14,20,1,2.1,3-5 years
2023/2024,Male,ALL,WAEC,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,15,11,5,4,0,0,4,6,1,2.1,5+ years
2023/2024,Male,ALL,WAEC,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,174,126,54,50,4,0,48,72,4,2.1,1 year
2023/2024,Male,ALL,WAEC,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,75,54,23,21,2,0,21,31,2,2.1,2 years
2023/2024,Male,ALL,WAEC,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,39,28,12,11,1,0,11,16,1,2.1,3-5 years
2023/2024,Male,ALL,WAEC,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,12,9,4,3,0,0,3,5,1,2.1,5+ years
2023/2024,Male,ALL,NECO,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,223,163,70,64,5,0,60,93,6,2.1,1 year
2023/2024,Male,ALL,NECO,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,96,70,30,28,2,0,26,40,2,2.1,2 years
2023/2024,Male,ALL,NECO,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,50,36,16,14,1,0,14,20,2,2.1,3-5 years
2023/2024,Male,ALL,NECO,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,15,11,5,4,0,0,4,6,1,2.1,5+ years
2023/2024,Male,ALL,NECO,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,102,74,32,29,2,0,28,42,3,2.1,1 year
2023/2024,Male,ALL,NECO,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,44,32,14,13,1,0,12,18,1,2.1,2 years
2023/2024,Male,ALL,NECO,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,23,17,7,7,1,0,6,10,0,2.1,3-5 years
2023/2024,Male,ALL,NECO,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,7,5,2,2,0,0,2,3,0,2.1,5+ years
2023/2024,Male,ALL,NECO,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,81,59,25,23,2,0,22,34,2,2.1,1 year
2023/2024,Male,ALL,NECO,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,35,25,11,10,1,0,10,14,1,2.1,2 years
2023/2024,Male,ALL,NECO,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,18,13,6,5,0,0,5,7,1,2.1,3-5 years
2023/2024,Male,ALL,NECO,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,6,4,2,2,0,0,2,2,0,2.1,5+ years
2023/2024,Male,ALL,NABTEB,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,69,50,22,20,2,0,19,28,2,2.1,1 year
2023/2024,Male,ALL,NABTEB,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,30,22,9,9,1,0,8,13,0,2.1,2 years
2023/2024,Male,ALL,NABTEB,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,16,11,5,4,0,0,5,6,1,2.1,3-5 years
2023/2024,Male,ALL,NABTEB,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,5,3,1,1,0,0,2,2,0,2.1,5+ years
2023/2024,Male,ALL,NABTEB,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,32,23,10,9,1,0,9,13,1,2.1,1 year
2023/2024,Male,ALL,NABTEB,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,14,10,4,4,0,0,4,6,0,2.1,2 years
2023/2024,Male,ALL,NABTEB,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,7,5,2,2,0,0,2,3,0,2.1,3-5 years
2023/2024,Male,ALL,NABTEB,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,2,2,1,1,0,0,0,1,0,2.1,5+ years
2023/2024,Male,ALL,NABTEB,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,25,18,8,7,1,0,7,10,1,2.1,1 year
2023/2024,Male,ALL,NABTEB,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,11,8,3,3,0,0,3,5,0,2.1,2 years
2023/2024,Male,ALL,NABTEB,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,6,4,2,2,0,0,2,2,0,2.1,3-5 years
2023/2024,Male,ALL,NABTEB,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,2,1,1,0,0,0,1,0,1,2.1,5+ years
2023/2024,Male,Disabled,WAEC,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,31,23,10,9,1,0,8,13,1,2.1,1 year
2023/2024,Male,Disabled,WAEC,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,13,10,4,4,0,0,3,6,0,2.1,2 years
2023/2024,Male,Disabled,WAEC,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,7,5,2,2,0,0,2,3,0,2.1,3-5 years
2023/2024,Male,Disabled,WAEC,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,2,2,1,1,0,0,0,1,0,2.1,5+ years
2023/2024,Male,Disabled,WAEC,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,14,10,4,4,0,0,4,6,0,2.1,1 year
2023/2024,Male,Disabled,WAEC,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,6,4,2,2,0,0,2,2,0,2.1,2 years
2023/2024,Male,Disabled,WAEC,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2023/2024,Male,Disabled,WAEC,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2023/2024,Male,Disabled,WAEC,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,11,8,4,3,0,0,3,4,1,2.1,1 year
2023/2024,Male,Disabled,WAEC,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,5,4,2,1,0,0,1,2,1,2.1,2 years
2023/2024,Male,Disabled,WAEC,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2023/2024,Male,Disabled,WAEC,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2023/2024,Male,Disabled,NECO,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,15,11,5,4,0,0,4,6,1,2.1,1 year
2023/2024,Male,Disabled,NECO,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,6,5,2,2,0,0,1,3,0,2.1,2 years
2023/2024,Male,Disabled,NECO,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,3,2,1,1,0,0,1,1,0,2.1,3-5 years
2023/2024,Male,Disabled,NECO,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,1,1,0,0,0,0,0,1,0,2.1,5+ years
2023/2024,Male,Disabled,NECO,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,7,5,2,2,0,0,2,3,0,2.1,1 year
2023/2024,Male,Disabled,NECO,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,3,2,1,1,0,0,1,1,0,2.1,2 years
2023/2024,Male,Disabled,NECO,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2023/2024,Male,Disabled,NECO,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Male,Disabled,NECO,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,5,4,2,2,0,0,1,2,0,2.1,1 year
2023/2024,Male,Disabled,NECO,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,2,2,1,1,0,0,0,1,0,2.1,2 years
2023/2024,Male,Disabled,NECO,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2023/2024,Male,Disabled,NECO,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Male,Disabled,NABTEB,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,5,3,1,1,0,0,2,2,0,2.1,1 year
2023/2024,Male,Disabled,NABTEB,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,2,1,1,1,0,0,1,0,0,2.1,2 years
2023/2024,Male,Disabled,NABTEB,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,1,1,0,0,0,0,0,1,0,2.1,3-5 years
2023/2024,Male,Disabled,NABTEB,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Male,Disabled,NABTEB,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,2,1,1,1,0,0,1,0,0,2.1,1 year
2023/2024,Male,Disabled,NABTEB,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2023/2024,Male,Disabled,NABTEB,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2023/2024,Male,Disabled,NABTEB,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Male,Disabled,NABTEB,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,2,1,1,0,0,0,1,0,1,2.1,1 year
2023/2024,Male,Disabled,NABTEB,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,1,1,0,0,0,0,0,1,0,2.1,2 years
2023/2024,Male,Disabled,NABTEB,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,0,0,0,0,0,0,0,0,0,2.1,3-5 years
2023/2024,Male,Disabled,NABTEB,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,0,0,0,0,0,0,0,0,0,2.1,5+ years
2023/2024,Male,ALL,WAEC,University,lga,Idah,North Central,Kogi,Idah,,,0,477,347,149,137,12,0,130,198,12,2.1,1 year
2023/2024,Male,ALL,WAEC,University,lga,Idah,North Central,Kogi,Idah,,,0,206,150,64,59,5,0,56,86,5,2.1,2 years
2023/2024,Male,ALL,WAEC,University,lga,Idah,North Central,Kogi,Idah,,,0,107,78,33,31,3,0,29,45,2,2.1,3-5 years
2023/2024,Male,ALL,WAEC,University,lga,Idah,North Central,Kogi,Idah,,,0,33,24,10,9,1,0,9,14,1,2.1,5+ years
2023/2024,Male,ALL,WAEC,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,217,158,68,62,5,0,59,90,6,2.1,1 year
2023/2024,Male,ALL,WAEC,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,94,68,29,27,2,0,26,39,2,2.1,2 years
2023/2024,Male,ALL,WAEC,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,49,35,15,14,1,0,14,20,1,2.1,3-5 years
2023/2024,Male,ALL,WAEC,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,15,11,5,4,0,0,4,6,1,2.1,5+ years
2023/2024,Male,ALL,WAEC,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,174,126,54,50,4,0,48,72,4,2.1,1 year
2023/2024,Male,ALL,WAEC,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,75,54,23,21,2,0,21,31,2,2.1,2 years
2023/2024,Male,ALL,WAEC,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,39,28,12,11,1,0,11,16,1,2.1,3-5 years
2023/2024,Male,ALL,WAEC,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,12,9,4,3,0,0,3,5,1,2.1,5+ years
2023/2024,Male,ALL,NECO,University,lga,Idah,North Central,Kogi,Idah,,,0,223,163,70,64,5,0,60,93,6,2.1,1 year
2023/2024,Male,ALL,NECO,University,lga,Idah,North Central,Kogi,Idah,,,0,96,70,30,28,2,0,26,40,2,2.1,2 years
2023/2024,Male,ALL,NECO,University,lga,Idah,North Central,Kogi,Idah,,,0,50,36,16,14,1,0,14,20,2,2.1,3-5 years
2023/2024,Male,ALL,NECO,University,lga,Idah,North Central,Kogi,Idah,,,0,15,11,5,4,0,0,4,6,1,2.1,5+ years
2023/2024,Male,ALL,NECO,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,102,74,32,29,2,0,28,42,3,2.1,1 year
2023/2024,Male,ALL,NECO,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,44,32,14,13,1,0,12,18,1,2.1,2 years
2023/2024,Male,ALL,NECO,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,23,17,7,7,1,0,6,10,0,2.1,3-5 years
2023/2024,Male,ALL,NECO,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,7,5,2,2,0,0,2,3,0,2.1,5+ years
2023/2024,Male,ALL,NECO,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,81,59,25,23,2,0,22,34,2,2.1,1 year
