session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,87,1,2,1,15.15,0,87.0,43.5,87.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Male,Disabled,Public,SSS,SSS1,SSS1,27,0,1,1,16.15,0,0.0,27.0,27.0,0,1,1,1,4,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,ALL,Private,JSS,JSS1,JSS1,102,0,3,1,31.3,0,0.0,34.0,102.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,384,1,11,4,30.3,0,384.0,34.9091,96.0,4,1,1,3,8,3
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,ALL,Private,SSS,SSS1,SSS1,136,0,3,1,32.3,0,0.0,45.3333,136.0,1,1,1,1,4,2
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,ALL,Public,JSS,JSS1,JSS1,437,1,7,10,31.3,0,437.0,62.4286,43.7,2,3,1,4,11,4
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,964,2,18,8,30.3,0,482.0,53.5556,120.5,11,4,2,7,20,8
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,ALL,Public,SSS,SSS1,SSS1,350,1,9,3,32.3,0,350.0,38.8889,116.6667,2,3,1,3,10,4
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,Disabled,Private,JSS,JSS1,JSS1,8,0,1,1,15.65,0,0.0,8.0,8.0,0,0,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,31,0,1,1,15.15,0,0.0,31.0,31.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,Disabled,Private,SSS,SSS1,SSS1,7,0,1,1,16.15,0,0.0,7.0,7.0,0,1,2,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,Disabled,Public,JSS,JSS1,JSS1,33,0,1,1,15.65,0,0.0,33.0,33.0,0,1,1,1,4,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,83,1,2,1,15.15,0,83.0,41.5,83.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Female,Disabled,Public,SSS,SSS1,SSS1,27,0,1,1,16.15,0,0.0,27.0,27.0,0,1,1,1,4,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,ALL,Private,JSS,JSS1,JSS1,109,0,3,1,31.3,0,0.0,36.3333,109.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,404,1,12,4,30.3,0,404.0,33.6667,101.0,4,1,1,3,8,3
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,ALL,Private,SSS,SSS1,SSS1,134,0,3,1,32.3,0,0.0,44.6667,134.0,1,1,1,1,4,2
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,ALL,Public,JSS,JSS1,JSS1,432,1,7,10,31.3,0,432.0,61.7143,43.2,2,3,1,4,11,4
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,1010,2,19,9,30.3,0,505.0,53.1579,112.2222,11,4,2,7,20,8
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,ALL,Public,SSS,SSS1,SSS1,335,1,8,3,32.3,0,335.0,41.875,111.6667,2,3,1,3,10,4
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,Disabled,Private,JSS,JSS1,JSS1,9,0,1,1,15.65,0,0.0,9.0,9.0,0,0,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,32,0,1,1,15.15,0,0.0,32.0,32.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,Disabled,Private,SSS,SSS1,SSS1,7,0,1,1,16.15,0,0.0,7.0,7.0,0,1,2,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,Disabled,Public,JSS,JSS1,JSS1,33,0,1,1,15.65,0,0.0,33.0,33.0,0,1,1,1,4,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,87,1,2,1,15.15,0,87.0,43.5,87.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Comprehensive High School, Ward II Court/ Ada Allison",Male,Disabled,Public,SSS,SSS1,SSS1,27,0,1,1,16.15,0,0.0,27.0,27.0,0,1,1,1,4,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,ALL,Private,JSS,JSS1,JSS1,102,0,2,1,31.3,0,0.0,51.0,102.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,384,1,10,5,30.3,0,384.0,38.4,76.8,4,1,1,3,8,3
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,ALL,Private,SSS,SSS1,SSS1,136,0,4,2,32.3,0,0.0,34.0,68.0,1,1,1,1,4,2
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,ALL,Public,JSS,JSS1,JSS1,437,1,7,6,31.3,0,437.0,62.4286,72.8333,2,3,1,4,11,4
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,964,2,19,23,30.3,0,482.0,50.7368,41.913,11,4,2,7,20,8
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,ALL,Public,SSS,SSS1,SSS1,350,1,7,2,32.3,0,350.0,50.0,175.0,2,3,1,3,10,4
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,Disabled,Private,JSS,JSS1,JSS1,8,0,1,1,15.65,0,0.0,8.0,8.0,0,0,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,31,0,1,1,15.15,0,0.0,31.0,31.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,Disabled,Private,SSS,SSS1,SSS1,7,0,1,1,16.15,0,0.0,7.0,7.0,0,1,2,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,Disabled,Public,JSS,JSS1,JSS1,33,0,1,1,15.65,0,0.0,33.0,33.0,0,1,1,1,4,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,83,1,2,2,15.15,0,83.0,41.5,41.5,0,1,1,2,6,2
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Female,Disabled,Public,SSS,SSS1,SSS1,27,0,1,1,16.15,0,0.0,27.0,27.0,0,1,1,1,4,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,ALL,Private,JSS,JSS1,JSS1,109,0,2,1,31.3,0,0.0,54.5,109.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,404,1,10,6,30.3,0,404.0,40.4,67.3333,4,1,1,3,8,3
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,ALL,Private,SSS,SSS1,SSS1,134,0,4,2,32.3,0,0.0,33.5,67.0,1,1,1,1,4,2
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,ALL,Public,JSS,JSS1,JSS1,432,1,7,6,31.3,0,432.0,61.7143,72.0,2,3,1,4,11,4
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,1010,2,20,24,30.3,0,505.0,50.5,42.0833,11,4,2,7,20,8
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,ALL,Public,SSS,SSS1,SSS1,335,1,7,2,32.3,0,335.0,47.8571,167.5,2,3,1,3,10,4
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,Disabled,Private,JSS,JSS1,JSS1,9,0,1,1,15.65,0,0.0,9.0,9.0,0,0,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,32,0,1,1,15.15,0,0.0,32.0,32.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,Disabled,Private,SSS,SSS1,SSS1,7,0,1,1,16.15,0,0.0,7.0,7.0,0,1,2,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,Disabled,Public,JSS,JSS1,JSS1,33,0,1,1,15.65,0,0.0,33.0,33.0,0,1,1,1,4,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,87,1,2,2,15.15,0,87.0,43.5,43.5,0,1,1,2,6,2
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Government Secondary School, Ward II Court/ Ada Allison",Male,Disabled,Public,SSS,SSS1,SSS1,27,0,1,1,16.15,0,0.0,27.0,27.0,0,1,1,1,4,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,ALL,Private,JSS,JSS1,JSS1,102,0,2,1,31.3,0,0.0,51.0,102.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,384,1,14,2,30.3,0,384.0,27.4286,192.0,4,1,1,3,8,3
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,ALL,Private,SSS,SSS1,SSS1,136,0,4,1,32.3,0,0.0,34.0,136.0,1,1,1,1,4,2
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,ALL,Public,JSS,JSS1,JSS1,437,1,7,5,31.3,0,437.0,62.4286,87.4,2,3,1,4,11,4
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,964,2,26,15,30.3,0,482.0,37.0769,64.2667,11,4,2,7,20,8
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,ALL,Public,SSS,SSS1,SSS1,350,1,6,2,32.3,0,350.0,58.3333,175.0,2,3,1,3,10,4
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,Disabled,Private,JSS,JSS1,JSS1,8,0,1,1,15.65,0,0.0,8.0,8.0,0,0,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,31,0,1,1,15.15,0,0.0,31.0,31.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,Disabled,Private,SSS,SSS1,SSS1,7,0,1,1,16.15,0,0.0,7.0,7.0,0,1,2,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,Disabled,Public,JSS,JSS1,JSS1,33,0,1,1,15.65,0,0.0,33.0,33.0,0,1,1,1,4,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,83,1,2,1,15.15,0,83.0,41.5,83.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Female,Disabled,Public,SSS,SSS1,SSS1,27,0,1,1,16.15,0,0.0,27.0,27.0,0,1,1,1,4,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,ALL,Private,JSS,JSS1,JSS1,109,0,2,1,31.3,0,0.0,54.5,109.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,404,1,15,2,30.3,0,404.0,26.9333,202.0,4,1,1,3,8,3
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,ALL,Private,SSS,SSS1,SSS1,134,0,4,1,32.3,0,0.0,33.5,134.0,1,1,1,1,4,2
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,ALL,Public,JSS,JSS1,JSS1,432,1,7,5,31.3,0,432.0,61.7143,86.4,2,3,1,4,11,4
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,1010,2,27,15,30.3,0,505.0,37.4074,67.3333,11,4,2,7,20,8
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,ALL,Public,SSS,SSS1,SSS1,335,1,6,2,32.3,0,335.0,55.8333,167.5,2,3,1,3,10,4
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,Disabled,Private,JSS,JSS1,JSS1,9,0,1,1,15.65,0,0.0,9.0,9.0,0,0,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,32,0,1,1,15.15,0,0.0,32.0,32.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,Disabled,Private,SSS,SSS1,SSS1,7,0,1,1,16.15,0,0.0,7.0,7.0,0,1,2,1,2,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,Disabled,Public,JSS,JSS1,JSS1,33,0,1,1,15.65,0,0.0,33.0,33.0,0,1,1,1,4,1
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,87,1,2,1,15.15,0,87.0,43.5,87.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Unity College, Bonny",Male,Disabled,Public,SSS,SSS1,SSS1,27,0,1,1,16.15,0,0.0,27.0,27.0,0,1,1,1,4,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Private,JSS,JSS1,JSS1,152,0,3,1,31.3,0,0.0,50.6667,152.0,1,1,0,1,4,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,259,0,7,2,30.3,0,0.0,37.0,129.5,3,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Private,SSS,SSS1,SSS1,122,0,3,2,32.3,0,0.0,40.6667,61.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Public,JSS,JSS1,JSS1,284,1,4,7,31.3,0,284.0,71.0,40.5714,1,2,1,3,8,3
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,826,1,16,6,30.3,0,826.0,51.625,137.6667,9,3,2,6,17,7
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Public,SSS,SSS1,SSS1,256,1,5,3,32.3,0,256.0,51.2,85.3333,1,2,1,2,8,3
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Private,JSS,JSS1,JSS1,11,0,1,1,15.65,0,0.0,11.0,11.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,23,0,1,1,15.15,0,0.0,23.0,23.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Private,SSS,SSS1,SSS1,9,0,1,1,16.15,0,0.0,9.0,9.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Public,JSS,JSS1,JSS1,26,0,1,1,15.65,0,0.0,26.0,26.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,60,1,1,1,15.15,0,60.0,60.0,60.0,0,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Public,SSS,SSS1,SSS1,25,0,1,1,16.15,0,0.0,25.0,25.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Private,JSS,JSS1,JSS1,145,0,3,1,31.3,0,0.0,48.3333,145.0,1,1,0,1,4,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,264,0,7,2,30.3,0,0.0,37.7143,132.0,3,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Private,SSS,SSS1,SSS1,126,0,3,2,32.3,0,0.0,42.0,63.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,JSS,JSS1,JSS1,273,1,4,7,31.3,0,273.0,68.25,39.0,1,2,1,3,8,3
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,833,1,17,7,30.3,0,833.0,49.0,119.0,9,3,2,6,17,7
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,ALL,Public,SSS,SSS1,SSS1,251,1,5,3,32.3,0,251.0,50.2,83.6667,1,2,1,2,7,3
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,JSS,JSS1,JSS1,10,0,1,1,15.65,0,0.0,10.0,10.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,23,0,1,1,15.15,0,0.0,23.0,23.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Private,SSS,SSS1,SSS1,10,0,1,1,16.15,0,0.0,10.0,10.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,JSS,JSS1,JSS1,24,0,1,1,15.65,0,0.0,24.0,24.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,60,1,1,1,15.15,0,60.0,60.0,60.0,0,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Community Secondary School, Ward III Dan Jumbo/ Beresiri",Male,Disabled,Public,SSS,SSS1,SSS1,23,0,1,1,16.15,0,0.0,23.0,23.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Private,JSS,JSS1,JSS1,152,0,5,2,31.3,0,0.0,30.4,76.0,1,1,0,1,4,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,259,0,8,2,30.3,0,0.0,32.375,129.5,3,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Private,SSS,SSS1,SSS1,122,0,4,1,32.3,0,0.0,30.5,122.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Public,JSS,JSS1,JSS1,284,1,5,4,31.3,0,284.0,56.8,71.0,1,2,1,3,8,3
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,826,1,18,4,30.3,0,826.0,45.8889,206.5,9,3,2,6,17,7
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,ALL,Public,SSS,SSS1,SSS1,256,1,5,1,32.3,0,256.0,51.2,256.0,1,2,1,2,8,3
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Private,JSS,JSS1,JSS1,11,0,1,1,15.65,0,0.0,11.0,11.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,23,0,1,1,15.15,0,0.0,23.0,23.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Private,SSS,SSS1,SSS1,9,0,1,1,16.15,0,0.0,9.0,9.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Public,JSS,JSS1,JSS1,26,0,1,1,15.65,0,0.0,26.0,26.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,60,1,1,1,15.15,0,60.0,60.0,60.0,0,1,1,2,5,2
2023/2024,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,"Comprehensive High School, Ward III Dan Jumbo/ Beresiri",Female,Disabled,Public,SSS,SSS1,SSS1,25,0,1,1,16.15,0,0.0,25.0,25.0,0,1,1,1,3,1
