session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2024/2025,South East,Enugu,Enugu East,Abakpa Ii,EXCELLENCY OF KMOWLEDGE MONTESSORI,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa Ii,MAIN SPRING ACADEMY PRIMARY SCHOOL NOKPA,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa Ii,"MODEL PRIMARY SCHOOL II, IFO LAYOUT",Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa Ii,REVIVAL NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa Ii,"SPRINGFIELD NURSERY AND PRIMARY SCHOOL EMENE, ENUGU",Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa Ii,ST PETERS MODEL SCHOOL THINKERS CORNER,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa Ii,WONDERLAND PRIVATE NURSERY AND SCHOOLS,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluiyiukwu,BRIGHT VALUE ACADEMY,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluiyiukwu,CHUFO BEST INTERNATIONAL PRIMARY SCHOOL IFO LAYOUT,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluiyiukwu,DIVINE CHILD INTERNATIONAL PRIMARY SCHOOL EMENE,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluiyiukwu,DON BEN INTERNATIONAL PRIMARY SCHOOL EMENE,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluiyiukwu,FOUNTAIN OF GRACE SCHOOLS INTERNATIONAL NURSERY PRIMARY,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluiyiukwu,GNB INTERNATIONAL  PRIMARY SCHOOL EMENE,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluiyiukwu,GRACEWAY INTERNATIONAL PRIMARY SCHOOL TRANS EKULU,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluiyiukwu,IFEYINWA NURSERY AND PRIMARY SCHOOL NKPOLOGWU EMENE,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluiyiukwu,"JOYLAND INTERNATIONAL SCHOOL, ENU",Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluiyiukwu,PEARL LAND ACADEMY,Male,all,Private,Pre-Primary/Primary,Primary 2,,2.792224,0,2.011501,1,36.41,0,0,1.3881,2.7922,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluiyiukwu,SCHOOL TIME INTERNATIONAL PRIMARY SCHOOL TRANS EKULU,Male,all,Private,Pre-Primary/Primary,Primary 2,,2.792224,0,2.011501,1,36.41,0,0,1.3881,2.7922,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluiyiukwu,ST PHILIPS NURSERY AND PRIMARY SCHOOL FEDERAL HOUSING ESTATE,Male,all,Private,Pre-Primary/Primary,Primary 2,,2.792224,0,2.011501,1,36.41,0,0,1.3881,2.7922,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluiyiukwu,TENDER HEART INTERNATIONAL NURSERY/PRIMARY SCHOOL ENUGU,Male,all,Private,Pre-Primary/Primary,Primary 2,,2.792224,0,2.011501,1,36.41,0,0,1.3881,2.7922,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuenwene,CLUSTER TREASURE INTERNATIONAL SCHOOL ENUGU,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuenwene,COSTINA NURSERY AND PRIMARY,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuenwene,EXCELLENT EDUCATION NURSERY AND PRIMARY SCHOOL EMENE ENUGU,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuenwene,FAVOUR PEOPLE KIDS ACADEMY EMENE ENUGU,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuenwene,GODS TIME NURSERY AND PRIMARY SCHOOL UGWOGO,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuenwene,INTERNATIONAL NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuenwene,NATHANS ACADEMY NURSERY AND PRIMARY SCHOOL FEDERAL HOUSING TRANS EKULU ENUGU,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuenwene,QUEENETH NURSERY AND PRIMARY,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuenwene,ROYALE EXECELLENCE CHRISTIAN INTERNATIONAL SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuenwene,SHEKINAH GLORY INTERNATIONAL SCHOOLS ENEGU,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuenwene,SUNRISE NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuenwene,VERTEX INTERNATIONAL NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Ibagwa-Nike/Edem,ARK ANGEL NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,6.515188,0,2.011501,1,36.41,0,0,3.239,6.5152,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Ibagwa-Nike/Edem,BRIGHT FUTURE INTERNATIONAL NURSERY AND PRIMARY SCHOOL ENUGU,Male,all,Private,Pre-Primary/Primary,Primary 2,,6.515188,0,2.011501,1,36.41,0,0,3.239,6.5152,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Ibagwa-Nike/Edem,CAC KINGS NURSERY AND PRIMARY SCHOOL EMENE ENUGU,Male,all,Private,Pre-Primary/Primary,Primary 2,,6.515188,0,2.011501,1,36.41,0,0,3.239,6.5152,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Ibagwa-Nike/Edem,CITY GOODNESS INTERNATIONAL PRIMARY SCHOOL EMENE,Male,all,Private,Pre-Primary/Primary,Primary 2,,6.515188,0,2.011501,1,36.41,0,0,3.239,6.5152,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Ibagwa-Nike/Edem,"EMMANUEL INTERNATIONAL PRIMARY SCHOOL, EMENE",Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Ibagwa-Nike/Edem,GOD IS LOVE NURSERY AND PRIMARY SCHOOL 1.,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Ibagwa-Nike/Edem,THE MACADEMIA ACADEMY,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbulu-Njodo West,AWESOME KIDS ACADEMY PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbulu-Njodo West,BEVERLY KINGS NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbulu-Njodo West,CRYSTAL HERITAGE INTERNATIONAL NURSERY AND PRIMARY SCHOOL.,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbulu-Njodo West,Christ the King Academy School EMENE,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbulu-Njodo West,Christian Hope Academy EMENE,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbulu-Njodo West,DESTINY KIDS NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbulu-Njodo West,GOLDEN CROWN INTERNATIONAL ACADEMY,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbulu-Njodo West,PINNACLE OF GRACE INTERNATIONAL PRIMARY SCHOOLTRANS EKULU,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbulu-Njodo West,REHMA INTERNATIONAL PRIMARY SCHOOL EMENE,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbulu-Njodo West,SLENDOR INTERNATIONAL PRIMARY SCHOOL THINKER CORNER EMENE,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbulu-Njodo West,ST PETERS MODEL SECONDRARY SCHOOL THINKERS CORNER,Male,all,Private,Pre-Primary/Primary,Primary 2,,3.722965,0,2.011501,1,36.41,0,0,1.8508,3.723,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluowehe,AMEN NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluowehe,CHRISLIZ INTERNATIONAL PRIMARY SCHOOL EMENE,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluowehe,CRYSTAL STARS INTERNATIONAL SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluowehe,DIVINE FOUNDATION PRIMARYSCHOOL ACADEMY UGBODOGWU,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluowehe,"ELITE ACADEMY MISSION NURSERY AND PRIMARY SCHOOL, EMENE",Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluowehe,Pinnacle Model PRIMARY School TRANS EKULU,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluowehe,SKY VIEW MONTESSORI NURSERY PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluowehe,SUNRISE INTERNATIONAL NURSERY AND PRIMARY SCHOOL ENUGU,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Mbuluowehe,UNIQUE LEANERS NURSERY AND PRIMARY SCHOOL EMENE,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuchigbo,BLESSED OSINACHI INTERNATIONAL ACADEMY,Male,all,Private,Pre-Primary/Primary,Primary 2,,6.515188,0,2.011501,1,36.41,0,0,3.239,6.5152,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuchigbo,MODEL PRI. SCHOOL  1 UMUCHIGBO IJI NIKE,Male,all,Private,Pre-Primary/Primary,Primary 2,,6.515188,0,2.011501,1,36.41,0,0,3.239,6.5152,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuchigbo,MODEL PRIMARY SCHOOL II,Male,all,Private,Pre-Primary/Primary,Primary 2,,6.515188,0,2.011501,1,36.41,0,0,3.239,6.5152,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuchigbo,MODEL PRIMARY SCHOOL III,Male,all,Private,Pre-Primary/Primary,Primary 2,,6.515188,0,2.011501,1,36.41,0,0,3.239,6.5152,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuchigbo,SHINING STAR INTERNATIONAL PRIMARY SCHOOL UMUCHIGBO IJI NIKE,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuchigbo,SMART ROYAL KIDDIES ACADEMY,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Umuchigbo,THE LORDS VINEYARD NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,ANCIENT OF DAYS VICTORY ACADEMY,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,BISHOP OKOYE MEMORIAL NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,BRIGHT NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,CHAMPIONS WAY INTERNATIONAL SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,CHIOMA NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,CHRISMIL INTERNATIONAL GROUP OF SCHOOLS,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,CHRISTNITA INTERNATIONAL PRIMARY SCHOOL ABAKPA NIKE,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,DIVINE LIGHT INTERNATIONAL PRIMARY SCHOOL ABAKPA,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,EL-SHADAI NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,ELOHIM KIDS INTERNATIONAL MONTESSORI,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,EVANGEL NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,EVERGREEN ACADEMY,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,FAVOUR SPRING INTRRNATIONAL ACADEMY,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,FIRST PRIME LIGHT INTERNATIONAL SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,FORHAM INTERNATIONAL SCHOOL ABAKPA NIKE,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,FRANCISCAN CHILDREN ACADEMY UGBENE II ABAKPA,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,FUTURE GENERATION NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,GOODNEWS NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,GOSHEN INTERNATIONAL SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,GREAT FUTURE NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,Good Seed Academy Primary School Abakpa Nike,Male,all,Private,Pre-Primary/Primary,Primary 2,,5.584447,0,2.011501,1,36.41,0,0,2.7763,5.5844,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,HOLY CROSS  NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,HOPE RISING INTERNATIONAL  PRIMARY SCHOOL ABAKPA,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,IMMACULATE CONCEPTION MODEL  PRIMARY SCHOOL ABAKPA NIKE,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,JESUS IS LORD INTERNATIONAL PRIMARY SCHOOL ABAKPA,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,JIMGRAM INTERNATIONAL SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,JIMGRAMS INTERNATIONAL NUR. AND PRI. SVHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,"JOHN PAUL 2 MONTESSORI NURSERY AND PRIMARY SCHOOL, UGBENE 2 ABAKPA-NIKE",Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,John Best international  primary School OGUAGOR ABAKPA,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,LAUREL FOUNDATION INTERNATIONAL PRIMARY  SCHOOL IJI ABAKPA NIKE,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,LIFE FOUNDATION INTERNATIONAL PRIMARY SCHOOL ABAKPA,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,METRO STAR INTERNATIONAL SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,MILLIONS OF ANGELS NURSERY AND PRIMARY SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,MODERN NURSERY AND PRIMARY SCHOOL ABAKPA,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
2024/2025,South East,Enugu,Enugu East,Abakpa I,NOAHS ARK INTER PRIVATE SCHOOL,Male,all,Private,Pre-Primary/Primary,Primary 2,,4.653706,0,2.011501,1,36.41,0,0,2.3135,4.6537,1.055997,0,0.6629,0,0,0
