session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2024/2025,North West,Jigawa,Taura,Chakwaikwaiwa,"Barnawa Nomadic Primary School, Barnawa",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chakwaikwaiwa,"Chakwaikwaiwa Primary School, Chakwaikwaiwa",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chakwaikwaiwa,"Chiwasu Primary School, Chiwasu",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chakwaikwaiwa,"G/Kiliya Primary School, Gidan Kiliya",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chakwaikwaiwa,Hawandu Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chakwaikwaiwa,Kauyan Mata Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chakwaikwaiwa,"Kwajali Islamiya Primary School, Kwajali",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chakwaikwaiwa,"Rafin Kanya Primary School, Rafin Kanya",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chakwaikwaiwa,"Yanyanga Primary School, Yanyanga",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chukuto,"Atiyaye Primary School, Atiyaye",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chukuto,"Bidawa Primary School, Bidawa",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chukuto,"Chukuto Primary School, Chukuto",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chukuto,Dakawar Dinya Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chukuto,Dandalla Nomadic Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chukuto,"Galadimawa Primary School, Galadimawa",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chukuto,"Idan Zakara Primary School, Idan Zakara",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chukuto,"Kwajali Primary School, Kwajali",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chukuto,"Shirinya Nomadic Primary School, Shrinya",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Chukuto,"Zarga Primary School, Zarga",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Gujungu,Asayaya Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Gujungu,Dakawar Kuka Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Gujungu,Gamakauye Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Gujungu,Gujungu Islamiyya,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Gujungu,Gujungu Kuou Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Gujungu,"Gujungu Primary School, Gujungu",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Gujungu,"K/Gilima Primary School, Kaura Gilma",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Gujungu,"M/Maizuwo Primary School, Malamawar Maizuwo",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Gujungu,"T/Kwajali Primary School, Tofar Kwajali",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Kiri,"Dankaraye Primary School, Dankaraye",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,4,0,1,1,36.41,0,0,2.9591,4.3134,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Kiri,Ganyawa Islamiyya Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Kiri,Gidan Ganji Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Kiri,"K/Mato Primary School, Koran Mato",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Kiri,"Kiri Islamiya Primary School, Kiri",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Kiri,"Kiri Primary School, Kiri",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Kiri,"Mahoni Primary School, Mahoni",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Kiri,"Tsadawa Primary School, Tsadawa",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Kwalam,Domawa Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,4,0,1,1,36.41,0,0,2.9591,4.3134,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Kwalam,"Gidan Naruwa Primary School, Gidan Naruwa",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Kwalam,"Kangal Primary School, Kangal",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Kwalam,"Kwalam Central Primary School, Kwalam",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Kwalam,"Kwalam Islamiya Primary School, Kwalam",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Kwalam,"Maiyadiya Primary School, Maiyadiya",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Kwalam,"Tsinaho Primary School, Tsanaho",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Kwalam,Yanfari Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Maje,Adams Science Andtahfizul Quran Academy,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Maje,Gilima Islamiyya Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Maje,"Kayar Gazara Primary School, Kayar Gazara",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Maje,"Maje Central Primary School, Maje",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Maje,"Maje Islamiya Primary School, Maje",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Maje,"Majia Central Primary School, Majia",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Maje,"Walawa Primary School, Walawa",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Maje,"Zangon Maje Primary School, Zangon Maje",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Majiya,"Abakura Primary School, Abakura",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Majiya,"Bandani Nomadic Primary School, Bandani",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Majiya,"Bula Primary School, Bula",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Majiya,"Dukunu Nomadic Primary School, Dugunu Fulani",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Majiya,"Gilima Primary School, Gilima",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Majiya,Katarika Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Majiya,"Kokochi Primary School, Kokochi",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Majiya,"Majia Islamiya Primary School, Majia",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Majiya,Majiya Tasha Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,Majiya,"Wayu Primary School, Wayu",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,S/Garin Yaya,"Gurgunya Primary School, Gurgunya",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,S/Garin Yaya,Imam Jibrin Sabon Garin Yaya Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,S/Garin Yaya,Kokoci Yadda Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,S/Garin Yaya,"Kukui Primary School, Kukui",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,S/Garin Yaya,"Nahuce Primary School, Nahuce",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,S/Garin Yaya,"Rigar S/Fada Nomadic Primary School, Rigar Sarkin Fada",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,S/Garin Yaya,Sabongari  Yaya Central Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,S/Garin Yaya,"Sabongari Islamiyya Primary School, Sabon Garin Yaya",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Taura,S/Garin Yaya,"Yaldewo Nomadicprimary School, Yaldewo",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Churbun,"Abirji Primary School, Abirji",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Churbun,"Abore Primary School, Abore",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Churbun,"Bakwarga Primary School, Bakwarga",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Churbun,Burari Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Churbun,"Dakawa Primary School, Dakawa",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Churbun,Gijifawa Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Churbun,Jaka Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Churbun,Kibbarunnisah Ismailamiyya Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Churbun,"Kwarinja Primary School, Karanjau",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Churbun,"Tijiyo Primary School, Tijiyo",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Falageri,"Dambazau Primary School, Dambazau",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Falageri,"Falageri Primary School, Falgeri",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Falageri,Gamani Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Falageri,Gongel Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Falageri,Kafin Alhaji Primary School Kafin Alhaji,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Falageri,"Karanjau Falageri Primary School, Lelen Kudu",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Falageri,"Lafiya Primary School, Lafiya Village",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Falageri,Madarasatul Tarbiyatul Aulad Sagu Fada,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Falageri,Tillibukui Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Gantsa,Alhaji Nuhu Muhd Sunusi Islamiyya School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,11,0,1,1,36.41,0,11.8618,8.1376,11.8618,1,1,1,1,1,1
2024/2025,North West,Jigawa,Buji,Gantsa,Madarasatul Sabirrashad Islamiya Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,10,0,1,1,36.41,0,10.7834,7.3979,10.7834,1,1,1,1,1,1
2024/2025,North West,Jigawa,Buji,K/Lelen Kudu,Birari Primary School Birari,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,K/Lelen Kudu,Gangarau Nomadic Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,K/Lelen Kudu,"Gwadayi Primary School, Gwadayi",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,K/Lelen Kudu,Kagadama Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,K/Lelen Kudu,"Karanjau Lelen Kudu Primary School, Lelen Kudu",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,K/Lelen Kudu,Kauyen Sarkin Noma Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,K/Lelen Kudu,Madarasatul Nuril Islam Chakwama Fada Cikin Gari,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,K/Lelen Kudu,Nurul Huda Islamiyya Primary School Mamuna,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,K/Lelen Kudu,Wuro Waila Nomadic Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Kawaya,"Bebeji Nomadic Primary School, Bebeji",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Kawaya,"Dankoshe Nomadic Primary School, Dankoshe",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Kawaya,Gubambiya,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Kawaya,Hayatul Islam Tijiyo,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Kawaya,"Kafin Bhago Primary School, Kafin Bahago",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Kawaya,"Kawaya Primary School, Along Sagu",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Kawaya,Madiba Primary School Madiba,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Kawaya,Tarbiyatul Aulad Islamiya Bakwarga,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Kawaya,Ulummiddin Islamiyya Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Kukuma,"Gambasha Marprimary School, Gambasha",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Kukuma,"Gurduba Primary School, Gurduba",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Kukuma,"Kafin Madaki Primary School, Kafin Madaki",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Kukuma,"Kukuma Primary School, Kukuma",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Kukuma,Madarasatul Hubbinnabiyi Islamiya Chakwama Gabas,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Kukuma,Mamuna Primary School Mamuna,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Kukuma,Tarbiyyatu Aulad Islamiyya Kukuma,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Kukuma,"Unguwar Maina Primary School, Unguwar Maina",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,2,0,1,1,36.41,0,0,1.4796,2.1567,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Madabe,Nurul Islam Kafin Bahago,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,21,0,2,1,36.41,0,22.6452,7.7677,22.6452,2,1,1,1,1,1
2024/2025,North West,Jigawa,Buji,Yayarin Tukur,Madarasatul Ulumuddin Nurul Islamiyya,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,7,0,1,1,36.41,0,7.5484,5.1785,7.5484,1,1,1,1,1,1
2024/2025,North West,Jigawa,Buji,Yayarin Tukur,Sabilurrashad Litahfizul Quran Primary School Yayarin Tukur,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,7,0,1,1,36.41,0,0,5.1785,7.5484,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Yayarin Tukur,Usman Bin Affan Litahafizul Quran Yayari,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,7,0,1,1,36.41,0,0,5.1785,7.5484,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Ahoto,"Ahoto Primary School, Ahoto",Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Ahoto,Alhajeri Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
2024/2025,North West,Jigawa,Buji,Ahoto,Badawaire Primary School,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,3,0,1,1,36.41,0,0,2.2194,3.235,1,0,1,0,0,0
