session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2023/2024,Male,Disabled,NECO,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,2,6,7,1,0,0,1,0,5,1
2023/2024,Male,Disabled,NECO,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,5,13,14,6,5,0,3,0,7,1
2023/2024,Male,Disabled,NECO,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,3,8,9,2,1,0,2,0,6,1
2023/2024,Male,Disabled,NECO,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,6,16,17,5,4,0,3,0,10,1
2023/2024,Male,Disabled,WAEC,College of Education,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,15,39,43,2,1,0,8,0,37,1
2023/2024,Male,Disabled,WAEC,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,11,28,32,1,0,0,6,0,28,1
2023/2024,Male,Disabled,WAEC,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,5,14,15,1,0,0,3,0,13,1
2023/2024,Male,Disabled,WAEC,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,6,15,17,1,0,0,3,0,14,1
2023/2024,Male,Disabled,WAEC,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,5,12,13,1,0,0,3,0,11,1
2023/2024,Male,Disabled,WAEC,Polytechnic,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,4,12,11,0,0,0,2,0,10,0
2023/2024,Male,Disabled,WAEC,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,7,19,21,1,0,0,4,0,18,1
2023/2024,Male,Disabled,WAEC,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,6,15,17,1,0,0,3,0,14,1
2023/2024,Male,Disabled,WAEC,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,12,31,35,2,1,0,6,0,30,1
2023/2024,Male,Disabled,WAEC,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,8,20,23,1,0,0,5,0,20,1
2023/2024,Male,Disabled,WAEC,University,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,1,2,3,1,0,0,1,0,2,1
2023/2024,Male,Disabled,WAEC,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,3,7,8,2,1,0,2,0,5,1
2023/2024,Male,Disabled,WAEC,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,7,19,20,6,5,0,4,0,12,1
2023/2024,Male,Disabled,WAEC,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,5,12,13,5,4,0,3,0,7,1
2023/2024,Male,Disabled,WAEC,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,8,21,23,5,4,0,5,0,16,1
2024/2025,Female,ALL,NABTEB,College of Education,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,251,647,432,183,168,7,140,167,205,15
2024/2025,Female,ALL,NABTEB,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,190,490,326,139,127,6,105,127,154,12
2024/2025,Female,ALL,NABTEB,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,101,259,173,73,68,3,56,67,82,6
2024/2025,Female,ALL,NABTEB,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,101,259,173,73,68,3,56,67,82,6
2024/2025,Female,ALL,NABTEB,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,88,227,151,65,60,3,50,59,71,5
2024/2025,Female,ALL,NABTEB,Polytechnic,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,76,196,130,55,51,2,42,51,62,4
2024/2025,Female,ALL,NABTEB,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,122,314,209,89,82,4,68,81,99,7
2024/2025,Female,ALL,NABTEB,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,103,264,176,74,68,3,58,68,84,6
2024/2025,Female,ALL,NABTEB,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,166,427,285,121,112,5,93,110,135,10
2024/2025,Female,ALL,NABTEB,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,117,301,200,85,78,3,66,78,95,7
2024/2025,Female,ALL,NABTEB,University,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,17,44,30,13,12,1,10,11,14,1
2024/2025,Female,ALL,NABTEB,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,59,153,102,43,40,2,33,39,49,3
2024/2025,Female,ALL,NABTEB,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,132,341,227,97,89,4,73,89,107,8
2024/2025,Female,ALL,NABTEB,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,75,193,129,55,50,2,41,50,61,5
2024/2025,Female,ALL,NABTEB,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,153,396,263,111,103,4,85,103,125,9
2024/2025,Female,ALL,NECO,College of Education,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,473,1221,812,345,319,14,263,317,385,27
2024/2025,Female,ALL,NECO,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,340,877,585,248,228,10,189,227,277,21
2024/2025,Female,ALL,NECO,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,172,442,294,125,115,5,96,115,139,10
2024/2025,Female,ALL,NECO,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,175,453,301,128,117,5,97,118,142,11
2024/2025,Female,ALL,NECO,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,160,413,275,116,108,5,89,107,131,9
2024/2025,Female,ALL,NECO,Polytechnic,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,170,438,292,124,114,5,94,113,138,11
2024/2025,Female,ALL,NECO,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,250,645,429,183,168,7,140,167,203,15
2024/2025,Female,ALL,NECO,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,195,505,336,143,131,6,108,131,159,12
2024/2025,Female,ALL,NECO,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,298,769,512,217,201,9,166,199,243,17
2024/2025,Female,ALL,NECO,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,215,556,370,157,145,6,120,144,175,13
2024/2025,Female,ALL,NECO,University,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,33,84,56,23,22,1,18,22,27,2
2024/2025,Female,ALL,NECO,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,117,301,200,85,78,3,66,78,95,7
2024/2025,Female,ALL,NECO,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,255,657,438,186,171,7,142,170,208,15
2024/2025,Female,ALL,NECO,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,143,368,245,104,96,4,80,95,117,8
2024/2025,Female,ALL,NECO,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,282,727,483,205,189,8,157,189,229,17
2024/2025,Female,ALL,WAEC,College of Education,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,632,1631,1085,463,426,18,352,423,513,38
2024/2025,Female,ALL,WAEC,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,473,1219,811,344,317,14,263,316,385,28
2024/2025,Female,ALL,WAEC,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,241,623,415,176,162,7,134,161,197,14
2024/2025,Female,ALL,WAEC,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,233,601,400,170,157,7,129,156,189,14
2024/2025,Female,ALL,WAEC,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,222,573,382,162,150,6,124,148,181,13
2024/2025,Female,ALL,WAEC,Polytechnic,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,198,512,340,145,133,6,110,133,161,12
2024/2025,Female,ALL,WAEC,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,320,825,549,234,215,9,178,214,260,19
2024/2025,Female,ALL,WAEC,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,261,672,447,190,175,8,145,175,212,15
2024/2025,Female,ALL,WAEC,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,407,1047,698,296,273,12,227,271,331,24
2024/2025,Female,ALL,WAEC,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,292,753,502,213,197,8,163,195,238,17
2024/2025,Female,ALL,WAEC,University,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,50,128,86,36,33,1,28,33,41,3
2024/2025,Female,ALL,WAEC,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,175,453,301,128,117,5,97,118,142,11
2024/2025,Female,ALL,WAEC,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,339,875,582,247,228,10,189,227,276,20
2024/2025,Female,ALL,WAEC,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,185,477,317,135,124,5,103,124,150,11
2024/2025,Female,ALL,WAEC,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,368,949,632,268,248,11,205,246,300,21
2024/2025,Female,Disabled,NABTEB,College of Education,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,24,63,41,18,16,1,13,17,19,2
2024/2025,Female,Disabled,NABTEB,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,17,42,28,12,11,0,10,11,13,1
2024/2025,Female,Disabled,NABTEB,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,10,24,17,7,7,0,6,6,8,0
2024/2025,Female,Disabled,NABTEB,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,9,22,15,6,6,0,5,5,8,0
2024/2025,Female,Disabled,NABTEB,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,9,22,15,6,6,0,5,5,8,0
2024/2025,Female,Disabled,NABTEB,Polytechnic,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,6,15,10,4,4,0,3,4,5,0
2024/2025,Female,Disabled,NABTEB,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,10,24,17,7,7,0,6,6,8,0
2024/2025,Female,Disabled,NABTEB,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,9,22,15,6,6,0,5,5,8,0
2024/2025,Female,Disabled,NABTEB,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,17,45,30,13,12,1,9,12,14,1
2024/2025,Female,Disabled,NABTEB,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,10,28,19,8,7,0,5,7,9,1
2024/2025,Female,Disabled,NABTEB,University,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,2,5,3,1,1,0,1,1,2,0
2024/2025,Female,Disabled,NABTEB,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,5,13,9,4,3,0,2,3,4,1
2024/2025,Female,Disabled,NABTEB,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,13,32,22,9,9,0,7,8,11,0
2024/2025,Female,Disabled,NABTEB,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,8,20,13,6,5,0,4,5,6,1
2024/2025,Female,Disabled,NABTEB,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,13,32,21,9,9,0,7,9,10,0
2024/2025,Female,Disabled,NECO,College of Education,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,37,96,64,27,25,1,21,25,30,2
2024/2025,Female,Disabled,NECO,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,28,72,47,21,19,1,16,19,22,2
2024/2025,Female,Disabled,NECO,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,13,32,22,9,9,0,7,8,11,0
2024/2025,Female,Disabled,NECO,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,13,35,23,10,9,0,7,9,11,1
2024/2025,Female,Disabled,NECO,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,14,35,23,10,9,0,8,9,11,1
2024/2025,Female,Disabled,NECO,Polytechnic,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,13,32,21,9,9,0,7,9,10,0
2024/2025,Female,Disabled,NECO,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,18,47,31,14,13,1,10,13,14,1
2024/2025,Female,Disabled,NECO,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,15,39,26,12,11,0,9,10,12,1
2024/2025,Female,Disabled,NECO,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,27,69,46,20,18,1,15,18,22,2
2024/2025,Female,Disabled,NECO,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,20,52,34,15,14,1,11,14,16,1
2024/2025,Female,Disabled,NECO,University,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,3,7,6,2,2,0,2,1,3,0
2024/2025,Female,Disabled,NECO,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,8,20,13,6,5,0,4,5,6,1
2024/2025,Female,Disabled,NECO,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,19,50,33,14,13,1,11,13,16,1
2024/2025,Female,Disabled,NECO,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,10,28,19,8,7,0,5,7,9,1
2024/2025,Female,Disabled,NECO,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,17,45,30,13,12,1,9,12,14,1
2024/2025,Female,Disabled,WAEC,College of Education,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,51,131,87,37,34,1,29,34,41,3
2024/2025,Female,Disabled,WAEC,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,37,96,64,27,25,1,21,25,30,2
2024/2025,Female,Disabled,WAEC,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,17,45,30,13,12,1,9,12,14,1
2024/2025,Female,Disabled,WAEC,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,17,45,30,13,12,1,9,12,14,1
2024/2025,Female,Disabled,WAEC,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,17,45,30,13,12,1,9,12,14,1
2024/2025,Female,Disabled,WAEC,Polytechnic,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,14,37,24,11,10,0,8,10,11,1
2024/2025,Female,Disabled,WAEC,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,25,65,43,19,17,1,14,17,20,2
2024/2025,Female,Disabled,WAEC,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,20,52,34,15,14,1,11,14,16,1
2024/2025,Female,Disabled,WAEC,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,38,100,66,28,25,1,21,26,31,3
2024/2025,Female,Disabled,WAEC,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,27,69,46,20,18,1,15,18,22,2
2024/2025,Female,Disabled,WAEC,University,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,4,10,7,3,3,0,2,3,3,0
2024/2025,Female,Disabled,WAEC,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,10,28,19,8,7,0,5,7,9,1
2024/2025,Female,Disabled,WAEC,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,25,65,43,19,17,1,14,17,20,2
2024/2025,Female,Disabled,WAEC,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,14,35,23,10,9,0,8,9,11,1
2024/2025,Female,Disabled,WAEC,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,24,63,41,18,16,1,13,17,19,2
2024/2025,Male,ALL,NABTEB,College of Education,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,203,524,349,149,136,6,113,136,165,13
2024/2025,Male,ALL,NABTEB,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,150,388,259,110,101,4,84,100,123,9
2024/2025,Male,ALL,NABTEB,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,78,200,133,57,52,2,43,52,63,5
2024/2025,Male,ALL,NABTEB,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,79,205,137,58,54,2,44,53,65,4
2024/2025,Male,ALL,NABTEB,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,64,166,110,47,43,2,36,43,52,4
2024/2025,Male,ALL,NABTEB,Polytechnic,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,61,159,106,45,41,2,34,41,50,4
2024/2025,Male,ALL,NABTEB,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,103,267,177,75,69,3,57,70,84,6
2024/2025,Male,ALL,NABTEB,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,80,207,139,59,54,2,45,53,66,5
2024/2025,Male,ALL,NABTEB,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,142,366,243,104,95,4,79,95,115,9
2024/2025,Male,ALL,NABTEB,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,90,233,154,66,61,3,50,61,73,5
2024/2025,Male,ALL,NABTEB,University,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,13,35,23,10,9,0,7,9,11,1
2024/2025,Male,ALL,NABTEB,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,47,122,80,34,31,1,26,32,38,3
2024/2025,Male,ALL,NABTEB,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,102,262,174,74,68,3,57,68,82,6
2024/2025,Male,ALL,NABTEB,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,60,155,103,44,40,2,34,40,49,4
2024/2025,Male,ALL,NABTEB,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,126,324,216,92,84,4,70,84,102,8
2024/2025,Male,ALL,NECO,College of Education,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,380,982,653,278,255,11,211,255,309,23
2024/2025,Male,ALL,NECO,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,273,704,469,200,183,8,153,182,222,17
2024/2025,Male,ALL,NECO,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,130,336,223,95,87,4,73,87,106,8
2024/2025,Male,ALL,NECO,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,142,366,243,104,95,4,79,95,115,9
2024/2025,Male,ALL,NECO,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,115,296,197,84,77,3,64,77,93,7
2024/2025,Male,ALL,NECO,Polytechnic,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,124,318,212,90,83,4,69,82,101,7
2024/2025,Male,ALL,NECO,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,192,494,329,140,129,6,107,128,156,11
2024/2025,Male,ALL,NECO,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,156,403,269,113,105,5,87,104,128,9
2024/2025,Male,ALL,NECO,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,241,620,413,175,161,7,134,161,196,14
2024/2025,Male,ALL,NECO,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,170,438,292,123,114,5,94,113,139,10
2024/2025,Male,ALL,NECO,University,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,25,64,43,19,17,1,14,16,20,2
2024/2025,Male,ALL,NECO,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,85,220,146,63,58,2,48,57,69,5
2024/2025,Male,ALL,NECO,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,188,484,323,137,126,5,105,125,153,11
2024/2025,Male,ALL,NECO,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,108,279,186,79,72,3,61,72,88,7
2024/2025,Male,ALL,NECO,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,223,575,383,163,150,6,125,149,181,14
2024/2025,Male,ALL,WAEC,College of Education,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,511,1317,877,374,343,15,284,341,415,31
2024/2025,Male,ALL,WAEC,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,377,973,648,276,253,11,210,252,307,23
2024/2025,Male,ALL,WAEC,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,195,501,334,142,130,6,109,130,158,12
2024/2025,Male,ALL,WAEC,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,182,470,313,133,122,5,101,122,148,11
2024/2025,Male,ALL,WAEC,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,160,413,275,116,108,5,89,107,131,9
2024/2025,Male,ALL,WAEC,Polytechnic,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,163,420,280,118,110,5,91,109,133,9
2024/2025,Male,ALL,WAEC,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,265,682,454,193,177,8,148,177,215,16
2024/2025,Male,ALL,WAEC,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,198,512,340,145,133,6,110,133,161,12
2024/2025,Male,ALL,WAEC,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,345,890,592,251,232,10,192,231,281,20
2024/2025,Male,ALL,WAEC,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,229,590,393,167,154,7,128,153,186,14
2024/2025,Male,ALL,WAEC,University,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,36,94,63,26,24,1,20,24,30,2
2024/2025,Male,ALL,WAEC,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,126,326,217,92,85,4,70,85,103,7
2024/2025,Male,ALL,WAEC,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,255,657,438,186,171,7,142,170,208,15
2024/2025,Male,ALL,WAEC,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,143,368,245,104,96,4,80,95,117,8
2024/2025,Male,ALL,WAEC,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,319,823,548,233,214,9,178,213,260,19
2024/2025,Male,Disabled,NABTEB,College of Education,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,20,52,34,15,14,1,11,14,16,1
2024/2025,Male,Disabled,NABTEB,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,14,35,23,10,9,0,8,9,11,1
2024/2025,Male,Disabled,NABTEB,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,7,17,12,5,5,0,4,4,6,0
2024/2025,Male,Disabled,NABTEB,College of Education,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,8,20,13,6,5,0,4,5,6,1
2024/2025,Male,Disabled,NABTEB,College of Education,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,6,15,10,4,4,0,3,4,5,0
2024/2025,Male,Disabled,NABTEB,Polytechnic,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,4,10,7,3,3,0,2,3,3,0
2024/2025,Male,Disabled,NABTEB,Polytechnic,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,8,20,13,6,5,0,4,5,6,1
2024/2025,Male,Disabled,NABTEB,Polytechnic,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,8,20,13,6,5,0,4,5,6,1
2024/2025,Male,Disabled,NABTEB,Polytechnic,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,14,35,23,10,9,0,8,9,11,1
2024/2025,Male,Disabled,NABTEB,Polytechnic,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,9,22,15,6,6,0,5,5,8,0
2024/2025,Male,Disabled,NABTEB,University,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,2,5,3,1,1,0,1,1,2,0
2024/2025,Male,Disabled,NABTEB,University,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,4,10,7,3,3,0,2,3,3,0
2024/2025,Male,Disabled,NABTEB,University,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,10,24,17,7,7,0,6,6,8,0
2024/2025,Male,Disabled,NABTEB,University,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,6,15,10,4,4,0,3,4,5,0
2024/2025,Male,Disabled,NABTEB,University,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,10,24,17,7,7,0,6,6,8,0
2024/2025,Male,Disabled,NECO,College of Education,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,31,79,53,22,21,1,18,20,25,2
2024/2025,Male,Disabled,NECO,College of Education,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,22,57,37,17,15,1,13,15,17,2
2024/2025,Male,Disabled,NECO,College of Education,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,9,22,15,6,6,0,5,5,8,0
