session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability_scope,pupil_teacher_ratio
2023/2024,South South,Akwa Ibom,Eket,Central II,"Government Secondary School, Central II",Male,Public,SSS,,NCE,Qualified,363.0,13,all,27.9231
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,,Unqualified,29.0,2,all,14.5
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,39.0,2,all,19.5
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,58.0,3,all,19.3333
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,68.0,3,all,22.6667
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,29.0,1,all,29.0
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,68.0,3,all,22.6667
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,JSS,,,Unqualified,112.0,4,all,28.0
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,JSS,,BEd or Equivalent,Qualified,576.0,20,all,28.8
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,JSS,,MEd or Equivalent,Qualified,320.0,11,all,29.0909
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,,,Unqualified,997.0,40,all,24.925
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,693.0,28,all,24.75
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,,PGDE,Qualified,1170.0,47,all,24.8936
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1256.0,51,all,24.6275
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,1083.0,44,all,24.6136
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,910.0,37,all,24.5946
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1083.0,44,all,24.6136
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,953.0,39,all,24.4359
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,823.0,33,all,24.9394
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,SSS,,BEd or Equivalent,Qualified,303.0,11,all,27.5455
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,SSS,,MEd or Equivalent,Qualified,260.0,10,all,26.0
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Female,Public,SSS,,PGDE,Qualified,116.0,4,all,29.0
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Adult & Non-Formal Education,,,Unqualified,59.0,3,all,19.6667
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,73.0,3,all,24.3333
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,73.0,3,all,24.3333
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,73.0,3,all,24.3333
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,88.0,4,all,22.0
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,44.0,2,all,22.0
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,JSS,,BEd or Equivalent,Qualified,612.0,21,all,29.1429
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,JSS,,NCE,Qualified,290.0,10,all,29.0
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,,,Unqualified,381.0,15,all,25.4
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,715.0,29,all,24.6552
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,524.0,21,all,24.9524
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,,MEd or Equivalent,Qualified,667.0,27,all,24.7037
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,,NCE,Qualified,810.0,33,all,24.5455
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1381.0,56,all,24.6607
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1048.0,42,all,24.9524
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,1000.0,41,all,24.3902
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 4,,Unqualified,1143.0,46,all,24.8478
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1096.0,44,all,24.9091
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 6,MEd or Equivalent,Qualified,905.0,37,all,24.4595
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,SSS,,Grade II or Equivalent,Unqualified,268.0,10,all,26.8
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,SSS,,NCE,Qualified,236.0,9,all,26.2222
2023/2024,South South,Akwa Ibom,Eket,Central II,"Unity College, Eket",Male,Public,SSS,,PGDE,Qualified,252.0,9,all,28.0
2023/2024,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Female,Public,JSS,,,Unqualified,528.0,19,all,27.7895
2023/2024,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Female,Public,JSS,,BEd or Equivalent,Qualified,400.0,14,all,28.5714
2023/2024,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Female,Public,JSS,,PGDE,Qualified,448.0,16,all,28.0
2023/2024,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Female,Public,SSS,,BEd or Equivalent,Qualified,216.0,8,all,27.0
2023/2024,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Female,Public,SSS,,Grade II or Equivalent,Unqualified,346.0,13,all,26.6154
2023/2024,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Female,Public,SSS,,MEd or Equivalent,Qualified,159.0,6,all,26.5
2023/2024,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Female,Public,SSS,,NCE,Qualified,173.0,6,all,28.8333
2023/2024,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Male,Public,JSS,,MEd or Equivalent,Qualified,387.0,14,all,27.6429
2023/2024,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Male,Public,JSS,,NCE,Qualified,387.0,14,all,27.6429
2023/2024,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Male,Public,JSS,,PGDE,Qualified,467.0,16,all,29.1875
2023/2024,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Male,Public,SSS,,BEd or Equivalent,Qualified,315.0,12,all,26.25
2023/2024,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Male,Public,SSS,,MEd or Equivalent,Qualified,363.0,13,all,27.9231
2023/2024,South South,Akwa Ibom,Eket,Central III,"Community Secondary School, Central III",Male,Public,SSS,,NCE,Qualified,268.0,10,all,26.8
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Adult & Non-Formal Education,,,Unqualified,29.0,1,all,29.0
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,58.0,2,all,29.0
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,48.0,2,all,24.0
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,29.0,1,all,29.0
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,JSS,,BEd or Equivalent,Qualified,832.0,30,all,27.7333
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,JSS,,NCE,Qualified,224.0,8,all,28.0
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1256.0,51,all,24.6275
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1083.0,44,all,24.6136
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1040.0,42,all,24.7619
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Pre-Primary/Primary,Primary 4,,Unqualified,1040.0,42,all,24.7619
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1040.0,42,all,24.7619
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,866.0,35,all,24.7429
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,SSS,,,Unqualified,216.0,8,all,27.0
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,SSS,,MEd or Equivalent,Qualified,274.0,10,all,27.4
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Female,Private,SSS,,NCE,Qualified,245.0,9,all,27.2222
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Adult & Non-Formal Education,,,Unqualified,29.0,1,all,29.0
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,73.0,3,all,24.3333
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,73.0,3,all,24.3333
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,29.0,1,all,29.0
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,JSS,,Grade II or Equivalent,Unqualified,322.0,11,all,29.2727
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,JSS,,PGDE,Qualified,580.0,20,all,29.0
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1334.0,54,all,24.7037
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,1334.0,54,all,24.7037
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Pre-Primary/Primary,Primary 3,,Unqualified,1096.0,44,all,24.9091
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1000.0,41,all,24.3902
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,953.0,39,all,24.4359
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,953.0,39,all,24.4359
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,SSS,,,Unqualified,252.0,9,all,28.0
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,SSS,,BEd or Equivalent,Qualified,221.0,8,all,27.625
2023/2024,South South,Akwa Ibom,Eket,Central III,"Comprehensive High School, Central III",Male,Private,SSS,,PGDE,Qualified,236.0,9,all,26.2222
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Adult & Non-Formal Education,,,Unqualified,39.0,2,all,19.5
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,49.0,2,all,24.5
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,98.0,4,all,24.5
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,39.0,2,all,19.5
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,39.0,2,all,19.5
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1300.0,53,all,24.5283
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1256.0,51,all,24.6275
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1343.0,54,all,24.8704
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Pre-Primary/Primary,Primary 4,,Unqualified,1213.0,49,all,24.7551
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1300.0,53,all,24.5283
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Female,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,1040.0,42,all,24.7619
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Adult & Non-Formal Education,,,Unqualified,44.0,2,all,22.0
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,59.0,3,all,19.6667
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,162.0,8,all,20.25
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,59.0,3,all,19.6667
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1286.0,52,all,24.7308
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1381.0,56,all,24.6607
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1239.0,50,all,24.78
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Pre-Primary/Primary,Primary 4,,Unqualified,1143.0,46,all,24.8478
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1429.0,58,all,24.6379
2023/2024,South South,Akwa Ibom,Eket,Central III,"Government Secondary School, Central III",Male,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,1048.0,42,all,24.9524
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,136.0,7,all,19.4286
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,78.0,4,all,19.5
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,49.0,2,all,24.5
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1646.0,67,all,24.5672
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,1343.0,54,all,24.8704
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1126.0,46,all,24.4783
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1256.0,51,all,24.6275
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1256.0,51,all,24.6275
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Female,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,1126.0,46,all,24.4783
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Male,Public,Adult & Non-Formal Education,,,Unqualified,44.0,2,all,22.0
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,103.0,5,all,20.6
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,118.0,6,all,19.6667
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,59.0,3,all,19.6667
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1620.0,66,all,24.5455
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1239.0,50,all,24.78
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1381.0,56,all,24.6607
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 4,,Unqualified,1143.0,46,all,24.8478
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1143.0,46,all,24.8478
2023/2024,South South,Akwa Ibom,Eket,Central III,"Unity College, Eket",Male,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,1143.0,46,all,24.8478
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Community Secondary School, Ikot Ekpene I",Female,Public,JSS,,,Unqualified,416.0,15,all,27.7333
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Community Secondary School, Ikot Ekpene I",Female,Public,JSS,,BEd or Equivalent,Qualified,432.0,15,all,28.8
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Community Secondary School, Ikot Ekpene I",Female,Public,JSS,,MEd or Equivalent,Qualified,320.0,11,all,29.0909
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Community Secondary School, Ikot Ekpene I",Female,Public,SSS,,Grade II or Equivalent,Unqualified,274.0,10,all,27.4
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Community Secondary School, Ikot Ekpene I",Female,Public,SSS,,MEd or Equivalent,Qualified,115.0,4,all,28.75
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Community Secondary School, Ikot Ekpene I",Female,Public,SSS,,PGDE,Qualified,375.0,14,all,26.7857
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Community Secondary School, Ikot Ekpene I",Male,Public,JSS,,MEd or Equivalent,Qualified,274.0,10,all,27.4
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Community Secondary School, Ikot Ekpene I",Male,Public,JSS,,PGDE,Qualified,758.0,27,all,28.0741
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Community Secondary School, Ikot Ekpene I",Male,Public,SSS,,,Unqualified,236.0,9,all,26.2222
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Community Secondary School, Ikot Ekpene I",Male,Public,SSS,,Grade II or Equivalent,Unqualified,142.0,5,all,28.4
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Community Secondary School, Ikot Ekpene I",Male,Public,SSS,,MEd or Equivalent,Qualified,95.0,4,all,23.75
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Community Secondary School, Ikot Ekpene I",Male,Public,SSS,,PGDE,Qualified,252.0,9,all,28.0
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,58.0,3,all,19.3333
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,29.0,1,all,29.0
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Female,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,78.0,4,all,19.5
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,19.0,1,all,19.0
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,107.0,5,all,21.4
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Female,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,1387.0,56,all,24.7679
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,1083.0,44,all,24.6136
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Female,Private,Pre-Primary/Primary,,NCE,Qualified,823.0,33,all,24.9394
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Female,Private,Pre-Primary/Primary,,PGDE,Qualified,347.0,14,all,24.7857
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Female,Private,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,1386.0,56,all,24.75
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Female,Private,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,1430.0,58,all,24.6552
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Female,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,1256.0,51,all,24.6275
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Female,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,1386.0,56,all,24.75
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Female,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,1256.0,51,all,24.6275
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Female,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,996.0,40,all,24.9
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Male,Private,Adult & Non-Formal Education,,,Unqualified,44.0,2,all,22.0
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,44.0,2,all,22.0
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,102.0,4,all,25.5
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Male,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,73.0,3,all,24.3333
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,73.0,3,all,24.3333
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,29.0,1,all,29.0
2023/2024,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,"Comprehensive High School, Ikot Ekpene I",Male,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,1762.0,72,all,24.4722
