session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability_scope,pupil_teacher_ratio
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,0.0,1,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Female,Private,Pre-Primary/Primary,,,Unqualified,0.0,24,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Female,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,0.0,42,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,0.0,19,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Female,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,0.0,37,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Female,Private,Pre-Primary/Primary,Primary 2,,Unqualified,0.0,30,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Female,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,0.0,37,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Female,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,0.0,30,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Female,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,0.0,33,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Female,Private,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,0.0,30,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,Private,Adult & Non-Formal Education,,,Unqualified,0.0,3,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,0.0,3,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,0.0,1,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,0.0,4,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,Private,Pre-Primary/Primary,,,Unqualified,0.0,31,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,0.0,22,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,Private,Pre-Primary/Primary,,PGDE,Qualified,0.0,35,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,0.0,38,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,0.0,30,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,0.0,34,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,Private,Pre-Primary/Primary,Primary 4,,Unqualified,0.0,27,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,0.0,32,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,0.0,26,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Female,Public,JSS,,,Unqualified,0.0,7,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Female,Public,JSS,,NCE,Qualified,0.0,11,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Female,Public,JSS,,PGDE,Qualified,0.0,14,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Female,Public,SSS,,,Unqualified,0.0,5,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Female,Public,SSS,,Grade II or Equivalent,Unqualified,0.0,8,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Female,Public,SSS,,NCE,Qualified,119.0,4,disabled,29.75
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Female,Public,SSS,,PGDE,Qualified,0.0,8,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Male,Public,JSS,,MEd or Equivalent,Qualified,0.0,10,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Male,Public,JSS,,NCE,Qualified,363.0,20,disabled,18.15
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Male,Public,SSS,,Grade II or Equivalent,Unqualified,0.0,17,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Male,Public,SSS,,NCE,Qualified,0.0,8,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Female,Public,Adult & Non-Formal Education,,,Unqualified,39.0,2,disabled,19.5
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,0.0,2,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,0.0,4,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,0.0,2,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,0.0,2,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Female,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,0.0,45,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Female,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,0.0,46,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,0.0,45,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,0.0,43,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Female,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,0.0,39,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Female,Public,Pre-Primary/Primary,Primary 6,,Unqualified,1315.0,43,disabled,30.5814
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Male,Public,Adult & Non-Formal Education,,,Unqualified,0.0,4,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,0.0,6,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,79.0,6,disabled,13.1667
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,0.0,43,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Male,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,0.0,48,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Male,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1613.0,53,disabled,30.434
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Male,Public,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,0.0,45,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Male,Public,Pre-Primary/Primary,Primary 5,,Unqualified,0.0,38,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Male,Public,Pre-Primary/Primary,Primary 6,,Unqualified,0.0,38,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,Adult & Non-Formal Education,,,Unqualified,0.0,4,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,0.0,3,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,59.0,8,disabled,7.375
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,0.0,2,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,JSS,,BEd or Equivalent,Qualified,0.0,15,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,JSS,,MEd or Equivalent,Qualified,0.0,5,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,JSS,,PGDE,Qualified,0.0,21,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,Pre-Primary/Primary,,,Unqualified,0.0,55,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,0.0,10,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,Pre-Primary/Primary,,NCE,Qualified,408.0,40,disabled,10.2
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,Pre-Primary/Primary,Primary 1,,Unqualified,0.0,46,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,0.0,45,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,0.0,36,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1406.0,46,disabled,30.5652
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,0.0,36,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,0.0,36,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,SSS,,BEd or Equivalent,Qualified,340.0,19,disabled,17.8947
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Public,SSS,,Grade II or Equivalent,Unqualified,0.0,11,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,Adult & Non-Formal Education,,,Unqualified,0.0,3,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,0.0,1,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,0.0,3,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,0.0,2,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,63.0,7,disabled,9.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,0.0,5,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,JSS,,,Unqualified,406.0,12,disabled,33.8333
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,JSS,,BEd or Equivalent,Qualified,0.0,15,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,JSS,,MEd or Equivalent,Qualified,0.0,14,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,0.0,26,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,Pre-Primary/Primary,,NCE,Qualified,0.0,78,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,0.0,48,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,0.0,42,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,0.0,37,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,Pre-Primary/Primary,Primary 4,,Unqualified,0.0,43,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,1271.0,42,disabled,30.2619
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,0.0,32,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,SSS,,,Unqualified,0.0,5,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,SSS,,BEd or Equivalent,Qualified,248.0,16,disabled,15.5
2020/2021,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Public,SSS,,Grade II or Equivalent,Unqualified,0.0,10,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Private,Adult & Non-Formal Education,,,Unqualified,0.0,1,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,0.0,5,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,0.0,2,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,0.0,1,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,0.0,3,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,0.0,22,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,0.0,31,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Private,Pre-Primary/Primary,,NCE,Qualified,0.0,9,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Private,Pre-Primary/Primary,,PGDE,Qualified,0.0,7,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,0.0,30,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Private,Pre-Primary/Primary,Primary 2,,Unqualified,0.0,25,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,0.0,25,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,0.0,22,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Private,Pre-Primary/Primary,Primary 5,PGDE,Qualified,0.0,22,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,0.0,27,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,Private,Adult & Non-Formal Education,,,Unqualified,0.0,1,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,0.0,2,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,0.0,3,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,0.0,4,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,0.0,21,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,Private,Pre-Primary/Primary,,NCE,Qualified,0.0,18,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,Private,Pre-Primary/Primary,,PGDE,Qualified,0.0,34,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,0.0,27,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,Private,Pre-Primary/Primary,Primary 2,,Unqualified,0.0,24,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,0.0,24,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,0.0,22,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,0.0,21,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,0.0,24,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Female,Public,JSS,,,Unqualified,0.0,15,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Female,Public,JSS,,BEd or Equivalent,Qualified,0.0,31,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Female,Public,SSS,,,Unqualified,0.0,11,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Female,Public,SSS,,Grade II or Equivalent,Unqualified,357.0,17,disabled,21.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Female,Public,SSS,,MEd or Equivalent,Qualified,0.0,5,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Male,Public,JSS,,NCE,Qualified,0.0,31,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Male,Public,JSS,,PGDE,Qualified,0.0,13,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Male,Public,SSS,,BEd or Equivalent,Qualified,0.0,22,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Male,Public,SSS,,Grade II or Equivalent,Unqualified,0.0,12,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,Adult & Non-Formal Education,,,Unqualified,0.0,3,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,0.0,2,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,0.0,2,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,0.0,2,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,0.0,2,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,JSS,,,Unqualified,0.0,7,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,JSS,,BEd or Equivalent,Qualified,0.0,16,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,JSS,,NCE,Qualified,0.0,5,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,JSS,,PGDE,Qualified,0.0,14,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,0.0,52,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,Pre-Primary/Primary,Primary 2,,Unqualified,0.0,43,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,0.0,42,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,0.0,43,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,0.0,39,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,Pre-Primary/Primary,Primary 6,,Unqualified,0.0,34,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,SSS,,,Unqualified,0.0,10,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,SSS,,BEd or Equivalent,Qualified,0.0,4,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,SSS,,Grade II or Equivalent,Unqualified,0.0,6,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Public,SSS,,NCE,Qualified,0.0,11,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,0.0,2,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,0.0,5,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,79.0,3,disabled,26.3333
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,0.0,6,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Public,JSS,,BEd or Equivalent,Qualified,0.0,27,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Public,JSS,,NCE,Qualified,0.0,13,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1760.0,58,disabled,30.3448
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,0.0,48,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,0.0,40,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,0.0,40,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,0.0,38,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,0.0,32,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Public,SSS,,MEd or Equivalent,Qualified,420.0,13,disabled,32.3077
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Public,SSS,,NCE,Qualified,0.0,11,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Public,SSS,,PGDE,Qualified,0.0,10,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Digil,"Community Secondary School, Digil",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,0.0,1,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Digil,"Community Secondary School, Digil",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,0.0,4,disabled,0.0
2020/2021,North East,Adamawa,Mubi North,Digil,"Community Secondary School, Digil",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,0.0,3,disabled,0.0
