zone,state,lga,ward,school
North West,Jigawa,Kafin-Hausa,Balangu,"Inkaibo Primary School, Inkaibo"
North West,Jigawa,Kafin-Hausa,Balangu,"Junior Secondary School,  Waek"
North West,Jigawa,Kafin-Hausa,Balangu,"Junior Secondary School, Shamakeri"
North West,Jigawa,Kafin-Hausa,Balangu,"Kira Babba Primary School, Kira Babba"
North West,Jigawa,Kafin-Hausa,Balangu,Kwantare Nomadic Primary School
North West,Jigawa,Kafin-Hausa,Balangu,Makwasharga Primary School
North West,Jigawa,Kafin-Hausa,Balangu,Nasarawa Islamiyya Primary School
North West,Jigawa,Kafin-Hausa,Balangu,"Shamakeri Primary School, Shamakeri"
North West,Jigawa,Kafin-Hausa,Balangu,Tsangaya Malam Mai Danko
North West,Jigawa,Kafin-Hausa,Balangu,"Yola Musa Primary School, Yola Musa"
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,Alaramma Mallam Haruna Tsangaya
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,Duma Dumin Toka Islammiya Ps
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,"Duma Dumin Toka Primary School, Duma Dumin Toka"
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,"Dumadumin Kyaure Primary School, Dumadumin Kyaure"
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,"Fawari Islamiyya Primary School, Bulangu"
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,Gidan Kwari Primary School
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,"Jigawar Gabas Primary School, Jigawar Gabas"
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,"Junior Secondary School, Adaraushe"
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,"Junior Secondary School, D/Toka"
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,"Junior Secondary School, Toyawa"
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,"Kiri Kasamma Primary School, Kiri Kasamma"
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,Kwarin Riga Nomadic Primary School
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,Malumawa Tudu Primary School
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,Malumawar Awaso
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,"Nomari Primary School, Numari"
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,"Sharbi Primary School, Sharbi"
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,Tsangaya Alaramma Malam Usman
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,Tsangayar Alaramma Dan Jallah
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,Tsangayar Arewa
North West,Jigawa,Kafin-Hausa,Dumadumin Toka,"Zawayo Primary School, Zawayo"
North West,Jigawa,Kafin-Hausa,Gafaya,Auno Gari Primary School
North West,Jigawa,Kafin-Hausa,Gafaya,"Baushe Primary School, Baushe"
North West,Jigawa,Kafin-Hausa,Gafaya,Chiyayi Community Pry School
North West,Jigawa,Kafin-Hausa,Gafaya,"Gabari Primary School, Gabari"
North West,Jigawa,Kafin-Hausa,Gafaya,Gafaya Islamiyya School
North West,Jigawa,Kafin-Hausa,Gafaya,"Gafaya Primary School, Gafaya"
North West,Jigawa,Kafin-Hausa,Gafaya,"Gulun Gulun Primary School, Gulun Gulun"
North West,Jigawa,Kafin-Hausa,Gafaya,"Jodade Islamiyya Primary School, Jodade"
North West,Jigawa,Kafin-Hausa,Gafaya,"Junior Secondary School, Baraduwa"
North West,Jigawa,Kafin-Hausa,Gafaya,"K=9Junior Secondary School, Bulangu"
North West,Jigawa,Kafin-Hausa,Gafaya,Kofa Fada Islamiyya
North West,Jigawa,Kafin-Hausa,Gafaya,"Kwatalo Primary School, Kwatalo"
North West,Jigawa,Kafin-Hausa,Gafaya,"Manaba Primary School, Manaba"
North West,Jigawa,Kafin-Hausa,Gafaya,Nurul Huda Islamiyya
North West,Jigawa,Kafin-Hausa,Gafaya,"Shuwari Primary School, Shuwari"
North West,Jigawa,Kafin-Hausa,Gafaya,"Taalimiddin Islamiyya Primary School, Bulangu"
North West,Jigawa,Kafin-Hausa,Gafaya,Tsangaya Malam Ado
North West,Jigawa,Kafin-Hausa,Gafaya,Tsangayar Malam Mai Gawo
North West,Jigawa,Kafin-Hausa,Gafaya,Tsangayar Malam Tata
North West,Jigawa,Kafin-Hausa,Gafaya,"Zugo Kanya Primary School, Zugo Kanya"
North West,Jigawa,Kafin-Hausa,Jabo,"Afarake Nomadic Primary School, Afarake"
North West,Jigawa,Kafin-Hausa,Jabo,Auno Nomadic Pri School
North West,Jigawa,Kafin-Hausa,Jabo,Autatuwa Community Primary School
North West,Jigawa,Kafin-Hausa,Jabo,"Birkidi Primary School, Birkidi"
North West,Jigawa,Kafin-Hausa,Jabo,Chiyayi Tsangaya
North West,Jigawa,Kafin-Hausa,Jabo,Gafasa Haruna Primary School
North West,Jigawa,Kafin-Hausa,Jabo,"Gunki Nomadic Primary School, Gunki Bagawo"
North West,Jigawa,Kafin-Hausa,Jabo,Indawa Nomadic Junior Secondary School
North West,Jigawa,Kafin-Hausa,Jabo,Jabo Islamiyya School
North West,Jigawa,Kafin-Hausa,Jabo,"Jabo Primary School, Jabo"
North West,Jigawa,Kafin-Hausa,Jabo,"Junior Secondary School, D/Kyaure"
North West,Jigawa,Kafin-Hausa,Jabo,"Junior Secondary School, Jabo"
North West,Jigawa,Kafin-Hausa,Jabo,Kaletan Nomadic Primary School
North West,Jigawa,Kafin-Hausa,Jabo,"Kore Primary School, Kore"
North West,Jigawa,Kafin-Hausa,Jabo,"Kwatamma Primary School, Kwatamma"
North West,Jigawa,Kafin-Hausa,Jabo,"Marawa Primary School, Marawa"
North West,Jigawa,Kafin-Hausa,Jabo,"Model Boarding Junior Primary School, Bulangu"
North West,Jigawa,Kafin-Hausa,Jabo,"Rimi Primary School, Rimi"
North West,Jigawa,Kafin-Hausa,Jabo,"Tagadawai Primary School, Tagadawai"
North West,Jigawa,Kafin-Hausa,Jabo,Tsangayar Malam Saleh
North West,Jigawa,Kafin-Hausa,Kafin Hausa,"Alkumma Nomadic Primary School, Alkumma"
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Chris The Redeemer Nursery And Primary School
North West,Jigawa,Kafin-Hausa,Kafin Hausa,"Gidan Sarki Primary School, Gidan Sarki"
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Goani Ibrahim Tsangaya
North West,Jigawa,Kafin-Hausa,Kafin Hausa,"Imam Hassab Islamiyya Primary School, Kafin Hausa"
North West,Jigawa,Kafin-Hausa,Kafin Hausa,"Junior Arabic Secondary School, K/Hausa"
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Junior Day Science Secondary School Kafin Hausa
North West,Jigawa,Kafin-Hausa,Kafin Hausa,"Junior Secondary School, K/Hausa"
North West,Jigawa,Kafin-Hausa,Kafin Hausa,"Kafin Hausa Kuduprimary School, Kafin Hausa"
North West,Jigawa,Kafin-Hausa,Kafin Hausa,"Kafin Hausa Model Primary School, Kafin Hausa"
North West,Jigawa,Kafin-Hausa,Kafin Hausa,"Kafin Hausa Primary School, Kafin Hausa"
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Kanzul Quran Islamiyya And General Studies
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Kins International School
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Ridul Qur`An Islamiyya Primary School
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Sadik International School
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Tsangaya Alaramma Malam Saidu
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Tsangaya Liman
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Tsangayar Alaramma Mallam Idris Husaini
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Tsangayar Dan Jaji Maji
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Tsangayar Malam Hashimu
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Tsangayar Malam Saadu
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Tsangayar Malam Salisu
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Tsangayar Malam Shuibu Shagari
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Umaish International School
North West,Jigawa,Kafin-Hausa,Kafin Hausa,"Waec Primary School, Kafin Hausa"
North West,Jigawa,Kafin-Hausa,Kafin Hausa,Yamma Junior Secondary School
North West,Jigawa,Kafin-Hausa,Kafin Hausa,"Yamma Primary School, Kafin-Hausa"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Abdallawa Islamiyya Primary School, Abdallawa"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Afarake Primary School, Afarake"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Auno Primary School, Auno"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Bulangu Special Primary School, Bulangu"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Damanyo Primary School, Danyo"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Gafasan Turawa Primary School, Gafasan Turawa"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Hadogur Primary School, Hadogur"
North West,Jigawa,Kafin-Hausa,Kazalewa,Jajeri Primary School
North West,Jigawa,Kafin-Hausa,Kazalewa,Jss Gidan Sarki
North West,Jigawa,Kafin-Hausa,Kazalewa,Junior Secondary School Kazalewa
North West,Jigawa,Kafin-Hausa,Kazalewa,"Junior Secondary School, Hago"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Kamugatawa Primary School, Kamugatawa"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Kullum Primary School, Kullumi"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Kwazalewa Primary School, Kwazalewa"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Limawa Primary School, Limawa"
North West,Jigawa,Kafin-Hausa,Kazalewa,"Maruko Primary School, Maruko"
North West,Jigawa,Kafin-Hausa,Kazalewa,Rugi Nomadic Primary School
North West,Jigawa,Kafin-Hausa,Kazalewa,"Tage Primary School, Tage"
North West,Jigawa,Kafin-Hausa,Kazalewa,Tsurutawa Pri Sch
North West,Jigawa,Kafin-Hausa,Majawa,"Abdallawa Primary School, Abdualawa"
North West,Jigawa,Kafin-Hausa,Majawa,"Afirzina Primary School, Afirzina"
North West,Jigawa,Kafin-Hausa,Majawa,"Aushuran Chiroma Primary School, Ashuran Chiroma"
North West,Jigawa,Kafin-Hausa,Majawa,"Bulangu Yamma Primary School, Bulangu"
North West,Jigawa,Kafin-Hausa,Majawa,Dawasa Islamic Primary School
North West,Jigawa,Kafin-Hausa,Majawa,"Gamayin Primary School, Gamayin"
North West,Jigawa,Kafin-Hausa,Majawa,"Hago Primary School, Hago"
North West,Jigawa,Kafin-Hausa,Majawa,"Junior Arabic Secondary School, Bulangu"
North West,Jigawa,Kafin-Hausa,Majawa,"Junior Secondary School, Kauzawa"
North West,Jigawa,Kafin-Hausa,Majawa,"Kanzan Galadima Primary School, Kukoki"
North West,Jigawa,Kafin-Hausa,Majawa,Kuloma Nomadic Primary School
North West,Jigawa,Kafin-Hausa,Majawa,Kurumbidi Primary School
North West,Jigawa,Kafin-Hausa,Majawa,"Lufida Primary School, Lufuda"
North West,Jigawa,Kafin-Hausa,Majawa,"Majawa Primary School, Majawa"
North West,Jigawa,Kafin-Hausa,Majawa,Maruwa Nomadic Primary School
North West,Jigawa,Kafin-Hausa,Majawa,"Sabara Primary School, Sabara"
North West,Jigawa,Kafin-Hausa,Majawa,Tarbiyatul Aulad/Naziful
North West,Jigawa,Kafin-Hausa,Majawa,"Tuminjira Primary School, Tuminjira"
North West,Jigawa,Kafin-Hausa,Mezan,"Adaraushe Primary School, Adaraushe"
North West,Jigawa,Kafin-Hausa,Mezan,"Aguran Galadima Primary School, Aguran Galadima"
North West,Jigawa,Kafin-Hausa,Mezan,Autako Islamiyya Primary School
North West,Jigawa,Kafin-Hausa,Mezan,"Busori Primary School, Busori"
North West,Jigawa,Kafin-Hausa,Mezan,Dolama Community Primary School
North West,Jigawa,Kafin-Hausa,Mezan,"Gandun Galadima Primary School, Gandun Galadima"
North West,Jigawa,Kafin-Hausa,Mezan,Hariyal Nomadic Primary School
North West,Jigawa,Kafin-Hausa,Mezan,Junior Secondary School Kununu
North West,Jigawa,Kafin-Hausa,Mezan,"Junior Secondary School, Kazan Gari"
North West,Jigawa,Kafin-Hausa,Mezan,"Junior Secondary School, Mezan"
North West,Jigawa,Kafin-Hausa,Mezan,"Kanzan Gari Primary School, Kanzan Gari"
North West,Jigawa,Kafin-Hausa,Mezan,"Kununu Primary School, Kununu"
North West,Jigawa,Kafin-Hausa,Mezan,"Lugga Primary School, Lugga"
North West,Jigawa,Kafin-Hausa,Mezan,"Maruwa Primary School, Maruwa"
North West,Jigawa,Kafin-Hausa,Mezan,"Mezan Primary School, Mezam"
North West,Jigawa,Kafin-Hausa,Mezan,Sabon Gida Islamiyya Primary School
North West,Jigawa,Kafin-Hausa,Mezan,Sharbi Primary School
North West,Jigawa,Kafin-Hausa,Mezan,"Toyawa Primary School, Toyawa"
North West,Jigawa,Kafin-Hausa,Mezan,"Turakawa Primary School, Turakawa"
North West,Jigawa,Kafin-Hausa,Ruba,"Aduya Primary School, Aduya"
North West,Jigawa,Kafin-Hausa,Ruba,"Aguran Magaji Primary School, Aguran Magaji"
North West,Jigawa,Kafin-Hausa,Ruba,"Autako Islamiyya Primary School, Autako"
North West,Jigawa,Kafin-Hausa,Ruba,"Chakwasan Primary School, Chakwasan"
North West,Jigawa,Kafin-Hausa,Ruba,Duwameri Nomadic Primary School
North West,Jigawa,Kafin-Hausa,Ruba,Gazarawa Islamiyya Primary School
North West,Jigawa,Kafin-Hausa,Ruba,"Hatsa Baffawa Primary School, Hatsa Baffawa"
North West,Jigawa,Kafin-Hausa,Ruba,Junior Secondary School Ramfa
North West,Jigawa,Kafin-Hausa,Ruba,"Junior Secondary School, Kwatalo"
North West,Jigawa,Kafin-Hausa,Ruba,"Junior Secondary School, Ruba"
North West,Jigawa,Kafin-Hausa,Ruba,"Kargumaka Primary School, Kargumaka"
North West,Jigawa,Kafin-Hausa,Ruba,Kurubo Primary School
North West,Jigawa,Kafin-Hausa,Ruba,Machuba Primary School
North West,Jigawa,Kafin-Hausa,Ruba,"Masassadi Primary School, Masassadi"
North West,Jigawa,Kafin-Hausa,Ruba,"Ruba Primary School, Ruba"
North West,Jigawa,Kafin-Hausa,Ruba,"Sabon Gida Primary School, Sabon Gida"
North West,Jigawa,Kafin-Hausa,Ruba,Toyawa Babba Islamiyya
North West,Jigawa,Kafin-Hausa,Ruba,"Tsagaiwa Primary School, Tsagaiwa"
North West,Jigawa,Kafin-Hausa,Ruba,"Wuiwui Primary School, Wuiwui"
North West,Jigawa,Kafin-Hausa,Sarawa,Darul Hadith Academic Sarawa
North West,Jigawa,Kafin-Hausa,Sarawa,"Gidan Daddada Primary School, Gidandadda"
North West,Jigawa,Kafin-Hausa,Sarawa,Hatsa Niomadic Ps
North West,Jigawa,Kafin-Hausa,Sarawa,"Junior Arabic Secondary School, Sarawa"
North West,Jigawa,Kafin-Hausa,Sarawa,Junior Secondary School Sabon Gida
North West,Jigawa,Kafin-Hausa,Sarawa,"Junior Secondary School, Manaba"
North West,Jigawa,Kafin-Hausa,Sarawa,"Junior Secondary School, Sarawa"
North West,Jigawa,Kafin-Hausa,Sarawa,"Kauzawa Primary School, Kauzawa"
North West,Jigawa,Kafin-Hausa,Sarawa,Kurza Islamic Primary School
North West,Jigawa,Kafin-Hausa,Sarawa,Madarasatul Aliyu Islammiya Ps
North West,Jigawa,Kafin-Hausa,Sarawa,"Majeri Gari Primary School, Majeri Gari"
North West,Jigawa,Kafin-Hausa,Sarawa,Matakur Primary School
North West,Jigawa,Kafin-Hausa,Sarawa,Sabon-Gari Islamiyya Pry School
North West,Jigawa,Kafin-Hausa,Sarawa,"Sarawa Islamiyya Primary School, Sarawa"
North West,Jigawa,Kafin-Hausa,Sarawa,"Sarawa Primary School, Sarawa"
North West,Jigawa,Kafin-Hausa,Sarawa,Tsangaya Islamiyya
North West,Jigawa,Kafin-Hausa,Sarawa,Tsangayar Malam Tasiu Sarawa
North West,Jigawa,Kafin-Hausa,Sarawa,Tumbai Fako Primary School
North West,Jigawa,Kafin-Hausa,Sarawa,Wurkine Nomadic Primary School
North West,Jigawa,Kafin-Hausa,Zago,"Ashuran Madaki Primary School, Ashuran"
North West,Jigawa,Kafin-Hausa,Zago,"Azauna Primary School, Azauna"
North West,Jigawa,Kafin-Hausa,Zago,"Chambawa Primary School, Chambawa"
North West,Jigawa,Kafin-Hausa,Zago,"Duwameri Primary School, Duwameri"
North West,Jigawa,Kafin-Hausa,Zago,"Gidan Kanya Primary School, Gidan Kanya"
North West,Jigawa,Kafin-Hausa,Zago,Gidan Mata Community Islamiyya Primary
North West,Jigawa,Kafin-Hausa,Zago,Indawa Nomadic Primary School
North West,Jigawa,Kafin-Hausa,Zago,"Junior Secondary School,  Tumin Jira"
North West,Jigawa,Kafin-Hausa,Zago,"Junior Secondary School, Shakato"
North West,Jigawa,Kafin-Hausa,Zago,"Junior Secondary School, Zago Bulangu"
North West,Jigawa,Kafin-Hausa,Zago,Kibawa Primary School
North West,Jigawa,Kafin-Hausa,Zago,"Kutugun Primary School, Kutugun"
North West,Jigawa,Kafin-Hausa,Zago,"Majerin Zangoma Primary School, Majeri Zangoma"
North West,Jigawa,Kafin-Hausa,Zago,"Matakuwa Primary School, Matakuwa"
North West,Jigawa,Kafin-Hausa,Zago,"Shakato Primary School, Shakato"
North West,Jigawa,Kafin-Hausa,Zago,Tsangaya Liman Bulangu
North West,Jigawa,Kafin-Hausa,Zago,Yandarman Islamiyya Primary School
North West,Jigawa,Kafin-Hausa,Zago,"Zago Bulangu Primary School, Zago Bulangu"
North West,Jigawa,Kafin-Hausa,Zago,"Zago Kafi Primary School, Zago Kafi"
North West,Jigawa,Kaugawa,Arbus,Adimin Gaso Jss
North West,Jigawa,Kaugawa,Arbus,"Arbus Primary School, Arbus"
North West,Jigawa,Kaugawa,Arbus,"Bultuwa Primary School, Bultuwa"
North West,Jigawa,Kaugawa,Arbus,"Danzabia Primary School, Danzibiya"
North West,Jigawa,Kaugawa,Arbus,"Dusare Primary School, Dusare"
North West,Jigawa,Kaugawa,Arbus,Galdima Nomadic P.S
North West,Jigawa,Kaugawa,Arbus,"Gareru Primary School, Gareru"
North West,Jigawa,Kaugawa,Arbus,"Junior Secondary School, Arbus"
North West,Jigawa,Kaugawa,Arbus,"Junior Secondary School, Yelleman Hausawa"
North West,Jigawa,Kaugawa,Arbus,"Kogga Nomadicprimary School, Kogga Nomadic"
North West,Jigawa,Kaugawa,Arbus,Maikyari Islamiyya Primary  School Maikyari
North West,Jigawa,Kaugawa,Arbus,"Sabon Garin Kankanba Community Islamiya Primary School, Sabon Garin Kankaba"
North West,Jigawa,Kaugawa,Arbus,Sheik Modibo Nur And Pri School
North West,Jigawa,Kaugawa,Arbus,"Yarda Babba Primary School, Yarda Babba"
North West,Jigawa,Kaugawa,Askandu,"Albashi Community Primary School, Albashi"
North West,Jigawa,Kaugawa,Askandu,"Askandu Primary School, Askandu"
North West,Jigawa,Kaugawa,Askandu,"Burtali Nomadic Primary School, Burtali"
North West,Jigawa,Kaugawa,Askandu,"Darmomuwa Primary School, Darmomuwa"
North West,Jigawa,Kaugawa,Askandu,"Fadimatuzzahra Islamiyyaprimary School, Yelleman Tijjani"
North West,Jigawa,Kaugawa,Askandu,Garin Barde Primary School
North West,Jigawa,Kaugawa,Askandu,"Girbobo Primary School, Girbobo"
North West,Jigawa,Kaugawa,Askandu,"Government Junior Secondary School, Kantamari"
North West,Jigawa,Kaugawa,Askandu,"Junior Secondary School, Zaburan"
North West,Jigawa,Kaugawa,Askandu,"Kufitu Nomadic Primary School, Kufitu"
North West,Jigawa,Kaugawa,Askandu,"Mainasara Nomadic Primary School, Mainasara"
North West,Jigawa,Kaugawa,Askandu,"Sarki Isah Primary School, Sarki Isah"
North West,Jigawa,Kaugawa,Askandu,"Yelleman Hausawa Primary School, Yelleman Hausawa"
North West,Jigawa,Kaugawa,Askandu,Zad Al  Amin Academy
North West,Jigawa,Kaugawa,Dabuwaran,Chinguliskin Arewa Primary School Chinguliskin Arewa
North West,Jigawa,Kaugawa,Dabuwaran,"Dabuwaran Primary School, Dabuwaran"
North West,Jigawa,Kaugawa,Dabuwaran,"Dawai-Dawai Nomaidc Primary School, Dawai Dawai"
North West,Jigawa,Kaugawa,Dabuwaran,"Faras Primary School, Faras"
North West,Jigawa,Kaugawa,Dabuwaran,Garin Galadima Umara Primary School
North West,Jigawa,Kaugawa,Dabuwaran,"Gwalerima Primary School, Gwalirima"
North West,Jigawa,Kaugawa,Dabuwaran,Jss Ubba
North West,Jigawa,Kaugawa,Dabuwaran,"Junior Secondary School, Dabuwaran"
North West,Jigawa,Kaugawa,Dabuwaran,"Kuikar Primary School, Kuikar"
North West,Jigawa,Kaugawa,Dabuwaran,"Manda Maitaya Isl. Primary School, Manda"
North West,Jigawa,Kaugawa,Dabuwaran,"Sarkin Ruwa Islamiya Primary School, Sarkin Ruwa"
North West,Jigawa,Kaugawa,Dabuwaran,Tafizul Quranic School
North West,Jigawa,Kaugawa,Dabuwaran,"Yelleman Islamiyya Primary School, Yelleman Tijjani"
North West,Jigawa,Kaugawa,Dabuwaran,Zanariya Nursery And Primary School
North West,Jigawa,Kaugawa,Dakaiyawa,"Dakaiyawa Central Primary School, Dakaiyawa"
North West,Jigawa,Kaugawa,Dakaiyawa,Dakaiyawa Primary School
North West,Jigawa,Kaugawa,Dakaiyawa,Garin Shafi Nomadic P.S
North West,Jigawa,Kaugawa,Dakaiyawa,"Government Day Junior Arabic Secondary School , Dakaiyawa"
North West,Jigawa,Kaugawa,Dakaiyawa,"Gyangga Nomadic Primary School, Gyanga"
North West,Jigawa,Kaugawa,Dakaiyawa,Ishshadul Ummah Islamiyya
North West,Jigawa,Kaugawa,Dakaiyawa,"Junior Arabic Secondary School, Yelleman Tijjani"
North West,Jigawa,Kaugawa,Dakaiyawa,"Junior Secondary School, Dakaiyawa"
North West,Jigawa,Kaugawa,Dakaiyawa,"Kuka Kwance Primary School, Kukakwance"
North West,Jigawa,Kaugawa,Dakaiyawa,Madarasatul      Tahafizul Quran
North West,Jigawa,Kaugawa,Dakaiyawa,"Manda Primary School, Manda"
North West,Jigawa,Kaugawa,Dakaiyawa,"Sharkawa Primary School, Sharkawa"
North West,Jigawa,Kaugawa,Dakaiyawa,"Yelleman Tijjani Primary School, Yelleman Tijjani"
North West,Jigawa,Kaugawa,Hadin,Alkali Umar Islamic Primary School
North West,Jigawa,Kaugawa,Hadin,"Chinguliskin Kuduprimary School, Chinguliskin Kudu"
North West,Jigawa,Kaugawa,Hadin,"Dingare Community Primary School, Dingare"
North West,Jigawa,Kaugawa,Hadin,"Gadodo Nomadic Primary School, Gadodo"
North West,Jigawa,Kaugawa,Hadin,Gidan Kwari Nomaic Primary School
North West,Jigawa,Kaugawa,Hadin,"Hadin Primary School, Hadin"
North West,Jigawa,Kaugawa,Hadin,"Jalomi Primary School, Jamilo"
North West,Jigawa,Kaugawa,Hadin,Junior Secondary School Bultuwa
North West,Jigawa,Kaugawa,Hadin,"Junior Secondary School, Hadin"
North West,Jigawa,Kaugawa,Hadin,Kulle Gaja Nomadic Primary School Kulle Gaja
North West,Jigawa,Kaugawa,Hadin,"Masama Primary School, Masama"
North West,Jigawa,Kaugawa,Hadin,"Siminti Nomadic Primary School, Rigar Hardo Bello"
North West,Jigawa,Kaugawa,Hadin,Yola Nomadic Primary School Yola
North West,Jigawa,Kaugawa,Ja'E,"Adimingaso Primary School, Adiminsago"
North West,Jigawa,Kaugawa,Ja'E,"Bayin Kwarin Primary School, Bayin Kwari"
North West,Jigawa,Kaugawa,Ja'E,"Chiromawa Islamiyyaprimary School, Chiromawa"
North West,Jigawa,Kaugawa,Ja'E,"Dodorin M. Abu Primary School, Dodorin M Abdu"
North West,Jigawa,Kaugawa,Ja'E,"Gakori Primary School, Gakori"
North West,Jigawa,Kaugawa,Ja'E,Gofelnomadic Primary School
North West,Jigawa,Kaugawa,Ja'E,Junior Secondary School Kuka-Kwance
North West,Jigawa,Kaugawa,Ja'E,"Kanoke Primary School, Kanoke"
North West,Jigawa,Kaugawa,Ja'E,"Kwandiga Cummunity Primary School, Kwandiga"
North West,Jigawa,Kaugawa,Ja'E,"Musaran Kanawa Primary School, Musaran Kanawa"
North West,Jigawa,Kaugawa,Ja'E,Nuru Islamic Islamiya School
North West,Jigawa,Kaugawa,Ja'E,"Taura Community Primary School, Taura"
North West,Jigawa,Kaugawa,Ja'E,"Zaburan Primary School, Zaburan"
North West,Jigawa,Kaugawa,Jarkasa,"Adimiya Islamiya Primary School, Adimiya"
North West,Jigawa,Kaugawa,Jarkasa,"Bingamama Nomadic Primary School, Bingamama"
North West,Jigawa,Kaugawa,Jarkasa,"Chunguluski Nomadic Primary School, Rigar Chinguliski"
North West,Jigawa,Kaugawa,Jarkasa,"Dudurin Girbobo Primary School, Dudurin Girbobo"
North West,Jigawa,Kaugawa,Jarkasa,"Gangara Primary School, Gangara"
North West,Jigawa,Kaugawa,Jarkasa,Hutawo Namadic Primary School
North West,Jigawa,Kaugawa,Jarkasa,"Junior Secondary School, Girbobo"
North West,Jigawa,Kaugawa,Jarkasa,"Kantamari Primary School, Kantamari"
North West,Jigawa,Kaugawa,Jarkasa,Limawa Karata Nomadic Primary School Limawa Karata
North West,Jigawa,Kaugawa,Jarkasa,Mauad Sheik Muhammed Liman Tafizul Quranic Primary School
North West,Jigawa,Kaugawa,Jarkasa,Musaran Nomadic Primary School Musaran Fulani
North West,Jigawa,Kaugawa,Jarkasa,"Tsangayar Malam Abubakarprimary School, Yalleman"
North West,Jigawa,Kaugawa,Jarkasa,"Zingaran Primary School, Zingaran"
North West,Jigawa,Kaugawa,Kaugama,"Bagana Islamiya Primary School, Bagana Kaugama"
North West,Jigawa,Kaugawa,Kaugama,Galadeema Academy
North West,Jigawa,Kaugawa,Kaugama,Government Girls Arabic Secondary School Junior Kaugama
North West,Jigawa,Kaugawa,Kaugama,"Junior Arabic Secondary School, Kaugama"
North West,Jigawa,Kaugawa,Kaugama,"Junior Secondary School, Kaugama"
North West,Jigawa,Kaugawa,Kaugama,"Junior Secondary School, Turmi Kaugama"
North West,Jigawa,Kaugawa,Kaugama,"Kaugama Model Primary School, Kaugama"
North West,Jigawa,Kaugawa,Kaugama,"Kaugama Special Primary School, Kaugama"
North West,Jigawa,Kaugawa,Kaugama,"Kaugama Yamma Primary School, Kaugama"
North West,Jigawa,Kaugawa,Kaugama,"Model Quran Islamiya Primary School, Kaugama"
North West,Jigawa,Kaugawa,Kaugama,"Nurulhuda Islamiya Primary School, Nurul Huda Kaugama"
North West,Jigawa,Kaugawa,Kaugama,"Tsangayar Malam Abdurrazakprimary School, Kaugama"
North West,Jigawa,Kaugawa,Kaugama,"Tsangayar Malam Sani Primary School, Kaugama"
North West,Jigawa,Kaugawa,Kaugama,Ummu Aiman Nursery And Primary  School Kaugama
North West,Jigawa,Kaugawa,Marke,Barbawa Nomadic Primary School
North West,Jigawa,Kaugawa,Marke,Idan Zakara Primary School
North West,Jigawa,Kaugawa,Marke,Ihyaus Sunnah Islamiyya Primary School
North West,Jigawa,Kaugawa,Marke,Junior Secondary School Marke Gabas
North West,Jigawa,Kaugawa,Marke,"Junior Secondary School, Gwalerima"
North West,Jigawa,Kaugawa,Marke,"Junior Secondary School, Marke"
North West,Jigawa,Kaugawa,Marke,Madaraltul Ayatul Batil Primary School
