session,zone,state,lga,ward,school,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Female,disabled,Private,JSS,JSS1,JSS1,1.25,0.5,0.25,0.25,15.225,0.0,2.5,5.0,5.0,0.24,0.2,0.42,0.31,0.21,0.19
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.75,1.0,0.25,0.25,14.725,0.0,6.75,27.0,27.0,0.1,0.18,0.19,0.4,0.26,0.25
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Female,disabled,Private,SSS,SSS1,SSS1,1.25,0.75,0.25,0.25,15.725,0.0,1.6667,5.0,5.0,0.24,0.36,0.63,0.47,0.32,0.29
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Female,disabled,Public,JSS,JSS1,JSS1,6.5,1.75,0.25,0.25,15.225,0.0,3.7143,26.0,26.0,0.1,0.49,0.35,0.71,0.47,0.45
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,22.25,3.25,0.5,0.25,14.725,0.0,6.8462,44.5,89.0,0.13,0.52,0.25,1.14,0.74,0.73
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Female,disabled,Public,SSS,SSS1,SSS1,2.5,1.25,0.25,0.25,15.725,0.0,2.0,10.0,10.0,0.23,0.5,0.6,0.73,0.49,0.47
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Male,all,Private,JSS,JSS1,JSS1,68.0,1.0,1.5,1.0,30.45,0.0,68.0,45.3333,68.0,0.44,0.34,0.12,0.56,0.4,0.39
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,258.25,2.0,5.25,3.75,29.45,0.0,129.125,49.1905,68.8667,1.91,0.48,0.24,1.13,0.81,0.79
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Male,all,Private,SSS,SSS1,SSS1,81.5,1.5,1.75,1.25,31.45,0.25,54.3333,46.5714,65.2,0.46,0.62,0.19,0.84,0.61,0.59
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Male,all,Public,JSS,JSS1,JSS1,246.25,3.5,4.5,3.25,30.45,0.0,70.3571,54.7222,75.7692,1.11,1.19,0.4,1.9,1.37,1.33
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,725.0,6.5,14.75,10.25,29.45,0.0,111.5385,49.1525,70.7317,4.99,1.56,0.76,3.63,2.59,2.53
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Male,all,Public,SSS,SSS1,SSS1,165.0,2.5,3.25,2.25,31.45,0.25,66.0,50.7692,73.3333,0.85,1.03,0.29,1.4,1.01,0.98
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Male,disabled,Private,JSS,JSS1,JSS1,1.5,0.5,0.25,0.25,15.225,0.0,3.0,6.0,6.0,0.24,0.2,0.39,0.31,0.21,0.19
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,7.0,1.0,0.25,0.25,14.725,0.0,7.0,28.0,28.0,0.09,0.18,0.19,0.39,0.26,0.25
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Male,disabled,Private,SSS,SSS1,SSS1,1.75,0.75,0.25,0.25,15.725,0.0,2.3333,7.0,7.0,0.24,0.33,0.5,0.46,0.31,0.29
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Male,disabled,Public,JSS,JSS1,JSS1,6.25,1.75,0.25,0.25,15.225,0.0,3.5714,25.0,25.0,0.1,0.5,0.36,0.72,0.47,0.46
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,22.5,3.25,0.5,0.25,14.725,0.0,6.9231,45.0,90.0,0.13,0.52,0.25,1.14,0.74,0.73
2021/2022,South South,Bayelsa,Brass,Brass ward II,"Unity College, Brass",Male,disabled,Public,SSS,SSS1,SSS1,2.75,1.25,0.25,0.25,15.725,0.0,2.2,11.0,11.0,0.21,0.49,0.55,0.7,0.47,0.45
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Female,all,Private,JSS,JSS1,JSS1,85.25,1.0,1.75,1.25,30.45,0.0,85.25,48.7143,68.2,0.53,0.34,0.12,0.56,0.4,0.39
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,179.0,1.5,3.75,2.75,29.45,0.0,119.3333,47.7333,65.0909,1.35,0.36,0.18,0.85,0.61,0.59
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Female,all,Private,SSS,SSS1,SSS1,50.5,1.0,1.25,1.0,31.45,0.25,50.5,40.4,50.5,0.37,0.42,0.15,0.57,0.41,0.4
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Female,all,Public,JSS,JSS1,JSS1,160.5,2.0,3.0,2.25,30.45,0.0,80.25,53.5,71.3333,0.8,0.68,0.24,1.1,0.79,0.77
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,518.75,4.5,10.5,7.5,29.45,0.0,115.2778,49.4048,69.1667,3.59,1.08,0.53,2.52,1.8,1.75
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Female,all,Public,SSS,SSS1,SSS1,123.5,2.0,2.5,1.75,31.45,0.25,61.75,49.4,70.5714,0.65,0.82,0.24,1.12,0.81,0.78
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.5,0.25,0.25,15.225,0.0,4.5,9.0,9.0,0.24,0.17,0.26,0.3,0.2,0.19
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.25,0.75,0.25,0.25,14.725,0.0,7.0,21.0,21.0,0.12,0.14,0.18,0.32,0.21,0.2
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Female,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.25,15.725,0.0,2.5,5.0,5.0,0.24,0.24,0.42,0.32,0.21,0.19
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Female,disabled,Public,JSS,JSS1,JSS1,4.25,1.0,0.25,0.25,15.225,0.0,4.25,17.0,17.0,0.14,0.3,0.29,0.46,0.31,0.3
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,17.25,2.25,0.25,0.25,14.725,0.0,7.6667,69.0,69.0,0.05,0.36,0.21,0.75,0.48,0.48
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Female,disabled,Public,SSS,SSS1,SSS1,2.5,1.0,0.25,0.25,15.725,0.0,2.5,10.0,10.0,0.23,0.4,0.48,0.59,0.39,0.38
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Male,all,Private,JSS,JSS1,JSS1,76.25,1.0,1.5,1.0,30.45,0.0,76.25,50.8333,76.25,0.41,0.34,0.11,0.55,0.4,0.38
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,195.75,1.5,4.0,2.75,29.45,0.0,130.5,48.9375,71.1818,1.47,0.36,0.17,0.85,0.61,0.59
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Male,all,Private,SSS,SSS1,SSS1,55.5,1.0,1.25,1.0,31.45,0.25,55.5,44.4,55.5,0.35,0.41,0.14,0.57,0.41,0.4
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Male,all,Public,JSS,JSS1,JSS1,145.5,2.0,2.75,2.0,30.45,0.0,72.75,52.9091,72.75,0.71,0.68,0.23,1.1,0.79,0.76
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,535.0,4.5,10.75,7.5,29.45,0.0,118.8889,49.7674,71.3333,3.71,1.08,0.52,2.52,1.8,1.76
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Male,all,Public,SSS,SSS1,SSS1,119.25,2.0,2.5,1.75,31.45,0.25,59.625,47.7,68.1429,0.67,0.82,0.25,1.13,0.81,0.79
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.5,0.25,0.25,15.225,0.0,4.0,8.0,8.0,0.24,0.18,0.29,0.3,0.2,0.19
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.0,0.75,0.25,0.25,14.725,0.0,8.0,24.0,24.0,0.11,0.14,0.16,0.31,0.2,0.2
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Male,disabled,Private,SSS,SSS1,SSS1,1.5,0.5,0.25,0.25,15.725,0.0,3.0,6.0,6.0,0.24,0.23,0.39,0.31,0.21,0.19
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Male,disabled,Public,JSS,JSS1,JSS1,3.75,1.0,0.25,0.25,15.225,0.0,3.75,15.0,15.0,0.16,0.31,0.33,0.49,0.32,0.31
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,17.5,2.25,0.25,0.25,14.725,0.0,7.7778,70.0,70.0,0.05,0.36,0.2,0.74,0.48,0.47
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Community Secondary School, Cafe Farmosa",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.0,0.25,0.25,15.725,0.0,2.25,9.0,9.0,0.24,0.41,0.53,0.61,0.4,0.39
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Female,all,Private,JSS,JSS1,JSS1,85.25,1.0,1.75,1.25,30.45,0.0,85.25,48.7143,68.2,0.53,0.34,0.12,0.56,0.4,0.39
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,179.0,1.5,3.75,2.75,29.45,0.0,119.3333,47.7333,65.0909,1.35,0.36,0.18,0.85,0.61,0.59
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Female,all,Private,SSS,SSS1,SSS1,50.5,1.0,1.25,1.0,31.45,0.25,50.5,40.4,50.5,0.37,0.42,0.15,0.57,0.41,0.4
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Female,all,Public,JSS,JSS1,JSS1,160.5,2.0,3.0,2.25,30.45,0.0,80.25,53.5,71.3333,0.8,0.68,0.24,1.1,0.79,0.77
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,518.75,4.5,10.5,7.5,29.45,0.0,115.2778,49.4048,69.1667,3.59,1.08,0.53,2.52,1.8,1.75
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Female,all,Public,SSS,SSS1,SSS1,123.5,2.0,2.5,1.75,31.45,0.25,61.75,49.4,70.5714,0.65,0.82,0.24,1.12,0.81,0.78
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.5,0.25,0.25,15.225,0.0,4.5,9.0,9.0,0.24,0.17,0.26,0.3,0.2,0.19
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.25,0.75,0.25,0.25,14.725,0.0,7.0,21.0,21.0,0.12,0.14,0.18,0.32,0.21,0.2
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Female,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.25,15.725,0.0,2.5,5.0,5.0,0.24,0.24,0.42,0.32,0.21,0.19
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Female,disabled,Public,JSS,JSS1,JSS1,4.25,1.0,0.25,0.25,15.225,0.0,4.25,17.0,17.0,0.14,0.3,0.29,0.46,0.31,0.3
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,17.25,2.25,0.25,0.25,14.725,0.0,7.6667,69.0,69.0,0.05,0.36,0.21,0.75,0.48,0.48
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Female,disabled,Public,SSS,SSS1,SSS1,2.5,1.0,0.25,0.25,15.725,0.0,2.5,10.0,10.0,0.23,0.4,0.48,0.59,0.39,0.38
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Male,all,Private,JSS,JSS1,JSS1,76.25,1.0,1.5,1.0,30.45,0.0,76.25,50.8333,76.25,0.41,0.34,0.11,0.55,0.4,0.38
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,195.75,1.5,4.0,2.75,29.45,0.0,130.5,48.9375,71.1818,1.47,0.36,0.17,0.85,0.61,0.59
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Male,all,Private,SSS,SSS1,SSS1,55.5,1.0,1.25,1.0,31.45,0.25,55.5,44.4,55.5,0.35,0.41,0.14,0.57,0.41,0.4
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Male,all,Public,JSS,JSS1,JSS1,145.5,2.0,2.75,2.0,30.45,0.0,72.75,52.9091,72.75,0.71,0.68,0.23,1.1,0.79,0.76
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,535.0,4.5,10.75,7.5,29.45,0.0,118.8889,49.7674,71.3333,3.71,1.08,0.52,2.52,1.8,1.76
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Male,all,Public,SSS,SSS1,SSS1,119.25,2.0,2.5,1.75,31.45,0.25,59.625,47.7,68.1429,0.67,0.82,0.25,1.13,0.81,0.79
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.5,0.25,0.25,15.225,0.0,4.0,8.0,8.0,0.24,0.18,0.29,0.3,0.2,0.19
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.0,0.75,0.25,0.25,14.725,0.0,8.0,24.0,24.0,0.11,0.14,0.16,0.31,0.2,0.2
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Male,disabled,Private,SSS,SSS1,SSS1,1.5,0.5,0.25,0.25,15.725,0.0,3.0,6.0,6.0,0.24,0.23,0.39,0.31,0.21,0.19
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Male,disabled,Public,JSS,JSS1,JSS1,3.75,1.0,0.25,0.25,15.225,0.0,3.75,15.0,15.0,0.16,0.31,0.33,0.49,0.32,0.31
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,17.5,2.25,0.25,0.25,14.725,0.0,7.7778,70.0,70.0,0.05,0.36,0.2,0.74,0.48,0.47
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Comprehensive High School, Cafe Farmosa",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.0,0.25,0.25,15.725,0.0,2.25,9.0,9.0,0.24,0.41,0.53,0.61,0.4,0.39
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Female,all,Private,JSS,JSS1,JSS1,85.25,1.0,1.75,1.25,30.45,0.0,85.25,48.7143,68.2,0.53,0.34,0.12,0.56,0.4,0.39
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,179.0,1.5,3.75,2.75,29.45,0.0,119.3333,47.7333,65.0909,1.35,0.36,0.18,0.85,0.61,0.59
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Female,all,Private,SSS,SSS1,SSS1,50.5,1.0,1.25,1.0,31.45,0.25,50.5,40.4,50.5,0.37,0.42,0.15,0.57,0.41,0.4
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Female,all,Public,JSS,JSS1,JSS1,160.5,2.0,3.0,2.25,30.45,0.0,80.25,53.5,71.3333,0.8,0.68,0.24,1.1,0.79,0.77
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,518.75,4.5,10.5,7.5,29.45,0.0,115.2778,49.4048,69.1667,3.59,1.08,0.53,2.52,1.8,1.75
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Female,all,Public,SSS,SSS1,SSS1,123.5,2.0,2.5,1.75,31.45,0.25,61.75,49.4,70.5714,0.65,0.82,0.24,1.12,0.81,0.78
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.5,0.25,0.25,15.225,0.0,4.5,9.0,9.0,0.24,0.17,0.26,0.3,0.2,0.19
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.25,0.75,0.25,0.25,14.725,0.0,7.0,21.0,21.0,0.12,0.14,0.18,0.32,0.21,0.2
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Female,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.25,15.725,0.0,2.5,5.0,5.0,0.24,0.24,0.42,0.32,0.21,0.19
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Female,disabled,Public,JSS,JSS1,JSS1,4.25,1.0,0.25,0.25,15.225,0.0,4.25,17.0,17.0,0.14,0.3,0.29,0.46,0.31,0.3
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,17.25,2.25,0.25,0.25,14.725,0.0,7.6667,69.0,69.0,0.05,0.36,0.21,0.75,0.48,0.48
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Female,disabled,Public,SSS,SSS1,SSS1,2.5,1.0,0.25,0.25,15.725,0.0,2.5,10.0,10.0,0.23,0.4,0.48,0.59,0.39,0.38
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,all,Private,JSS,JSS1,JSS1,76.25,1.0,1.5,1.0,30.45,0.0,76.25,50.8333,76.25,0.41,0.34,0.11,0.55,0.4,0.38
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,195.75,1.5,4.0,2.75,29.45,0.0,130.5,48.9375,71.1818,1.47,0.36,0.17,0.85,0.61,0.59
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,all,Private,SSS,SSS1,SSS1,55.5,1.0,1.25,1.0,31.45,0.25,55.5,44.4,55.5,0.35,0.41,0.14,0.57,0.41,0.4
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,all,Public,JSS,JSS1,JSS1,145.5,2.0,2.75,2.0,30.45,0.0,72.75,52.9091,72.75,0.71,0.68,0.23,1.1,0.79,0.76
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,535.0,4.5,10.75,7.5,29.45,0.0,118.8889,49.7674,71.3333,3.71,1.08,0.52,2.52,1.8,1.76
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,all,Public,SSS,SSS1,SSS1,119.25,2.0,2.5,1.75,31.45,0.25,59.625,47.7,68.1429,0.67,0.82,0.25,1.13,0.81,0.79
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,disabled,Private,JSS,JSS1,JSS1,2.0,0.5,0.25,0.25,15.225,0.0,4.0,8.0,8.0,0.24,0.18,0.29,0.3,0.2,0.19
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,6.0,0.75,0.25,0.25,14.725,0.0,8.0,24.0,24.0,0.11,0.14,0.16,0.31,0.2,0.2
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,disabled,Private,SSS,SSS1,SSS1,1.5,0.5,0.25,0.25,15.725,0.0,3.0,6.0,6.0,0.24,0.23,0.39,0.31,0.21,0.19
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,disabled,Public,JSS,JSS1,JSS1,3.75,1.0,0.25,0.25,15.225,0.0,3.75,15.0,15.0,0.16,0.31,0.33,0.49,0.32,0.31
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,17.5,2.25,0.25,0.25,14.725,0.0,7.7778,70.0,70.0,0.05,0.36,0.2,0.74,0.48,0.47
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Government Secondary School, Cafe Farmosa",Male,disabled,Public,SSS,SSS1,SSS1,2.25,1.0,0.25,0.25,15.725,0.0,2.25,9.0,9.0,0.24,0.41,0.53,0.61,0.4,0.39
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,all,Private,JSS,JSS1,JSS1,85.25,1.0,1.75,1.25,30.45,0.0,85.25,48.7143,68.2,0.53,0.34,0.12,0.56,0.4,0.39
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,179.0,1.5,3.75,2.75,29.45,0.0,119.3333,47.7333,65.0909,1.35,0.36,0.18,0.85,0.61,0.59
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,all,Private,SSS,SSS1,SSS1,50.5,1.0,1.25,1.0,31.45,0.25,50.5,40.4,50.5,0.37,0.42,0.15,0.57,0.41,0.4
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,all,Public,JSS,JSS1,JSS1,160.5,2.0,3.0,2.25,30.45,0.0,80.25,53.5,71.3333,0.8,0.68,0.24,1.1,0.79,0.77
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,all,Public,Pre-Primary/Primary,Primary 1,Primary 1,518.75,4.5,10.5,7.5,29.45,0.0,115.2778,49.4048,69.1667,3.59,1.08,0.53,2.52,1.8,1.75
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,all,Public,SSS,SSS1,SSS1,123.5,2.0,2.5,1.75,31.45,0.25,61.75,49.4,70.5714,0.65,0.82,0.24,1.12,0.81,0.78
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,disabled,Private,JSS,JSS1,JSS1,2.25,0.5,0.25,0.25,15.225,0.0,4.5,9.0,9.0,0.24,0.17,0.26,0.3,0.2,0.19
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,5.25,0.75,0.25,0.25,14.725,0.0,7.0,21.0,21.0,0.12,0.14,0.18,0.32,0.21,0.2
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,disabled,Private,SSS,SSS1,SSS1,1.25,0.5,0.25,0.25,15.725,0.0,2.5,5.0,5.0,0.24,0.24,0.42,0.32,0.21,0.19
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,disabled,Public,JSS,JSS1,JSS1,4.25,1.0,0.25,0.25,15.225,0.0,4.25,17.0,17.0,0.14,0.3,0.29,0.46,0.31,0.3
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,17.25,2.25,0.25,0.25,14.725,0.0,7.6667,69.0,69.0,0.05,0.36,0.21,0.75,0.48,0.48
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Female,disabled,Public,SSS,SSS1,SSS1,2.5,1.0,0.25,0.25,15.725,0.0,2.5,10.0,10.0,0.23,0.4,0.48,0.59,0.39,0.38
2021/2022,South South,Bayelsa,Brass,Cafe Farmosa,"Unity College, Brass",Male,all,Private,JSS,JSS1,JSS1,76.25,1.0,1.5,1.0,30.45,0.0,76.25,50.8333,76.25,0.41,0.34,0.11,0.55,0.4,0.38
