school_key,school,ward_key,ward,lga_key,lga,state_key,state,zone,ownership,school_level
bauchi-bogoro-lusa-c-arewa-lusa-primary-school,Arewa Lusa Primary School,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Public,Primary
bauchi-bogoro-lusa-c-devine-destiny-nursery-and-primary-school,Devine Destiny Nursery And Primary School,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Private,Primary
bauchi-bogoro-lusa-c-genesis-nursery-and-primary-school-dunga,"Genesis Nursery And Primary School, Dunga",bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Private,Primary
bauchi-bogoro-lusa-c-government-junior-secondary-school-bongah,Government Junior Secondary  School Bongah,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Public,Secondary
bauchi-bogoro-lusa-c-government-junior-secondary-school-gambar-zugum,Government Junior Secondary  School Gambar Zugum,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Public,Secondary
bauchi-bogoro-lusa-c-government-junior-secondary-school-lafiyan-sara,Government Junior Secondary  School Lafiyan Sara,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Public,Secondary
bauchi-bogoro-lusa-c-government-junior-secondary-school-lusa,Government Junior Secondary  School Lusa,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Public,Secondary
bauchi-bogoro-lusa-c-government-junior-secondary-school-unguwan-waje,Government Junior Secondary  School Unguwan Waje,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Public,Secondary
bauchi-bogoro-lusa-c-kwablang-lusa-primary-school,Kwablang Lusa Primary School,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Public,Primary
bauchi-bogoro-lusa-c-lusa-primary-school,Lusa Primary School,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Public,Primary
bauchi-bogoro-lusa-c-manzo-nursery-school-sum,Manzo Nursery School Sum,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Private,Primary
bauchi-bogoro-lusa-c-mbal-lusa-primary-school,Mbal Lusa Primary School,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Public,Primary
bauchi-bogoro-lusa-c-mwa-yalt-css-lusa,Mwa ? Yalt Css Lusa,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Public,Primary
bauchi-bogoro-lusa-c-mwari-sabon-makaranta-primary-school,Mwari Sabon Makaranta Primary School,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Public,Primary
bauchi-bogoro-lusa-c-nasarawan-lusa-primary-school,Nasarawan Lusa Primary School,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Public,Primary
bauchi-bogoro-lusa-c-perfect-memorial-secondary-school-mwari,Perfect Memorial Secondary School Mwari,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Public,Secondary
bauchi-bogoro-lusa-c-providenc-academy-lusa,Providenc Academy Lusa,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Private,Primary
bauchi-bogoro-lusa-c-providence-academy-lusa,Providence Academy Lusa,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Private,Primary
bauchi-bogoro-lusa-c-saran-kasa-primary-school,Saran Kasa Primary School,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Public,Primary
bauchi-bogoro-lusa-c-unguwan-waje-primary-school,Unguwan Waje Primary School,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Public,Primary
bauchi-bogoro-lusa-c-yangal-primary-school,Yangal Primary School,bauchi-bogoro-lusa-c,"Lusa ""C""",bogoro,Bogoro,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-garuza-al-mubarak-model-academy-for-islamic-civilization-damban,"Al-Mubarak Model Academy For Islamic Civilization,Damban",bauchi-damban-garuza,Garuza,damban,Damban,bauchi,Bauchi,North East,Private,Primary
bauchi-damban-garuza-barkeji-primary-school,Barkeji Primary School,bauchi-damban-garuza,Garuza,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-garuza-dallari-primary-school,Dallari Primary School,bauchi-damban-garuza,Garuza,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-garuza-dinchi-primary-school,Dinchi Primary School,bauchi-damban-garuza,Garuza,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-garuza-durwari-primary-school,Durwari Primary School,bauchi-damban-garuza,Garuza,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-garuza-garai-eccde,Garai Eccde,bauchi-damban-garuza,Garuza,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-garuza-garin-jarmai-primary-school,Garin Jarmai Primary School,bauchi-damban-garuza,Garuza,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-garuza-garuza-primary-school,Garuza Primary School,bauchi-damban-garuza,Garuza,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-garuza-government-junior-secondary-school-fagarau,Government Junior Secondary School Fagarau,bauchi-damban-garuza,Garuza,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-garuza-government-junior-secondary-school-garuza,Government Junior Secondary School Garuza,bauchi-damban-garuza,Garuza,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-garuza-kaderi-primary-school,Kaderi Primary School,bauchi-damban-garuza,Garuza,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-garuza-karya-shinge-primary-school,Karya Shinge Primary School,bauchi-damban-garuza,Garuza,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-garuza-kwap-kwap-primary-school,Kwap-Kwap Primary School,bauchi-damban-garuza,Garuza,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-garuza-minchika-primary-school,Minchika Primary School,bauchi-damban-garuza,Garuza,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-garuza-ningo-primary-school,Ningo Primary School,bauchi-damban-garuza,Garuza,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-garuza-yayarin-damban-primary-school,Yayarin Damban Primary School,bauchi-damban-garuza,Garuza,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gurbana-albarka-international-school-damban,"Albarka International School,Damban",bauchi-damban-gurbana,Gurbana,damban,Damban,bauchi,Bauchi,North East,Private,Primary
bauchi-damban-gurbana-baru-primary-school,Baru Primary School,bauchi-damban-gurbana,Gurbana,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gurbana-damban-north-primary-school,Damban North Primary School,bauchi-damban-gurbana,Gurbana,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gurbana-diri-primary-school,Diri Primary School,bauchi-damban-gurbana,Gurbana,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gurbana-fagam-primary-school,Fagam Primary School,bauchi-damban-gurbana,Gurbana,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gurbana-garin-sura-primary-school,Garin Sura Primary School,bauchi-damban-gurbana,Gurbana,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gurbana-gataho-primary-school,Gataho Primary School,bauchi-damban-gurbana,Gurbana,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gurbana-government-junior-secondary-school-garin-jarmai,Government Junior Secondary School Garin Jarmai,bauchi-damban-gurbana,Gurbana,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-gurbana-government-junior-secondary-school-gurbana,Government Junior Secondary School Gurbana,bauchi-damban-gurbana,Gurbana,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-gurbana-gurbana-primary-school,Gurbana Primary School,bauchi-damban-gurbana,Gurbana,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gurbana-minyo-primary-school,Minyo Primary School,bauchi-damban-gurbana,Gurbana,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gurbana-rama-rama-primary-school,Rama - Rama Primary School,bauchi-damban-gurbana,Gurbana,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gurbana-rumbuna-primary-school,Rumbuna Primary School,bauchi-damban-gurbana,Gurbana,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gurbana-tingariye-primary-school,Tingariye Primary School,bauchi-damban-gurbana,Gurbana,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gurbana-wayun-primary-school,Wayun Primary School,bauchi-damban-gurbana,Gurbana,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gurbana-zakar-damban-primary-school,Zakar Damban Primary School .,bauchi-damban-gurbana,Gurbana,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dambam-al-mubarak-model-school,Al-Mubarak Model School,bauchi-damban-dambam,Dambam,damban,Damban,bauchi,Bauchi,North East,Private,Primary
bauchi-damban-dambam-albarka-nusery-amp-primary-school,Albarka  Nusery &Amp; Primary School,bauchi-damban-dambam,Dambam,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dambam-arku-primary-school,Arku Primary School,bauchi-damban-dambam,Dambam,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dambam-garin-babaji-primary-school,Garin Babaji Primary School,bauchi-damban-dambam,Dambam,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dambam-garin-busa-primary-school,Garin Busa Primary School,bauchi-damban-dambam,Dambam,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dambam-garin-doka-primary-school,Garin Doka Primary School,bauchi-damban-dambam,Dambam,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dambam-garin-kachalla-primary-school,Garin Kachalla Primary School,bauchi-damban-dambam,Dambam,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dambam-government-junior-secondary-school-zakar-dambam,Government Junior  Secondary School Zakar Dambam,bauchi-damban-dambam,Dambam,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-dambam-government-junior-secondary-fagam,Government Junior Secondary Fagam,bauchi-damban-dambam,Dambam,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-dambam-government-junior-secondary-school-dambam-north,Government Junior Secondary School Dambam North,bauchi-damban-dambam,Dambam,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-dambam-government-junior-secondary-school-model-dambam,Government Junior Secondary School Model Dambam,bauchi-damban-dambam,Dambam,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-dambam-government-junior-secondary-school-ngaima,Government Junior Secondary School Ngaima,bauchi-damban-dambam,Dambam,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-dambam-jale-primary-school,Jale Primary School,bauchi-damban-dambam,Dambam,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dambam-madarassatul-ahmed-tafisul-quran-damban,Madarassatul Ahmed Tafisul Quran Damban,bauchi-damban-dambam,Dambam,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dambam-madawai-babba-primary-school,Madawai Babba Primary School .,bauchi-damban-dambam,Dambam,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dambam-nahuta-primary-school,Nahuta Primary School,bauchi-damban-dambam,Dambam,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dambam-watakabu-primary-school,Watakabu Primary School,bauchi-damban-dambam,Dambam,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yanda-bakin-kasuwa-primary-school,Bakin Kasuwa Primary School,bauchi-damban-yanda,Yanda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yanda-dutsin-bugwai-primary-school,Dutsin Bugwai Primary School,bauchi-damban-yanda,Yanda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yanda-gamawa-primary-school,Gamawa Primary School,bauchi-damban-yanda,Yanda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yanda-government-junior-secondary-school-minchika,Government Junior Secondary School Minchika,bauchi-damban-yanda,Yanda,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-yanda-government-junior-secondary-school-yanda-bayo,Government Junior Secondary School Yanda Bayo,bauchi-damban-yanda,Yanda,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-yanda-kesala-primary-school,Kesala Primary School,bauchi-damban-yanda,Yanda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yanda-kintiski-primary-school,Kintiski Primary School,bauchi-damban-yanda,Yanda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yanda-kulus-primary-school,Kulus  Primary School,bauchi-damban-yanda,Yanda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yanda-kwadatala-primary-school,Kwadatala Primary School,bauchi-damban-yanda,Yanda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yanda-malatin-primary-school,Malatin Primary School,bauchi-damban-yanda,Yanda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yanda-muhammed-lele-islamiyya-primary-school,Muhammed Lele Islamiyya Primary School,bauchi-damban-yanda,Yanda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yanda-muhammed-muhammed-islamiya,Muhammed Muhammed Islamiya,bauchi-damban-yanda,Yanda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yanda-sabilul-rashad-islamiyya-damban,Sabilul Rashad Islamiyya Damban,bauchi-damban-yanda,Yanda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yanda-umar-abdullahi-primary-school,Umar Abdullahi Primary School,bauchi-damban-yanda,Yanda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yanda-yanda-bayo-primary-school,Yanda Bayo Primary School,bauchi-damban-yanda,Yanda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yanda-yantoku-primary-school,Yantoku Primary School,bauchi-damban-yanda,Yanda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yame-birniwa-primary-school,Birniwa Primary School,bauchi-damban-yame,Yame,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yame-bulus-primary-school,Bulus Primary School,bauchi-damban-yame,Yame,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yame-depa-nursery-school-dembam,Depa Nursery School Dembam,bauchi-damban-yame,Yame,damban,Damban,bauchi,Bauchi,North East,Private,Primary
bauchi-damban-yame-gaina-primary-school,Gaina Primary School,bauchi-damban-yame,Yame,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yame-garin-jarim-kasuwa-primary-school,Garin Jarim Kasuwa Primary School,bauchi-damban-yame,Yame,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yame-government-junior-secondary-school-luchambi,Government Junior Secondary School Luchambi,bauchi-damban-yame,Yame,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-yame-government-junior-secondary-school-yame,Government Junior Secondary School Yame,bauchi-damban-yame,Yame,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-yame-gwala-primary-school,Gwala Primary School,bauchi-damban-yame,Yame,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yame-kuchi-tabagau-primary-school,Kuchi Tabagau Primary School,bauchi-damban-yame,Yame,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yame-luchambi-primary-school,Luchambi Primary School,bauchi-damban-yame,Yame,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yame-madarastu-sabilu-huda-islamiyya-damban,Madarastu Sabilu Huda Islamiyya Damban,bauchi-damban-yame,Yame,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yame-madrasatul-fudiyyah-primary-school,Madrasatul Fudiyyah Primary School,bauchi-damban-yame,Yame,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yame-mohammed-mohammed-isl-primary-school-damabm,Mohammed Mohammed Isl. Primary School Damabm,bauchi-damban-yame,Yame,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yame-tashan-garba-primary-school,Tashan Garba Primary School,bauchi-damban-yame,Yame,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yame-tungwane-primary-school,Tungwane Primary School,bauchi-damban-yame,Yame,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-yame-yame-primary-school,Yame Primary School,bauchi-damban-yame,Yame,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dagauda-ali-toro-nursery-and-primary-school,Ali Toro Nursery And Primary School,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Private,Primary
bauchi-damban-dagauda-bala-haruna-islamiyya-primary-school,Bala Haruna Islamiyya Primary School,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dagauda-dagauda-central-primary-school,Dagauda Central Primary School,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dagauda-dagauda-north-primary-school,Dagauda North Primary School,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dagauda-gajjal-primary-school,Gajjal Primary School,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dagauda-gallam-primary-school-dagauda,Gallam Primary School Dagauda,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dagauda-gloss-view-nur-pry-school,Gloss View Nur/Pry School,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dagauda-government-junior-secondary-school-dagauda,Government Junior Secondary School Dagauda,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-dagauda-government-junior-secondary-school-durwari,Government Junior Secondary School Durwari,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-dagauda-government-junior-secondary-school-haladu-ayuba,Government Junior Secondary School Haladu Ayuba,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-dagauda-government-junior-secondary-school-yayarin-dagauda,Government Junior Secondary School Yayarin Dagauda,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-dagauda-hiduyaul-haqqun-fidtahafizul-islamiyya-dagauda,Hiduyaul Haqqun Fidtahafizul Islamiyya Dagauda,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dagauda-lailai-primary-school,Lailai Primary School,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dagauda-madarasatu-ahmed-litahfizil-quran-dagauda,Madarasatu Ahmed Litahfizil Quran Dagauda,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dagauda-madarasatul-malikiyya-tahfizul-quaran,Madarasatul Malikiyya Tahfizul Quaran,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dagauda-miftahlil-janna,Miftahlil Janna,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-dagauda-mohammed-alkali-nursery-primary-school,Mohammed Alkali Nursery Primary School,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Private,Primary
bauchi-damban-dagauda-yayari-dagauda-primary-school,Yayari Dagauda Primary School,bauchi-damban-dagauda,Dagauda,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gargawa-bagau-primary-school,Bagau Primary School,bauchi-damban-gargawa,Gargawa,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gargawa-banjine-primary-school,Banjine Primary School,bauchi-damban-gargawa,Gargawa,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gargawa-burku-nomadic-primary-school,Burku Nomadic Primary School,bauchi-damban-gargawa,Gargawa,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gargawa-dagwargwan-primary-school,Dagwargwan Primary School,bauchi-damban-gargawa,Gargawa,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gargawa-dorawa-primary-school,Dorawa Primary School,bauchi-damban-gargawa,Gargawa,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gargawa-fadilau-primary-school,Fadilau Primary School,bauchi-damban-gargawa,Gargawa,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gargawa-gargawa-primary-school,Gargawa Primary School,bauchi-damban-gargawa,Gargawa,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gargawa-garin-jarum-primary-school,Garin Jarum Primary School,bauchi-damban-gargawa,Gargawa,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gargawa-government-junior-secondary-school-dorawa,Government Junior Secondary School Dorawa,bauchi-damban-gargawa,Gargawa,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-gargawa-government-junior-secondary-school-wahu,Government Junior Secondary School Wahu,bauchi-damban-gargawa,Gargawa,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-gargawa-janda-primary-school,Janda Primary School,bauchi-damban-gargawa,Gargawa,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gargawa-kintuwa-primary-school,Kintuwa Primary School,bauchi-damban-gargawa,Gargawa,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gargawa-maljaussunnah-islamiyya-school-damban,Maljaussunnah Islamiyya School Damban,bauchi-damban-gargawa,Gargawa,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gargawa-masille-primary-school,Masille Primary School .,bauchi-damban-gargawa,Gargawa,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gargawa-ngaima-primary-school,Ngaima Primary School,bauchi-damban-gargawa,Gargawa,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gargawa-wuro-sale-primary-school,Wuro Sale Primary School,bauchi-damban-gargawa,Gargawa,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-gargawa-yaba-primary-school,Yaba Primary School,bauchi-damban-gargawa,Gargawa,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-zaura-badakoshi-primary-school,Badakoshi Primary School,bauchi-damban-zaura,Zaura,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-zaura-baladuwai-primary-school,Baladuwai Primary School,bauchi-damban-zaura,Zaura,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-zaura-chadi-primary-school,Chadi Primary School,bauchi-damban-zaura,Zaura,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-zaura-danewa-islamic-school-damban,Danewa Islamic School Damban,bauchi-damban-zaura,Zaura,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-zaura-dibo-primary-school,Dibo Primary School,bauchi-damban-zaura,Zaura,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-zaura-garai-primary-school,Garai Primary School,bauchi-damban-zaura,Zaura,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-zaura-gjss-gugulin,Gjss-Gugulin,bauchi-damban-zaura,Zaura,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-zaura-government-junior-secondary-school-minyo,Government Junior Secondary School Minyo,bauchi-damban-zaura,Zaura,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-zaura-gwaramawa-primary-school,Gwaramawa Primary School,bauchi-damban-zaura,Zaura,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-zaura-lumbo-primary-school,Lumbo Primary School,bauchi-damban-zaura,Zaura,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-zaura-mudana-primary-school,Mudana Primary School,bauchi-damban-zaura,Zaura,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-zaura-muzuwa-primary-school,Muzuwa Primary School,bauchi-damban-zaura,Zaura,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-zaura-sabon-rijiya-primary-school,Sabon Rijiya Primary School,bauchi-damban-zaura,Zaura,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-zaura-tale-primary-school,Tale Primary School,bauchi-damban-zaura,Zaura,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-zaura-wahu-primary-school,Wahu Primary School.,bauchi-damban-zaura,Zaura,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-zaura-zaura-primary-school,Zaura Primary School,bauchi-damban-zaura,Zaura,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-jalam-central-abdurrahman-islamiyya-primary,Abdurrahman Islamiyya Primary.,bauchi-damban-jalam-central,Jalam Central,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-jalam-central-ahmad-aliyu-tafizul-quran-jalam,Ahmad Aliyu Tafizul Quran Jalam,bauchi-damban-jalam-central,Jalam Central,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-jalam-central-ali-makama-islamiya-primary-school,Ali Makama Islamiya Primary School,bauchi-damban-jalam-central,Jalam Central,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-jalam-central-college-high-islamic-studies-jalam,College High Islamic Studies Jalam,bauchi-damban-jalam-central,Jalam Central,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
bauchi-damban-jalam-central-fiyali-primary-school,Fiyali Primary School,bauchi-damban-jalam-central,Jalam Central,damban,Damban,bauchi,Bauchi,North East,Public,Primary
bauchi-damban-jalam-central-gamji-memorial-nursery-and-primary-school,Gamji Memorial Nursery And Primary School,bauchi-damban-jalam-central,Jalam Central,damban,Damban,bauchi,Bauchi,North East,Private,Primary
bauchi-damban-jalam-central-government-junior-secondary-school-jalam,Government Junior Secondary School Jalam,bauchi-damban-jalam-central,Jalam Central,damban,Damban,bauchi,Bauchi,North East,Public,Secondary
